txt_pl_lem,date
""" kto zachowywać prawo , mnożyć ofiara , a kto zważać na przykazanie , składać ofiara biesiadny . kto świadczyć dobrodziejstwo , jakby przynosić ofiara z przedni mąka , a kto dawać jałmużna , jakby składać ofiara uwielbienie . odejść od zło być miły pan , a odejść od niesprawiedliwość być jak ofiara przebłagalny . nie pokazywać się przed pan z próżny ręka , wszystko ten bowiem czynić się według przykazanie . dar ofiarny sprawiedliwy namaszczać ołtarz tłustość , a przyjemny on zapach unosić się przed wysoki . ofiara mąż sprawiedliwy być miły , a pamiątka z on nie pójść w zapomnienie . Chwal Pan hojny dar i nie umniejszać pierwocina ręka twój ! przy każdy dar twarz rozpogodzić i z wesele poświęcić dziesięcina ! dawać wysoki tak , jak on ty dawać , hojnie , na miara swój możliwość , ponieważ pan być to , który odpłacać i siedem raz więcej oddać ty . nie starać się przekupić on dar , bo nie być przyjąć , ani nie pokładać nadzieja w ofiara niesprawiedliwy , ponieważ pan być sędzia , który nie mieć wzgląd na osoba . ten , kto prawy , ukazać zbawienie "" "" zgromadzić ja mój umiłowany , który przez ofiara zawrzeć z ja przymierze "" "" . niebiosa zwiastować boży sprawiedliwość , albowiem sam Bóg być sędzia . "" "" posłuchać , mój lud , gdyż być przemawiać i być świadczyć przeciw ty , Izrael : ja być Bóg , twój Bóg . nie oskarżać ty za twój ofiara , bo twój całopalenie zawsze być przed ja "" "" "" "" składać Bóg dziękczynny ofiara , spełnić swój ślub wobec wysoki . kto składać dziękczynny ofiara , ten cześć ja oddawać , a ten , który postępować uczciwie , ukazać Boży zbawienie "" "" . Piotr powiedzieć do Jezus : "" "" oto my opuścić być wszystko i pójść być za ty "" "" . Jezus odpowiedzieć : "" "" zaprawdę , powiadać wy : nikt nie opuszczać dom , brat , siostra , matka , ojciec , dziecko lub pole z powód ja i z powód ewangelia , żeby nie otrzymać stokroć więcej teraz , w ten czas , dom , brat , siostra , matka , dziecko i pole , wśród prześladowanie , a życie wieczny w czas przyszły . lecz wiele pierwszy być ostatni , a ostatni pierwszy "" "" . "" ",2019-03-05
""" Mojżesz powiedzieć do lud : "" "" patrzeć ! kłaść dziś przed ty życie i szczęście , śmierć i nieszczęście . ja dziś nakazywać ty miłować pan , Bóg twój , i chodzić on droga , zachowywać on polecenie , prawo i nakaz , abyś żyć i mnożyć się , a pan , Bóg twój , być ten błogosławić w kraj , który iść posiąść . ale jeśli swój serce odwrócić , nie usłuchać , zbłądzić i być oddawać pokłon cudzy bóg , służyć on – oświadczać wy dzisiaj , że na pewno zginąć , niedługo zabawić na ziemia , który iść posiąść , po przejść Jordan . brać dziś przeciwko wy na świadek niebo i ziemia , kłaść przed wy życie i śmierć , błogosławieństwo i przekleństwo . wybierać więc życie , abyście żyć wy i wasz potomstwo , miłować Pan , Bóg swój , słuchać on głos , lgnąć do on ; bo tu być twój życie i długi trwać twój pobyt na ziemia , który pan poprzysięgnąć dać przodek twój : abrahamowy , Izaak i Jakub "" "" . szczęśliwy człowiek , który ufać pan szczęśliwy człowiek , który nie iść za rada występny , nie wchodzić na droga grzesznik i nie zasiadać w grono szyderca , lecz w prawo pański upodobać siebie i rozmyślać nad on dzień i noc . on być jak drzewo zasadzić nad płynąć woda , który wydawać owoc w swój czas . liść on nie więdnąć , a wszystko , co czynić , być udane.Co inny grzesznik : być jak plewa , który wiatr rozmiatać . albowiem droga sprawiedliwy być pan znany , a drogi występny zaginąć . Jezus powiedzieć do swój uczeń : "" "" syn człowieczy musieć wiele wycierpieć : być odrzucić przez starszyzna , arcykapłan i uczony w pismo ; zostać zabić , a trzeci dzień zmartwychwstanie "" "" . potem mówić do wszyscy : "" "" jeśli ktoś chcieć iść za ja , niech się zaprzeć sam siebie , niech co dzień brać krzyż swój i niech ja naśladować . bo kto chcieć zachować swój życie , stracić on , a kto stracić swój życie z mój powód , ten on zachować . bo cóż za korzyść dla człowiek , jeśli cały świat zyskać , a siebie zatracić lub szkoda ponieść ? "" "" "" ",2019-03-07
""" Mojżesz powiedzieć do lud : "" "" kapłan wziąć koszyk z twój ręka i położyć on przed ołtarz pan , Bóg twój . a ty wówczas wypowiedzieć ten słowo wobec pan , Bóg swój : „ ojciec mój , tułacz Aramejczyk , zstąpić do Egipt , przybyć tam w niewielki liczba człowiek i tam się rozrosnąć w naród ogromny , silny i liczny . Egipcjanin źle się z my obchodzić , gnębić my i nałożyć na my ciężki robot przymusowy . wtedy wołać być do pan , Bóg ojciec nasz . pan usłyszeć nasz wołanie , wejrzeć na nasz nędza , nasz trud i nasz uciemiężyć . wyprowadzić my pan z Egipt mocny ręka i wyciągnąć ramię wśród wielki groza , znak i cud . przyprowadzić my na ten miejsce i dać my ten kraj opływać w mleko i miód . teraz oto przynieść być pierwocina płód ziemia , który dać być ja , pan ” . rozłożyć on przed pan , Bóg swój . oddać pokłon Pan , Bóg swój "" "" . być z ja , pan , w mój utrapienie kto się w opieka oddać wysoki i w cień wszechmocny mieszek , mówić do pan : "" "" ty być mój ucieczka i twierdzić , Bóg mój , który ufać "" "" . nie przystąpić do ty niedola , a cios nie dosięgnąć twój namiot . bo rozkazać swój anioł , aby ty strzec na wszystek twój droga . być ty nosić na ręka , abyś stopa nie urazić o kamień . być stąpać po wąż i żmija , a lew i smok podeptać . "" "" ja on wybawić , bo przylgnąć do ja , osłonić on , bo poznać mój imię . być ja wzywać , a ja on wysłuchać i być z on w utrapienie , wyzwolić on i sława obdarzyć "" "" . pełny duch święty , powrócić Jezus znad Jordan , a wieść być przez Duch na pustynia czterdzieści dzień , i być kusić przez diabeł . nic przez ów dzień nie jeść , a po on upływ poczuć głód . rzec on wtedy diabeł : "" "" jeśli być syn boży , powiedzieć ten kamień , żeby stać się chleb "" "" . odpowiedzieć on Jezus : "" "" napisać być : „ nie sam chleb żyć człowiek ” . wówczas powieść on diabeł w góra , pokazać on w jeden chwila wszystek królestwo świat i rzec do on : "" "" ty dać potęga i wspaniałość ten wszystko , bo ja być poddany i móc on dać , kto zechcieć . jeśli więc upaść i oddać ja pokłon , wszystko być twój "" "" . lecz Jezus on odrzec : "" "" napisać być : „ pan , Bóg swój , być oddawać pokłon i on sam służyć być ” . zawieść on też do Jerozolima , postawić na szczyt narożnik świątynia i rzec do on : "" "" jeśli być syn boży , rzucić się stąd w dół . być bowiem napisać : „ Anioła swój dać rozkaz co do ty , żeby ty strzec , i na ręka nosić ty być , byś przypadek nie urazić swój noga o kamień ” . lecz Jezus on odeprzeć : "" "" powiedzieć : „ nie być wystawiać na próba Pan , Bóg swój ” . gdy diabeł dopełnić cały kusić , odstąpić od on do czas . "" ",2019-03-10
""" pan powiedzieć do Mojżesz : "" "" przemowa do cały społeczność izraelita i powiedzieć on : być święty , bo ja być święty , pan , Bóg wasz ! nie być kraść , nie być kłamać , nie być oszukiwać jeden drugi . nie być przysięgać fałszywie na mój imię . być by to zbezcześcić imię Bóg twój . ja być pan ! nie być uciskać bliźni , nie być on wyzyskiwać . Zapłata najemnik nie być pozostawać w twój dom przez noc aż do poranek . nie być złorzeczyć głuchy . nie być kłaść przeszkoda przed niewidomy , ale być się bać Bóg twój . ja być pan ! nie być wydawać niesprawiedliwy wyrok . nie być stronniczy na korzyść ubogi , ani nie być mieć wzgląd dla bogaty . sprawiedliwie być sądzić bliźni . nie być szerzyć oszczerstwo między krewny , nie być czyhać na życie bliźni . ja być pan ! nie być żywić w serce nienawiść do brat . być upominać bliźni , aby nie ponieść wina z on powód . nie być szukać pomsta , nie być żywić uraz do syn twój lud , ale być miłować bliźni jak siebie sam . ja być pan ! "" "" słowo twój , pan , być duch i życie prawo pański być doskonały i pokrzepiać dusza , świadectwo pan być pewny , nierozważny uczyć mądrość . on słuszny nakaz radować serce , jaśnieć przykazanie pan i olśniewać oczy.Boja źń pan być szczery i trwać na wiek , sąd pan prawdziwy , wszystek razem słuszny . niech znaleźć uznanie przed ty słowo usta mój i myśl mój serce , pan , mój opoka i mój zbawiciel . Jezus powiedzieć do swój uczeń : "" "" gdy syn człowieczy przyjść w swój chwała , a z on wszystek anioł , wtedy zasiąść na swój tron pełny chwała . i zgromadzić się przed on wszystek naród , a on oddzielić jeden człowiek od drugi , jak pasterz oddzielać owca od kozioł . Owca postawić po prawy , a kozioł po swój lewy strona . wtedy odezwać się król do ten po prawy strona : „ pójść , błogosławić u ojciec mój , wziąć w posiadać królestwo , przygotować dla wy od założyć świat ! bo być być głodny , a dać być ja jeść ; być być spragniony , a dać być ja pić ; być być przybysz , a przyjąć być ja ; być być nagi , a przyodziać być ja ; być być chory , a odwiedzić być ja ; być być w więzienie , a przyjść być do ja ” . wówczas zapytać sprawiedliwy : „ pan , kiedy widzieć być ty głodny i nakarmić być ty ? albo spragniony i dać być ty pić ? kiedy widzieć być ty przybysz i przyjąć być ty , lub nagi i przyodziać być ty ? kiedy widzieć być ty chory lub w więzienie i przyjść być do ty ? ” a Król on odpowiedzieć : „ zaprawdę , powiadać wy : wszystko , co uczynić być jeden z ten brat mój mały , ja uczynić być ” . wtedy odezwać się i do ten po lewy strona : „ iść precz od ja , przeklęty , w ogień wieczny , przygotować diabeł i on anioł ! bo być być głodny , a nie dać być ja jeść ; być być spragniony , a nie dać być ja pić ; być być przybysz , a nie przyjąć być ja ; być być nagi , a nie przyodziać być ja ; być być chory i w więzienie , a nie odwiedzić być ja ” . wówczas zapytać i ten : „ pan , kiedy widzieć być ty głodny albo spragniony , albo przybysz , albo nagi , kiedy chory albo w więzienie , a nie usłużyliśmy ty ? ” wtedy odpowiedzieć on : „ zaprawdę , powiadać wy : wszystko , co nie uczynić być jeden z ten mały , to i ja nie uczynić być ” . i pójść ty na wieczny kara , sprawiedliwy zaś do życie wieczny "" "" . "" ",2019-03-11
""" tak mówić pan Bóg : "" "" podobnie jak ulewa i śnieg spadać z niebo i tam nie powracać , dopóki nie nawodnić ziemia , nie użyźnić on i nie zapewnić urodzaj , tak iż wydawać nasienie dla siewca i chleb dla jeść , tak słowo , który wychodzić z usta mój , nie wracać do ja bezowocny , zanim wpierw nie dokonać to , co chcieć być , i nie spełnić pomyślnie swój posłannictwo "" "" . Bóg sprawiedliwy wyzwalać z niedola wysławiać razem z ja pan , wspólnie wywyższać on imię . szukać być pomoc u pan , a on ja wysłuchać i wyzwolić od wszelki trwogi.Sp ójrzcie na on , a rozpromienić się radość , oblicze wasz nie zapłonąć wstyd . oto zawołać biedak i pan on usłyszeć , i uwolnić od wszelki ucisku.Oczy pan zwrócić na sprawiedliwy , ucho on otwarty na on wołanie . pan zwracać swój oblicze przeciw zło czynić , by pamięć o on wymazać z ziemi.Pan słyszeć wołać o pomoc i ratować on od wszelki udręka . pan być blisko człowiek skruszyć w serce , ocalać upadły na duch . Jezus powiedzieć do swój uczeń : "" "" modlić się , nie być gadatliwy jak poganin . on myśleć , że przez wzgląd na swój wielomówstwo być wysłuchać . nie być podobny do on ! albowiem wiedzieć ojciec wasz , co wy potrzeba , zanim jeszcze on poprosić . wy zatem tak się modlić : ojciec nasz , który być w niebo , niech się święcić twój imię ! niech przyjść twój królestwo ; niech twój wola się spełniać na ziemia , tak jak w niebo . nasz chleb powszedni dać my dzisiaj ; i przebaczyć my nasz wina , tak jak i my przebaczać ten , który przeciw my zawinić ; i nie dopuścić , abyśmy ulec pokusa , ale my zachować od zły . jeśli bowiem przebaczyć człowiek on przewinienie , i wy przebaczyć ojciec wasz niebieski . lecz jeśli nie przebaczyć człowiek , ojciec wasz nie przebaczyć wy także wasz przewinienie "" "" . "" ",2019-03-12
""" pan przemówić do Jonasz po raz drugi ten słowo : "" "" wstać , iść do Niniwa , wielki miasto , i głosić on upomnieć , który ja ty zlecać "" "" . Jonasz wstać i pójść do Niniwa , jak powiedzieć pan . Niniwa być miasto bardzo rozległy – na trzy dzień droga . począć więc Jonasz iść przez miasto jeden dzień droga i wołać , i głosić : "" "" jeszcze czterdzieści dzień , a Niniwa zostać zburzyć "" "" . i uwierzyć mieszkaniec Niniwa Bóg , ogłosić post i przyoblec się w wór od stary do młody . dojść ten sprawa do król Niniwa . powstać więc z tron , zdjąć z siebie płaszcz , przyoblec się w wór i usiąść na popiół . z rozkaz król i on dostojnik zarządzić i ogłosić w Niniwie , co następować : "" "" człowiek i zwierzę , bydło i trzoda niech nic nie jeść , niech się nie paść i woda nie pić . człowiek i zwierzę niech przyoblec się w wór . niech żarliwie wołać do Bóg ! niechaj każdy odwrócić się od swój zły postępowanie i od nieprawość , który popełniać swój ręka . kto wiedzieć , może się zwrócić i ulitować Bóg , odstąpić od zapalczywość swój gniew , i nie zginąć ? "" "" zobaczyć Bóg on czyn , że odwrócić się od zły postępowanie . i ulitować się Bóg nad niedola , który postanowić na on sprowadzić , i nie zesłać on . serce skruszony nie pogardzić , pan zmiłować się nad ja , Bóg , w łaskawość swój , w ogrom swój litość zgładzić mój nieprawość . obmyć ja zupełnie z mój wina i oczyścić ja z grzech mojego.Stw orać , Bóg , w ja serce czysty i odnowić w ja moc duch . nie odrzucać ja od swój oblicze i nie odbierać ja święty duch swego.Ofiar ą bowiem ty się nie radować , a całopalenie , choćbym dać , nie przyjąć . Bóg , mój ofiara być duch skruszony , pokorny i skruszony serce ty , Bóg , nie gardzić . gdy tłum się gromadzić , Jezus zacząć mówić : "" "" ten plemię być plemię przewrotny . żądać znak , ale żaden znak nie być on dany , prócz znak Jonasz . jak bowiem Jonasz stać się znak dla mieszkaniec Niniwa , tak być syn człowieczy dla ten plemię . królowa z południe powstać na sąd przeciw człowiek ten plemię i potępić on ; ponieważ on z kraniec ziemia przybyć słuchać mądrość Salomon , a oto tu być coś dużo niż Salomon . człowiek z Niniwa powstać na sąd przeciw ten plemię i potępić on ; ponieważ on dzięki nawoływać Jonasz się nawrócić , a oto tu być coś dużo niż Jonasz "" "" . "" ",2019-03-13
""" królowa Estera zwrócić się do pan , przejąć niebezpieczeństwo śmierć . i błagać pan , Bóg Izrael , mówić : "" "" pan mój , król nasz , ty być jedyny , wspomóc ja samotny , mieć poza ty wspomożyciel , bo niebezpieczeństwo być niejako w mój ręka . słyszeć być od młodość mój w pokolenie mój ojczyste , że ty , pan , wybrać być Izrael spośród wszystek naród i ojciec nasz z wszystek on przodek na wieczysty dziedzictwo i uczynić być on wszystko , co zapowiedzieć być . wspomnieć , pan , dać się rozpoznać w chwila nasz udręczenie i dodać ja odwaga , król bóg i władca nad wszystek władca . włożyć stosowny mowa w mój usta przed oblicze lew i zwrócić on serce ku nienawiść do wróg nasz , aby zginąć on sam i ten , który być z on jeden myśl . wybawić my ręka twój i wspomóc ja opuścić i mieć nikt poza ty , pan , który wiedzieć wszystko "" "" . pan ja wysłuchać , kiedy on wzywać być być ty sławić , pan , z cały serce , bo usłyszeć być słowo usta mój . być śpiewać ty psalm wobec anioł , pokłon ty oddać w twój święty przybytek . i być sławić twój imię za łaska i wierność twój , bo ponad wszystko wywyższyć być twój imię i obietnica . wysłuchać być ja , kiedy ty wzywać być , pomnożyłeś moc mój duszy.Wybawia ja twój prawica . pan za ja wszystko dokonać . pan , twój łaska trwać na wiek , nie porzucać dzieło ręka swój . Jezus powiedzieć do swój uczeń : "" "" prosić , a być wy dana ; szukać , a znaleźć ; kołatać , a otworzyć wy . albowiem każdy , kto prosić , otrzymywać ; kto szukać , znajdować ; a kołatać otworzyć . gdy któryś z wy syn prosić o chleb , czy być taki , który podać on kamień ? albo gdy prosić o ryba , czy podać on wąż ? jeśli więc wy , choć zły być , umieść dawać dobry dar swój dziecko , to o ileż bardzo ojciec wasz , który być w niebo , dać to , co dobry , ten , który on prosić . wszystko więc , co chcieć by być , żeby wy człowiek czynić , i wy on czynić . albowiem to być istota prawo i Prorok "" "" . "" ",2019-03-14
""" o Pan , Bóg mój , wielki i straszliwy , który dochowywać wiernie przymierze to , co ty kochać i przestrzegać twój przykazanie . zgrzeszyć być , zbłądzić być , popełnić być nieprawość i zbuntować być się , odstąpić być od twój przykazanie . nie być być posłuszny twój sługa , prorok , który przemawiać w twój imię do nasz król , do nasz przywódca , do nasz przodek i do cały ludność kraj . u ty , pan , sprawiedliwość , a u my wstyd na twarz , jak to być dziś u my – mieszkaniec Juda i Jerozolima , i cały Izrael , u bliski i daleki , w wszystek kraj , dokąd on wypędzić być z powód niewierność , jaki ty okazać . pan ! wstyd na nasz twarz , nasz król , nasz przywódca i nasz ojciec , bo zgrzeszyć być przeciw ty . ale pan , Bóg nasz , być miłosierny i okazywać łaskawość , mimo że zbuntować być się przeciw on i nie słuchać być głos pan , Bóg nasz , by postępować według wskazanie , który my dać przez swój sługa , prorok . nie czynić my , pan , według nasz grzech czy wiecznie być się gniewać ? nie pamiętać my wina przodek nasz , niech szybko my spotkać twój zmiłowanie , gdyż bardzo być słaby . wspomóc my , Bóg , nasz zbawca , dla chwała twój imię ; wyzwolić my i odpuścić my grzech przez wzgląd na swój imię . niech jęk pojmany dojść do ty i moc twój ramię ocalić na śmierć skazany . my zaś , lud twój i owca twój trzoda , być wielbić ty na wiek i przez pokolenie głosić twój chwała . Jezus powiedzieć do swój uczeń : "" "" być miłosierny , jak ojciec wasz być miłosierny . nie sądzić , a nie być sądzić ; nie potępiać , a nie być potępić ; odpuszczać , a być wy odpuścić . dawać , a być wy dana ; miara dobry , ubić , utrząść i wypełnić ponad brzeg wsypać w zanadrze wasz . odmierzyć wy bowiem taki miara , jaki wy mierzyć "" "" . "" ",2019-03-18
""" pan skierować do Natan następujący słowo : „ iść i powiedzieć mój sługa Dawid : to mówić pan : "" "" kiedy wypełnić się twój dzień i spocząć obok swój przodek , wtedy wzbudzić po ty potomek twój , który wyjść z twój wnętrzność , i utwierdzić on królestwo . on zbudować dom imienie mój , a ja utwierdzić tron on królestwo na wiek . ja być on ojciec , a on być ja syn . przed ja dom twój i twój królestwo być trwać na wiek . twój tron być utwierdzić na wiek ” . on potomstwo być trwać wiecznie być na wiek śpiewać o łaska pan , mój usta twój wierność być głosić przez wszystek pokolenie . albowiem powiedzieć być : "" "" na wiek ugruntować być łaski "" "" , utrwalić być swój wierność w niebiosa . "" "" zawrzeć być przymierze z mój wybraniec , przysięgnąć być mój sługa , Dawid : utrwalić twój potomstwo na wiek i tron twój umocnić na wszystek pokolenie "" "" . "" "" on być wołać do ja : „ Tyś być ojciec mój , mój Bóg , Opoka mój zbawienie ” . na wiek zachować dla on łaska i trwały z on być mój przymierze "" "" . Jakub być ojciec Józef , mąż Maryja , z który narodzić się Jezus , zwać Chrystus . z narodzenie Jezus Chrystus być tak . po zaślubiny matka on , Maryja , z Józef , wpierw on zamieszkać razem , znaleźć się brzemienny za sprawa duch święty . mąż on , Józef , który być człowiek prawy i nie chcieć narazić on na zniesławienie , zamierzać oddalić on potajemnie . gdy powziąć ten myśl , oto anioł Pański ukazać on się w sen i rzec : „ Józef , syn Dawid , nie bać się wziąć do siebie Maryja , twój małżonka ; albowiem z duch święty być to , co się w on począć . porodzić syn , który nadać imię Jezus , on bowiem zbawić swój lud od on grzech ” . zbudzić się z sen , Józef uczynić tak , jak on polecić anioł Pański . "" ",2019-03-19
""" junior 17 , 5 - 10 tak mówić pan : "" "" przeklęty mąż , który pokładać nadzieja w człowiek i który w ciało upatrywać swój siła , a od pan odwracać swój serce . być on podobny do dziki krzew na step , nie dostrzegać , gdy przychodzić szczęście ; wybierać miejsce spalić na pustynia , ziemia słony i bezludny . błogosławiony mąż , który pokładać ufność w pan , i pan być on nadzieja . być on podobny do drzewo zasadzić nad woda , co swój korzenie puszczać ku strumień ; nie obawiać się , gdy nadejść upał , bo zachować zielony liść ; także w rok posucha nie doznawać niepokój i nie przestawać wydawać owoc . serce być zdradliwy niż wszystko inny i niepoprawny – któż on zgłębić ? ja , pan , badać serce i doświadczać nerka , by być móc każdy oddać stosownie do on postępowanie , według owoc on uczynek "" "" szczęśliwy człowiek , który ufać pan szczęśliwy człowiek , który nie iść za rada występny , nie wchodzić na droga grzesznik i nie zasiadać w grono szyderca , lecz w prawo pański upodobać siebie i rozmyślać nad on dzień i noc . on być jak drzewo zasadzić nad płynąć woda , który wydawać owoc w swój czas . liść on nie więdnąć , a wszystko , co czynić , być udane.Co inny grzesznik : być jak plewa , który wiatr rozmiatać . albowiem droga sprawiedliwy być pan znany , a drogi występny zaginąć . Jezus powiedzieć do faryzeusz : "" "" żyć pewien człowiek bogaty , który ubierać się w purpura i bisior i dzień w dzień ucztować wystawnie . u brama on pałac leżeć żebrak pokryć wrzód , imię Łazarz . pragnąć on nasycić się odpadek z stół bogacz . a także pies przychodzić i lizać on wrzód . umrzeć żebrak i anioł zanieść on na łono Abraham . umrzeć także bogacz i zostać pogrzebać . gdy cierpieć męka w otchłań , podnieść oko , ujrzeć z daleki Abraham i Łazarz na on łono . i zawołać : „ ojciec Abraham , ulitować się nad ja i przysłać Łazarz , aby koniec swój palec umoczyć w woda i ochłodzić mój język , bo strasznie cierpieć w ten płomień ” . lecz Abraham odrzec : „ wspomnieć , syn , że za życie otrzymać być swój dobro , a Łazarz w podobny sposób – niedola ; teraz on tu doznawać pociecha , a ty męka cierpieć . a ponadto między my a wy zionąć ogromny przepaść , tak że nikt , choćby chcieć , stąd do wy przejść nie może ani stamtąd nie przedostawać się do my ” . tamten rzec : „ prosić ty więc , ojciec , posłać on do dom mój ojciec . mieć bowiem pięć brat : niech on ostrzec , żeby i on nie przyjść na ten miejsce męka ” . lecz Abraham odeprzeć : „ mieć Mojżesz i Prorok , niechże on słuchać ! ” „ nie , ojciec Abraham – odrzec tamten – lecz gdyby ktoś z umarły pójść do on , to się nawrócić ” . odpowiedzieć on : „ jeśli Mojżesz i Prorok nie słuchać , to choćby ktoś z umarły powstać , nie uwierzyć ” . "" ",2019-03-21
""" Księga_Rodzaju 37 , 3 - 4 . 12 - 13 a . 17 b - 28 Izrael miłować Józef bardzo niż wszystek inny swój syn , jako urodzić w podeszły on rok . sprawić on też długi szata z rękaw . brat Józef , widzieć , że ojciec kochać on bardzo niż on wszyscy , tak on znienawidzić , że nie móc zdobyć się na to , aby przyjaźnie z on rozmawiać . kiedy brat Józef pójść paść trzoda do Sych , Izrael rzec do on : "" "" czyż twój brat nie paść trzoda w Sych ? chcieć ty posłać do on "" "" . Józef udać się więc za swój brat i znaleźć on w Dotain . on ujrzeć on z daleki i zanim się do on przybliżyć , postanowić podstępnie on zgładzić , mówić między siebie : "" "" oto tam nadchodzić ten , który miewać sen ! teraz zabić on i wrzucić do którykolwiek studnia , a potem powiedzieć : dziki zwierz on pożreć . zobaczyć , co być z on sen ! "" "" gdy to usłyszeć Ruben , postanowić ocalić on z on ręka ; rzec więc : "" "" nie zabijać on ! "" "" i mówić Ruben do on : "" "" nie doprowadzać do rozlew krew . wrzucić on do studnia , który być tu na pustkowie , ale nie podnosić na on ręka "" "" – po to , by wybawić on z on ręka , a potem zwrócić on ojciec . gdy Józef przybyć do swój brat , on zedrzeć z on odzienie – długi szata z rękaw , który mieć na siebie . i pochwycić on , wrzucić do studnia : studnia ten być pusty , bez wody.Kiedy potem zasiąść do posiłek , podnieść oko , ujrzeć z dala iść z Gileadu kupiec izmaelskich , który wielbłąd nieść wonny korzenie , żywica i olejek pachnieć ; ciągnąć on , wieźć to do Egipt . wtedy Juda rzec do swój brat : "" "" cóż my przyjść z to , gdy zabić nasz brat i nie ujawnić nasz zbrodnia ? chodzić , sprzedać on Izmaelitom ! nie podnosić ręka na on , wszak być on nasz brat ! "" "" i usłuchać on brat . i gdy kupiec madianicki mijać on , brat , wyciągnąć śpiesznie Józef z studnia , sprzedać on Izmaelitom za dwadzieścia sztuka srebro , a ten zabrać on z siebie do Egipt . wspomnieć cud , który pan Bóg zdziałać . pan przywołać głód na ziemia i odebrać cały zapas chleb . wysłać przed on mąż : Józef , który sprzedać w niewola . Kajdan ścisnąć on noga , on kark zakuć w żelazo , aż się spełnić on przepowiednia i poświadczyć on słowo pański . Król posłać , aby on uwolnić , wyzwolić on władca lud . ustanowić on pan nad swój dom , władca cały posiadłość swój . Jezus powiedzieć do arcykapłan i starszy lud : "" "" posłuchać inny przypowieść : być pewien gospodarz , który założyć winnica . otoczyć on mur , wykopać w on tłocznia , zbudować wieża , w koniec oddać on w dzierżawa rolnik i wyjechać . gdy nadejść czas zbiór , posłać swój sługa do rolnik , by odebrać plon on należny . ale rolnik chwycić on sługa i jeden obić , drugi zabić , trzeci zaś ukamienować . wtedy posłać inny sługa , więcej niż za pierwszy raz , lecz i z on tak sam postąpić . w koniec posłać do on swój syn , tak siebie myśleć : uszanować mój syn . lecz rolnik , zobaczyć syn , mówić do siebie : „ to być dziedzic ; chodzić , zabić on , a posiąść on dziedzictwo ” . chwycić on , wyrzucić z winnica i zabić . kiedy więc przybyć właściciel winnica , co uczynić z ów rolnik ? "" "" rzec on : "" "" nędznik marnie wytracić , a winnica oddać w dzierżawa inny rolnik , taki , który on być oddawać plon w właściwy pora "" "" . Jezus on rzec : "" "" czy nigdy nie czytać być w pismo : „ ten właśnie kamień , który odrzucić budujący , stać się głowica węgieł . pan to sprawić , i być cud w nasz oko ” . dlatego powiadać wy : królestwo boży być wy zabrać , a dać naród , który wydać on owoc "" "" . arcykapłan i faryzeusz , słuchać on przypowieść , poznać , że o on mówić . toteż starać się on pochwycić , lecz bać się tłum , ponieważ mieć on za prorok . "" ",2019-03-22
