txt_pl_lem,date
""" Jezus móc całkowicie zbawiać  wiek  ,    przystępować  Bóg ,  wciąż żyć ,   wstawiać   .   potrzeba   arcykapłan : święty , niewinny , nieskalany , oddzielić  grzesznik , wywyższyć  niebiosa ,  ,    zobowiązać ,   arcykapłan ,  składać codzienny ofiara najpierw  swój grzech ,  potem  grzech lud .   uczynić raz   , ofiarować  siebie . prawo  ustanawiać arcykapłan człowiek obciążyć słabość , słowo  przysięga , złożyć  nadać prawo , ustanawiać arcykapłan syn doskonały  wiek . sedno  wywód stanowić prawda :  mieć arcykapłan ,  zasiąść  prawica tron majestat  niebiosa ,  sługa świątynia  prawdziwy przybytek zbudować   ,    człowiek .   arcykapłan ustanawiać   składać dar  ofiara , przeto  ,    mieć  ,   ofiarować .     ziemia ,      kapłan ,     ,  składać ofiara  postanowienie prawo . usługiwać  obraz  cień rzeczywistość niebieski .   Mojżesz mieć zbudować przybytek , zostać    pouczyć  Bóg : "" "" Bacz , abyś uczynić   wzór ,   zostać ukazać  góra "" "" .   Chrystus otrzymać  udział  tyle wzniosły służba ,    stać  pośrednik dobry przymierze ,  oprzeć zostać  dobry obietnica . przychodzić , Bóg , pełnić  wola  chcieć  ofiara krwawy   płód ziemia ,  otworzyć   ucho ;  żądać  całopalenie  ofiara  grzech .  powiedzieć  : "" ""  przychodzić .  zwój księga    napisać : radość    pełnić  wola ,  Bóg ,   prawo mieszkać   serce "" "" . głosić   sprawiedliwość  wielki zgromadzenie   powściągać  warga  ,    wiedzieć , Panie.Niech  radować  weselić    ,   szukać ,   ,  pragnąć  pomoc ,   mówić : "" ""   wielki "" "" . Jezus oddalić   swój uczeń  strona jezioro .  przyjść   wielki mnóstwo człowiek  Galilea .   Judea ,  Jerozolima ,  Idumei  Zajordania   okolica tyr  Sydonu iść   mnóstwo wielki  wieść   ,   działać .  polecić swój uczeń ,  łódka    stale  pogotowie  wzgląd  tłum ,     napierać .   uzdrowić  wskutek   ,  mieć  choroba , cisnąć    ,   dotknąć .  duch nieczysty ,   widok , padać    wołać : "" ""   syn boży "" "" .   surowo  zabraniać ,    ujawniać . "" ",2019-01-24
""" kapłan Ezdrasz przynieść prawo  zgromadzenie ,   uczestniczyć   mężczyzna ,   kobieta    ,   zdolny słuchać .  czytać   księga , zwrócić  plac znajdować   brama wodny ,  rano   południe  mężczyzna , kobieta   ,  móc rozumieć ;  ucho  lud  zwrócić  księga prawo . pisarz Ezdrasz stanąć  drewniany podwyższenie ,  zrobić   cel . Ezdrasz otworzyć księga  oko  lud – znajdować   wysoko   lud ;    otworzyć ,  lud powstać .  Ezdrasz błogosławić  , wielki Bóg ,   lud , podnieść ręka , odpowiedzieć : "" "" amen ! amen ! "" "" potem oddać pokłon  paść    kolano , twarz  ziemia . czytać    księga , księga prawo Boży , dobitnie ,  dodać objaśnienie ,   lud rozumieć czytać .  Nehemiasz ,   namiestnik ,  kapłan - pisarz Ezdrasz ,   lewita ,  pouczać lud , rzec   lud : "" ""  dzień  poświęcić  , Bóg  .   smutny   płakać ! "" ""  lud  płakać ,  usłyszeć  słowo prawo .  rzec  Nehemiasz : "" "" iść , spożywać potrawa świąteczny  pić słodki napój , posłać  porcja temu ,   gotowy  mieć :  poświęcony   dzień Bóg  .    przygnębiony ,  radość     ostoja "" "" . słowo  ,  ,  duch  życie prawo pański  doskonały  pokrzepiać dusza , świadectwo   pewny , nierozważny uczyć mądrość .  słuszny nakaz radować serce , jaśnieć przykazanie   olśniewać oczy.Boja źń   szczery  trwać  wiek , sąd  prawdziwy , wszystek razem słuszny .  znaleźć uznanie   słowo usta   myśl  serce ,  ,  opoka   zbawiciel .   starać  ułożyć opowiadanie  zdarzenie ,   dokonać pośród  ,     przekazać  ,   początek  naoczny świadek  sługa słowo . postanowić     zbadać dokładnie   pierwszy chwila  opisać   kolej , dostojny Teofil , abyś  móc przekonać  całkowity pewność nauka ,   udzielić .   czas : powrócić Jezus moc duch  Galilea ,  wieść   rozejść    okolica .   nauczać   synagoga , wysławiać   . przyjść   Nazaret ,   wychować .  dzień szabat udać  swój zwyczaj  synagoga  powstać ,  czytać . podać  księga prorok Izajasz . rozwinąć księga , znaleźć miejsce ,   napisać : "" "" duch pański spoczywać   ,   namaścić  posłać  , abym ubogi nieść dobry nowina , więzień głosić wolność ,  niewidomy przejrzeć ; abym uciśniony odsyłać wolny , abym obwoływać rok łaski  "" "" . zwinąć księga , oddać sługa  usiąść ;  oko   synagoga    utkwić . począć  mówić   : "" ""  spełnić   słowo pismo ,  słyszeć  "" "" . "" ",2019-01-27
""" Chrystus  pośrednik nowy przymierze , ażeby  śmierć , ponieść  odkupić przestępstwo popełnić  pierwszy przymierze ,  ,   wezwać  wieczny dziedzictwo , dostąpić spełnić obietnica . Chrystus  wejść   świątynia zbudować ręka ludzki ,  odbicie prawdziwy świątynia ,    niebo ,   wstawiać     oblicze Bóg ,     ,   wielekroć  mieć ofiarować ,  arcykapłan ,   rok wchodzić  świątynia  krew cudzy ,    przypadek musieć  cierpieć  raz  stworzyć świat .  tymczasem raz  ukazać    koniec wiek ,  zgładzić grzech  ofiara   siebie .   postanowić człowiek raz umrzeć , potem  sąd ,  Chrystus raz   ofiarować  zgładzić grzech  , drugi raz ukazać    związek  grzech ,   zbawienie  ,   oczekiwać . śpiewać  ,  uczynić cud śpiewać  pieśń nowy ,  uczynić cud . zwycięstwo  zgotować  prawica  święty ramię Jego.Pan okazać swój zbawienie ,  oko pogan objawić swój sprawiedliwość . wspomnieć  dobroć   wierność swój  dom Izraela.Ujrza ły wszystek kraniec ziemia zbawić Bóg  . wołać  radość  cześć Pan ,  ziemia , cieszyć  , weselić  grać . śpiewać   wtór cytra ,  wtór cytra   dźwięk harfa .  trąba   głos róg ,  oko  , Król ,  radować . uczony  pismo ,  przyjść  Jerozolima , mówić  Jezus : "" "" mieć Belzebub  moc władca zły duch wyrzucać zły duch "" "" .  Jezus przywołać   siebie  mówić   przypowieść : "" ""  móc szatan wyrzucać szatan ?   królestwo  wewnętrznie skłócić ,  królestwo  móc  ostać .   dom wewnętrznie  skłócić ,   dom   móc  ostać .   szatan powstać przeciw siebie    siebie skłócić ,   móc  ostać ,  koniec   . nikt  móc wejść  dom mocarz  sprzęt  zagrabić ,  mocarz wpierw  związać ,  dopiero  dom  ograbić . zaprawdę , powiadać  : wszystek grzech  bluźnierstwo ,    człowiek dopuścić ,   odpuścić .    zbluźnić przeciw Duch święty ,   otrzymać odpuścić ,  winny  grzech wieczny "" "" . mówić  : "" "" mieć duch nieczysty "" "" . "" ",2019-01-28
""" prawo , posiadać  cień przyszły dobra ,    obraz rzecz ,    ofiara , corocznie ciągle składać ,  móc  udoskonalić  ,  przystępować  Bóg . czyż   przestać   składać ,  składać  , raz   oczyścić ,  mieć   świadomość grzech ?     rok następować przypomnieć grzech . niemożliwy   ,  krew cielec  kozioł usuwać grzech . przeto Chrystus , przychodzić  świat , mówić : "" "" ofiara  dar  chcieć  ,   utworzyć  ciało ; całopalenie  ofiara  grzech  podobać   .  rzec  :  iść –  zwój księga napisać   –  spełnić wola  , Bóg "" "" . wysoko powiedzieć : "" "" ofiara , dar , całopalenie  ofiara  grzech  chcieć    podobać   "" "" ,  składany  zgodnie  prawo . następnie powiedzieć : "" ""  iść ,  spełnić wola  "" "" . usuwać  ofiara ,  ustanowić  .  moc  wola uświęcić   ofiara ciało Jezus Chrystus raz   . przychodzić , Bóg , pełnić  wola  nadzieja czekać    ,   pochylić    . włożyć   usta pieśń nowy , śpiew   Boga.Nie chcieć  ofiara krwawy   płód ziemia ,  otworzyć   ucho ;  żądać  całopalenie  ofiara  grzech .  powiedzieć  : "" ""  przychodzić "" "" . głosić   sprawiedliwość  wielki zgromadzenie   powściągać  warga  ,    wiedzieć , Panie.Sprawiedliwo ści   kryć   głębia serce , głosić   wierność  pomoc .  taić   łaska   wierność  wielki zgromadzenie . nadejść matka Jezus  brat  stać  dwór , posłać   ,   przywołać .  tłum człowiek siedzieć wokół  ,   powiedzieć : "" ""   matka  brat  dwór szukać  "" "" . odpowiedzieć  : "" "" któż   matka     brat ? "" ""  spoglądać  siedzieć dokoła  , rzec : "" ""   matka   brat .   pełnić wola boży ,    brat , siostra  matka "" "" . "" ",2019-01-29
"""  kapłan Stary testament stawać codziennie  wykonywać swój służba   raz składać   ofiara ,   miara  móc zgładzić grzech .  przeciwnie , złożyć raz    ofiara  grzech , zasiąść  prawica Bóg , oczekiwać  , "" ""  nieprzyjaciel  stać  podnóżek   stopa "" "" .   ofiara udoskonalić  wiek  ,   uświęcać . dawać   świadectwo Duch święty , skoro powiedzieć : "" ""   przymierze ,  zawrzeć     dzień , mówić  : nadać prawo    serce ,   myśl   wypisać .    grzech   nieprawość    wspomnieć "" "" .     odpuścić ,     zachodzić potrzeba ofiara  grzech .  kapłan ,   melchizedek rzec     : "" "" siąść   prawica ,  uczynić  wróg podnóżek stopa  "" "" .  rozciągnąć moc  berło  Syjon : "" "" panować wśród swój nieprzyjaciel !   panować  dzień  triumf ,  blask świętość ,  łono jutrzenka zrodzić    rosa "" "" .  przysięgnąć    odwołać : "" ""   kapłan  wiek  wzór melchizedek "" "" . Jezus  zacząć nauczać  jezioro   wielki tłum człowiek zebrać    .  wejść  łódź  usiąść   ,  jezioro ,   tłum stać  brzeg jezioro . nauczać    przypowieść  mówić   swój nauka : "" "" słuchać :  siewca wyjść siać .   siać ,  ziarno paść  droga ;  przylecieć ptak ,  wydziobać  .  paść  grunt skalisty ,   mieć  ziemia ,  wnet wzejść ,    głęboko  gleba .  powschodzie słońce przypalić   uschnąć ,   mieć korzeń .  paść  cierń ,  cierń wybujały  zagłuszyć  ,    wydać owoc .  wreszcie paść  ziemia żyzny  wydawać plon , wschodzić  rosnąć ;  przynosić plon trzydziestokrotny , sześćdziesięciokrotny  stokrotny "" "" .  dodać : "" ""  mieć ucho  słuchać , niechaj słuchać ! "" ""     , pytać   ,     , razem  dwanaście ,  przypowieść .   odrzec : "" ""  dana  tajemnica królestwo boży ,    ,     ,  dziać   przypowieść ,  „ patrzyć uważnie ,   widzieć , słuchać uważnie ,   rozumieć ,    nawrócić     odpuścić wina ” .  mówić imienia : "" ""  rozumieć  przypowieść ? jakże  zrozumieć  przypowieść ? siewca siać słowo .     ,    droga :   siać  słowo ,  skoro  usłyszeć , zaraz przychodzić szatan  porywać słowo   zasiać . podobnie zasiew  grunt skalisty   ,   usłyszeć słowo ,  przyjmować   radość ,   mieć  siebie korzeń   niestały . potem  nastać ucisk  prześladować  powód słowo , zaraz  załamywać .   ,   zasiać  cierń :   ,  wprawdzie słuchać słowo ,  troska  świat , ułuda bogactwo   żądza wciskać   zagłuszać słowo ,   pozostawać bezowocny . wreszcie zasiać  ziemia żyzny   ,  słuchać słowo , przyjmować   wydawać owoc : trzydziestokrotny , sześćdziesięciokrotny  stokrotny "" "" . "" ",2019-01-30
"""  panowanie Jozjasza  skierować   następujący słowo : "" "" zanim ukształtować    łono matka , znać   ,  przyjść   świat , poświęcić   , prorok  naród ustanowić   .   przepasać biodro , wstać  mówić  ,   rozkazać .  lękać   ,    czas  napełnić lęk   .    czynić   twierdzić warowny , kolumna żelazny  mur  spiż przeciw  ziemia , przeciw król judzki   przywódca ,  kapłan  lud  ziemia .  walczyć przeciw  ,   zdołać  zwyciężyć ,      – mówić  –   ochraniać "" "" .  wysławiać pomoc  ,    ,  , ucieczka  ,  wstyd  zaznać  wiek . wyzwolić   ratować   sprawiedliwość , nakłonić   swój ucho  zesłać ocalenie . bądź   skała schronienie  zamek warowny ,   ocalić ,     opoka  twierdzić . Bóg  , wyrwać   ręka niegodziwca.Bo  ,  Bóg ,   nadzieja ,  ,  ufać  młodość .     podpora  dzień narodziny ,  łono matka  opiekunem.Moje usta  głosić  sprawiedliwość    dzień  pomoc . Bóg ,   uczyć    młodość    chwila głosić  cud .  Jezus przyjść  Nazaret , przemówić  lud  synagoga : "" ""  spełnić   słowo pismo ,  słyszeć  "" "" .   przyświadczać   dziwić  pełny łaska słowo ,  płynąć  usta  .  mówić : "" ""     syn Józef ? "" ""  rzec   : "" ""  pewność powiedzieć   przysłowie : lekarz , uleczyć  siebie ; dokonajże   ,  swój ojczyzna ,  ,  wydarzyć  ,  słyszeć  ,  Kafarnaum "" "" .  dodać : "" "" zaprawdę , powiadać  :  prorok   mile widzieć  swój ojczyzna . naprawdę , mówić  :  wdowa   Izrael  czas Eliasz ,  niebo pozostawać zamknąć  trzy rok  sześć miesiąc ,   wielki głód panować   kraj ;  Eliasz      zostać posłać ,    wdowa  Sarepcie sydoński .   trędowaty   Izrael  prorok Elizeusz ,      zostać oczyścić ,  Syryjczyk Naaman "" "" .   słowo   synagoga unieść  gniew . porwać   miejsce , wyrzucić   miasto  wyprowadzić   urwisko góra ,   zbudować   miasto ,   strącić .   , przejść pośród  , oddalić  . "" ",2019-02-03
""" mieć dokoła siebie  mnóstwo świadek , zrzucić wszelki ciężar ,    grzech ,   łatwo zwodzić , biec wytrwale  wyznaczyć  zawód . patrzeć  Jezus ,    wiara przewodzić   wydoskonalać .   zamiast radość ,   obiecywać , przecierpieć krzyż ,  baczyć   hańba ,  zasiąść  prawica  tron Bóg . zważyć    ,   strona grzesznik  wielki wycierpieć wrogość wobec siebie , abyście  ustawać , załamać  duch .   opieraliście    krew , walczyć przeciw grzech . chwalić   ,   szukać wypełnić  ślub wobec czciciel Bóg . ubogi  jeść  zostać nasycić ,  chwalić   ,   szukać : "" "" serce   żyć  wiek "" "" . przypomnieć siebie  wrócić  Pan wszystek kraniec ziemia , oddać  pokłon wszystek szczep pogański .   pokłonić  spać  ziemia ,   zgiąć  wszystek ,  stać  prochem.Moja dusza  żyć   , potomstwo    służyć , przyszły pokolenie   opowiedzieć .  sprawiedliwość  ogłosić lud ,   narodzić : "" ""   uczynić "" "" .  Jezus przeprawić   powrót Łódź  drugi brzeg jezioro Genezaret , zebrać  wielki tłum wokół  ,      jezioro .  przyjść   przełożony synagoga , imię Jair .   ujrzeć , upaść   noga  prosić usilnie : "" ""  córeczka dogorywać , przyjść  położyć   ręka ,  ocalać  żyć "" "" . pójść    ,  wielki tłum iść    zewsząd   napierać .  pewien kobieta  dwanaście rok cierpieć  upływ krew .  wycierpieć  różny lekarz   swój mienie wydać ,     pomóc ,  mieć   źle . posłyszeć  Jezus ,  wejść  tył  tłum  dotknąć   płaszcz . mówić  : "" "" Żebym  dotknąć  płaszcz ,   zdrowy "" "" . zaraz  ustać  krwotok  poczuć  swój ciało ,   uleczyć  dolegliwość .  Jezus  uświadomić siebie ,  moc wyjść   . obrócić   tłum  zapytać : "" ""  dotknąć  płaszcz ? "" "" odpowiedzieć  uczeń : "" "" widzieć ,  tłum zewsząd  ściskać ,  pytać :   dotknąć "" "" .   rozglądać  ,  ujrzeć  ,   uczynić .  kobieta podejść zalękniony  drżący ,  wiedzieć ,     stać , paść    wyznać   prawda .   rzec   : "" "" córka ,  wiara  ocalić , iść  pokój   wolny  swój dolegliwość "" "" .    mówić , przyjść człowiek  przełożony synagoga  donieść : "" ""  córka umrzeć ,   trudzić nauczyciel ? "" ""  Jezus , słyszeć ,  mówić , rzec  przełożyć synagoga : "" ""  bać  , wierzyć  ! "" ""   pozwolić nikt iść  siebie  wyjątek Piotr , Jakub  Jan , brat jakubowy .  przyjść  dom przełożony synagoga . widzieć zamieszanie , płakać  głośno zawodzić , wejść  rzec   : "" ""  podnosić wrzawa  płakać ? dziecko  umrzeć ,  spać "" "" .  wyśmiewać  .   odsunąć  , wziąć  siebie  ojciec  matka dziecko   ,     ,  wejść  ,  dziecko leżeć . ująć dziewczynka  ręka , rzec   : "" "" Talitha kum "" "" ,  znaczyć : "" "" dziewczynka , mówić  , wstać ! "" "" dziewczynka  wstać  chodzić , mieć  dwanaście rok .  osłupieć wprost  zdumienie . przykazać    nacisk ,  nikt     dowiedzieć ,  polecić ,   dać jeść . "" ",2019-02-05
"""   opieraliście    krew , walczyć przeciw grzech ,  zapomnieć   napomnienie ,   Bóg  zwracać     syn : "" "" syn  ,  lekceważyć karcenie  ,  upadać  duch ,    doświadczać .   miłować  ,  karcić , chłostać   ,   syn przyjmować "" "" . trwać  karność ! Bóg obchodzić      dziecko .    syn ,   ojciec  karcić ? wszelki karcenie  raz  wydawać  radosny ,  smutny , potem  przynosić  ,   doświadczyć , błogi plon sprawiedliwość .  wyprostować opadły ręka  osłabły kolano ! prosty ślad czynić noga ,   chromy ,  zbłądzić ,   raczej uzdrowić . starać   pokój  wszystek   uświęcić ,   nikt  zobaczyć  . baczyć ,  nikt  pozbawić  łaska boży ,   korzeń gorzki ,  wyrastać  góra ,  spowodować zamieszanie ,     skalać   . Bóg  łaskawy  swój czciciel błogosławić , dusza  ,  ,   ,     , święty imię  . błogosławić , dusza  ,    zapominać  wszystek  dobrodziejstwach.Jak ojciec litować   dziecko ,    litować   ,  cześć  oddawać . wiedzieć  ,  czegośmy powstać , pamiętać ,   prochem.Lecz łaska   wieczny   wyznawca ,   sprawiedliwość   potomstwo ,   ,  strzec  przymierze . Jezus przyjść  swój rodzinny miasto .  towarzyszyć   uczeń .   nadejść szabat , zacząć nauczać  synagoga ;   , przysłuchiwać  , pytać  zdziwienie : "" ""     ?     mądrość ,    dana ? I  cudo dziać    ręka !     cieśla , syn Maryja ,  brat Jakub , Józef , Juda  Szymon ? czyż  żyć      siostra ? "" ""  powątpiewać   .  Jezus mówić  : "" ""   swój ojczyzna , wśród swój krewny   swój dom móc  prorok  lekceważyć "" "" .   móc  zdziałać  cud , jedynie   chory położyć ręka  uzdrowić  . dziwić    niedowiarstwo . potem obchodzić okoliczny wieś  nauczać . "" ",2019-02-06
"""  przyjść   namacalny  płonąć ogień ,  mgła ,  ciemność  burza    grzmiący trąba    dźwięk słowo ,   ,   usłyszeć , prosić ,     mówić . A  straszny   zjawisko ,  Mojżesz powiedzieć : "" "" zatrwożony   drżeć "" "" .   przyjść   góra Syjon ,  miasto Bóg żywy – Jeruzalem niebieski ,  niezliczony liczba anioł ,  uroczysty zgromadzenie ,   kościół pierworodny ,   zapisać  niebiosa ,  Bóg ,  sądzić wszystek ,  duch człowiek sprawiedliwy ,   dojść  cel ,  pośrednik Nowy testament – Jezus ,  pokropić krew ,  przemawiać mocno  krew Abel .  swój świątynia łaska okazać  Wielki    godny wielki chwała  miasto Bóg  . święty  góra , wspaniały wzniesienie , radość   ziemia . góra Syjon , kres północ ,  miasto wielki Król . Bóg  zamek swój okazać  obrona .  słyszeć  ,  zobaczyć   miasto Pan Zastępa ,  miasto  Bóg . Bóg  umacniać  wieki.Rozwa żamy , Bóg , łaskawość   wnętrze  świątynia .  imię  , Bóg ,   chwała  sięgać  kraniec ziemia . prawica  pełny  sprawiedliwość . Jezus przywołać  siebie dwanaście  zacząć rozsyłać    . dać   władza  duch nieczysty  przykazać  ,    siebie  brać  droga prócz laska :  chleb ,  torba ,  pieniądz  trzos . "" ""  iść obuć  sandał   wdziewać  suknia "" "" .  mówić   : "" ""    dom wejść , zostać  ,  stamtąd wyjść .    miejsce   przyjąć     słuchać , wychodzić stamtąd , strząsnąć proch  noga   świadectwo   "" "" .   wyjść  wzywać  nawracać  . wyrzucać   zły duch ,   chory namaszczać olej  uzdrawiać . "" ",2019-02-07
"""  rok śmierć król Ozjasz ujrzeć   zasiadający  wysoki  wyniosły tron ,  tren  szata wypełniać świątynia . Serafina stać   ;    mieć  sześć skrzydło .  wołać   drugi : "" "" święty , święty , święty   Zastępa .  ziemia pełny   chwała "" "" .  głos  ,  wołać , zadrgać futryna drzwi ,  świątynia napełnić  dym .  powiedzieć  : "" "" biada  !  zgubić ! wszak  mąż  nieczysty warga  mieszkać pośród lud  nieczysty warga ,  oko  oglądać Król ,  Zastępa ! "" "" wówczas przylecieć     serafin , trzymać  ręka węgiel ,  szczypce wziąć  ołtarz . dotknąć  usta   rzec : "" ""  dotknąć   warga ,  wina  zmazać , zgładzić  grzech "" "" .  usłyszeć  głos  mówić : "" ""  mieć posłać ?    pójść ? "" "" odpowiedzieć  : "" ""   , posłać  ! "" "" wobec anioł psalm zaśpiewać    sławić ,  ,   serce ,  usłyszeć  słowo usta  .  śpiewać  psalm wobec anioł , pokłon  oddać   święty przybytek .   sławić  imię  łaska  wierność  ,    wywyższyć   imię  obietnica . wysłuchać   ,   wzywać  , pomnożyłeś moc  duszy.Wszyscy król ziemia  dziękować  ,  ,  usłyszeć słowo usta  .   opiewać droga Pan : "" "" zaprawdę , chwała   wielki ! "" "" wybawiać   prawica .     dokonać . panie ,  łaska trwać  wiek ,  porzucać dzieło ręka swój . pewien raz –  tłum cisnąć   Jezus ,  słuchać słowo boży ,   stać  jezioro Genezaret – zobaczyć  łódź stać  brzeg ; rybak  wyjść    płukać sieć . wejść   łódź ,  należeć  Szymon , poprosić  ,  nieco odbić  brzeg . potem usiąść   łódź nauczać tłum .  przestać mówić , rzec  Szymon : "" "" wypłynąć  głębia  zarzucić sieć  połów ! "" ""  Szymon odpowiedzieć : "" "" mistrz ,  noc pracować     ułowić  .    słowo zarzucić sieć "" "" . skoro  uczynić , zagarnąć  wielki mnóstwo ryba ,  sieć  zaczynać  rwać . skinąć   współtowarzysz  drugi łódź ,   przyjść  pomoc .  podpłynąć ;  napełnić oba łódź ,     zanurzać . widzieć  , Szymon Piotr przypaść Jezus  kolano  rzec : "" "" wyjść   ,  ,   człowiek grzeszny "" "" .    ,  wszystek  towarzysz  zdumienie wprawić połów ryba ,  dokonać ;   Jakub  Jan , syn Zebedeusz ,   wspólnik Szymon .  Jezus rzec  Szymon : "" ""  bać  , odtąd człowiek  łowić "" "" .  wciągnąć łódź  ląd , zostawić   pójść   . "" ",2019-02-10
""" Bóg rzec : "" "" Niechaj  zaroić woda  istota żywy ,  ptactwo niechaj rok  ziemia ,  sklepienie niebo ! "" ""  stworzyć Bóg wielki potwora morski  wszelki rodzaj pływać istota żywy ,  zaroić  woda ,  wszelki ptactwo skrzydlaty różny rodzaj . Bóg , widzieć ,   dobry , pobłogosławić   słowo : "" ""  płodny  mnożyć  , abyście zapełniać woda  morze ,  ptactwo niechaj  rozmnażać  ziemia "" "" .   upłynąć wieczór  poranek – dzień piąty . potem Bóg rzec : "" "" Niechaj ziemia wydać istota żywy różny rodzaj : bydło , zwierzę pełzać  dziki zwierzę   rodzaj ! "" ""  stać   : Bóg uczynić różny rodzaj dziki zwierzę , bydło  wszelki zwierzę pełzać  ziemia .  widzieć Bóg ,   dobry .  wreszcie rzec Bóg : "" "" uczynić człowiek   obraz , podobny  .  panować  ryba morski ,  ptactwo podniebny ,  bydło ,  ziemia   wszystek zwierzę pełzać  ziemia ! "" "" stworzyć  Bóg człowiek  swój obraz ,  obraz boży  stworzyć : stworzyć mężczyzna  niewiasta .   Bóg  błogosławić , mówić   : "" ""  płodny  rozmnażać  , abyście zaludnić ziemia  uczynić  siebie poddać ; abyście panować  ptactwo podniebny ,  ryba morski   wszystek zwierzę pełzać  ziemia "" "" .  rzec Bóg : "" ""   dawać wszelki roślina przynosić ziarno   ziemia  wszelki drzewo ,  owoc mieć  siebie nasienie :     pokarm .   wszelki zwierzę polny   wszelki ptactwo podniebny ,    ,   poruszać  ziemia  mieć  siebie pierwiastek życie ,  pokarm wszelki trawa zielony "" "" .    stać .  Bóg widzieć ,   ,  uczynić ,   dobry .   upłynąć wieczór  poranek – dzień szósty .    zostać ukończyć niebo  ziemia  wszystek zastęp  stworzenie .   Bóg ukończyć  dzień szósty swój dzieło ,   pracować , odpocząć dzień siódmy   swój trud ,  podjąć .  Bóg pobłogosławić  siódmy dzień  uczynić  święty ;    dzień odpocząć   swój praca ,  wykonać , stwarzać .   dzieje początek  stworzyć niebo  ziemia .   przedziwny imię  ,  !  patrzeć   niebo , dzieło palec  ,  księżyc  gwiazda ,   utwierdzić  :   człowiek ,    pamiętać ,  syn człowieczy ,  troszczyć    ? uczynić   niewiele mały  anioł , uwieńczyć   cześć  chwała . obdarzyć   władza  dzieło ręka  ,  złożyć    stopa : Owca  bydło wszelaki ,  dziki zwierzę , ptak niebieski  ryba morski ,  ,  szlaka morze przemierzać .  Jezus zebrać  faryzeusz   uczony  pismo ,  przybyć  Jerozolima .  zauważyć ,  niektóry   uczeń brać posiłek nieczysty ,  znaczyć  obmyć ręka . faryzeusz  ,   ogół Żyd , trzymać  tradycja starszy ,  jeść ,  siebie ręka  obmyć , rozluźniać pięść .   wrócić  rynek ,  jeść , dopóki   obmyć .     zwyczaj ,  przejąć   przestrzegać ,  obmywać kubek , dzbanek , naczynie miedziany . zapytać   faryzeusz  uczony  pismo : "" ""   uczeń  postępować  tradycja stary ,  jeść nieczysty ręka ? "" "" odpowiedzieć  : "" "" słusznie prorok Izajasz powiedzieć   , obłudnik ,   napisać : „  lud czcić  warga ,  serce swój     .  czcić   próżno , uczyć zasada podać  człowiek ” . uchylić  przykazanie boży ,  trzymać  ludzki tradycja , dokonywać obmywać dzbanek  kubek .    podobny rzecz czynić "" "" .  mówić   : "" "" sprawnie uchylać Boży przykazanie ,  swój tradycja zachować . Mojżesz  powiedzieć : „ czcić ojciec swój  matka swój ” ,  : „  złorzeczyć ojciec  matka ,  śmierć ponieść ” .   mówić : „   powiedzieć ojciec  matka : Korban ,  znaczyć dar złożyć  ofiara   ,  mieć    wsparcie   ” –    pozwalać   uczynić  ojciec   matka .  znosić słowo boży  wzgląd   tradycja ,  siebie przekazać  .     podobny rzecz czynić "" "" . "" ",2019-02-12
"""   Bóg uczynić ziemia  niebo ,     krzew polny  ziemia   trawa polny   wzejść –   Bóg  zsyłać deszcz  ziemia ,    człowiek ,   uprawiać ziemia ,  nurt woda wypływać  ziemia ,     nawadniać  powierzchnia gleba .    Bóg ulepić człowiek  proch Ziemia  tchnąć   nozdrze tchnienie życie , wskutek  stać  człowiek istota żywy .  zasadzić ogród  eden  wschód ,  Bóg umieścić  człowiek ,  ulepić .  rozkaz  Bóg wyrosnąć  gleba wszelki drzewo miły  wygląd  smaczny owoc rodzić  drzewo życie  środek  ogród  drzewo poznać dobro  zło .  Bóg wziąć zatem człowiek  umieścić   ogród Eden ,  uprawiać   doglądać .   przykazać  Bóg człowiek : "" ""  wszelki drzewo  ogród móc spożywać  wola ,   drzewo poznać dobro  zło  wolno  jeść ,     spożyć , niechybnie umrzeć "" "" . Chwal  błogosławić , dusza  ,  błogosławić , dusza  ,  , Bóg  ,  ,    wielki ! odziać  majestat  piękno , światło okryty  płaszcz .  czekać   , byś dać  pokarm  właściwy czas .   dawać , zbierać ,  otwierać swój ręka , sycić   dobrem.Kiedy odbierać  oddech , marnieć   proch  obracać . stwarzać  , napełniać swój Duch ,  odnawiać oblicze ziemia . Jezus przywołać  tłum  siebie  rzec   : "" "" słuchać  ,  ,  zrozumieć !   wchodzić  zewnątrz  człowiek ,  móc  uczynić  nieczysty ;   ,  wychodzić  człowiek ,  czynić człowiek nieczysty .  mieć ucho  słuchać , niechaj słuchać ! "" ""   oddalić  tłum  wejść  dom , uczeń pytać    przypowieść . odpowiedzieć  : "" ""    niepojętny  ?  rozumieć ,     ,   zewnątrz wchodzić  człowiek ,  móc uczynić  nieczysty ;   wchodzić   serce ,   żołądek ,  zostawać wydalić  zewnątrz "" "" .  uznać wszystek potrawa  czysty .  mówić  : "" ""  wychodzić  człowiek ,  czynić  nieczysty .  wnętrze  ,  serce ludzki pochodzić zły myśl , nierząd , kradzież , zabójstwo , cudzołóstwo , chciwość , przewrotność , podstęp , wyuzdanie , zazdrość , obelga , pycha , głupota .   zło  wnętrze pochodzić  czynić człowiek nieczysty "" "" . "" ",2019-02-13
