txt_pl_lem,title
""" wejść do on brama z dziękczynienie , u on tron oddać cześć . wejść do on brama z uwielbienie , radosny pan śpiewać pieśń . rozradować się w on , twój stworzyciel , rozradować się w on , światłość twój , rozradować się w on , twój zbawiciel , rozradować się w on i wywyższać on chcieć . alleluja , alleluja , alleluja , alleluja ! "" ",Kto spragniony jest
""" wielbić dusza mój pan i radować się duch mój w Bóg , zbawiciel mój . bo wejrzeć na uniżyć swój służebnica , oto bowiem odtąd błogosławić ja być wszystek pokolenie . gdyż wielki rzecz uczynić ja wszechmocny , a on imię być święty . on miłosierdzie z pokolenie na pokolenie nad ten , który się on bać . okazać moc swój ramię , rozproszyć pysznić się zamysł serce swój . strącić władca z tron , a wywyższyć pokorny . głodny nasycić dobro , a bogaty z nic odprawić . ująć się za swój sługa , Izrael , pomny na swój miłosierdzie . jak obiecać nasz ojciec , Abraham i on potomstwo na wiek . Chwała ojciec i syn i Duch święty jak być na początek , teraz i zawsze i na wiek wiek amen . "" ",Laudato si
""" wielbić pan chcieć , radosny śpiewać pieśń wielbić pan chcieć , on źródło życie być "" ",Maryjo śliczna Pani
""" wiele być serce który czekać na ewangelia , wiele być serce , który czekać wciąż . napełnić serce twój tym kosztowny nasienie . a zobaczyć , że Bóg poprowadzić ty do człowiek . wiele być serce który czekać na ewangelia , wiele być serce , który czekać wciąż . sam zobaczyć , że Bóg poprowadzić ty do człowiek , który być móc zaprowadzić do Chrystus . "" ",Matko która nas znasz
""" wierzyć w ty pan coś ja obmyć z wino , wierzyć , że człowiek stać się boży syn . miłość ty kazać krzyż na plecy brać , w tabernakulum zostać być , aby z my trwać . być przewodnik my do wieczność brama , tam przygarniać my do siebie . Tyś być mój życie , boś ty żywy Bóg , Tyś być mój droga , piękny z droga . Tyś być mój prawda , co oświecać ja , boś odwieczny syn ojciec , który wszystko wiedzieć . nic ja nie zatrwożyć już wśród ciężki burza , bo ty pan być z ja . Tyś być mój siła , w ty mój moc , Tyś być mój pokój w burzliwy noc , Tyś być mój ratunek , gdy zagrażać toń , mój słaby ludzki ręka ująć w swój dłoń . z ty przejść poprzez świat w ciąg życie rok i nic zły ja nie spotkać . ty Bóg ojciec wiara swój dać . w ty syn bożyć ufność swój mieć . Duch święty Bóg w serce mój zstąpić i miłość Boży ziarno rzucić w mój serce w głąb . w dusza mój rozpalić żar , siedmioraki dar , dać ja stać się Boży rola . "" ","Memu Bogu, Królowi"
""" chcieć wywyższać imię twój , chcieć zaśpiewać ty chwała . pan , dziś radować się , bo przyjść być , by ja zbawić . z niebo zstąpić być i chcieć prowadzić ja . na krzyż zemrzeć być , by mój zapłacić dług . z grób wstać być i dziś niebo Król być ty , chcieć wywyższać imię twój . "" ",Miłość Twa
""" wszelki chwała , wszelki cześć , wszelki moc twój być . święty ojciec , uwielbiać ty , Drogi Jezus , mój zbawca , Duch święty , czekać , przyjść , zesłać ogień . "" ","Mój Jezu, mój Zbawco"
""" wszystek człowiek klaskać w dłoń , cały ziemia śpiewać , śpiewać . wielki radość na Syjona , król zstępować z niebo , z niebo . nadejść dzień , nadejść dzień , zobaczyć to każdy z my . nadejść dzień , nadejść dzień , uwielbić on cały świat . "" ",Mój Pan mocą moją jest
""" wszystek naród , klaskać w dłoń , wykrzykiwać Bóg radosny głos , bo pan najwyższy być Król nad cały ziemia śpiewać , wszystek naród . śpiewać radosny głos . śpiewać Król . "" ",Mój zbawiciel
""" wszystko móc w to , który ja umacniać Jezus , on ja umacniać "" ",Mów do mnie Panie
""" wykrzykiwać Bóg , wykrzykiwać Król , klaskać w dłoń i hymn śpiewać . pan najwyższy , straszliwy – być król cały ziemia ! on poddawać my naród – być król cały ziemia ! lud rzucać my pod stopa – być król cały ziemia ! Bóg Abraham ! wykrzykiwać Bóg , wykrzykiwać Król , klaskać w dłoń i hymn śpiewać . wybrać dla my dziedzictwo – być król cały ziemia ! bo my bardzo miłować – być król cały ziemia ! śpiewać on , śpiewać – być król cały ziemia ! Bóg Abraham , Izaak i Jakub . wykrzykiwać Bóg , wykrzykiwać Król , klaskać w dłoń i hymn śpiewać . on zasiadać na tron – być król cały ziemia ! możny świat hołd on złożyć – być król cały ziemia ! bo do on należeć – być król cały ziemia ! Bóg Abraham , Izaak i Jakub . "" ",Nasz Bóg jest potężny w mocy swej
""" wykrzykiwać na cześć pan wszystek ziemia , wśród okrzyk i radość wysławiać on . wiedzieć , że pan być Bóg , on sam stworzyć my . być on lud , być on własność . wykrzykiwać na cześć pan wszystek ziemia , wśród okrzyk i radość wysławiać on . w on brama wstępować z dziękczynienie , wśród hymn w on przedsionek , błogosławić imię on , chwalić pan dziś . wykrzykiwać na cześć pan wszystek ziemia , wśród okrzyk i radość wysławiać on . albowiem dobry być pan , łaskawość on na wiek . albowiem dobry być pan , on wierność przez pokolenie . "" ",Nasz Bóg jest wielki
""" wzywać ty Duch przyjść czekać wciąż byś dotknąć ja wołać ty pan przyjść Jezu zbawca do dziecko twój jak spragniony ziemia rosa dusza mieć tylko ty móc wypełnić serce głód , serce głód głębia morze , potęga wóda Bóg mój nie móc bez twój miłość żyć nie chcieć bez ty żyć jak spragniony ziemia rosa dusza mieć tylko ty móc wypełnić serce głód , serce głód "" ",Nic nie musisz mówić nic
""" zaprowadzić ja tam skąd powrót nie mieć . gdzie ustawać wiara , spełniać się nadzieja . gdzie światłość pachnąć każdy skrawek niebo , bo on na swój obraz miłość wylewać . "" ",Nie bój się (Zostań tu)
""" jak się nie bać , powiedzieć jak , kiedy w strach żyć świat . zaufać pan już dziś . jak uwierzyć , powiedzieć ja , kiedy już nie wierzyć w nic . zaufać pan już dziś . zaufać pan już dziś ! zaufać pan już dziś ! jak mieć kochać , powiedzieć jak , kiedy ranić ja mój brat . zaufać pan już dziś . jak być dobry , powiedzieć ja , kiedy świat być taki zły . zaufać pan już dziś . zaufać pan już dziś ! zaufać pan już dziś ! jak mieć walczyć , powiedzieć jak , kiedy silny woli brak . zaufać pan już dziś . jak pokonać własny grzech , kiedy pokus tyle być . zaufać pan już dziś . zaufać pan już dziś ! zaufać pan już dziś ! jak się cieszyć , powiedzieć ja , kiedy płynąć gorzki łza . zaufać pan już dziś . jak do ład z siebie dojść , kiedy siebie mieć już dość . zaufać pan już dziś . zaufać pan już dziś ! zaufać pan już dziś ! jak nie zbłądzić , powiedzieć ja , kiedy nie wiedzieć dokąd iść . zaufać pan już dziś . jak nadzieja w serce mieć , kiedy wszystko walić się . zaufać pan już dziś . zaufać pan już dziś ! zaufać pan już dziś ! "" ","Nie bój się, wypłyń na głębię"
""" być twój dziecko , potrzebować ty , miłość który trwać . dobroć nieskończony , łaska i nadzieja na wybawienie . zbawca , on poruszać góra , mój Bóg mieć zbawienie moc , on mieć zbawienie moc . na zawsze sprawca odkupienie , zmartwychwstać pokonać śmierć Jezus zwyciężyć śmierć . więc wziąć ja , jaki być , z mój grzech i mój lęk wypełnić życie mój . oddawać mój serce , wszystko to , w co wierzyć oddawać ty . zbawca , on poruszać góra , mój Bóg mieć zbawienie moc , on mieć zbawienie moc . na zawsze sprawca odkupienie , zmartwychwstać pokonać śmierć Jezus zwyciężyć śmierć . zesłać światło , niechaj ujrzeć świat ten chwała , co roztaczać zmartwychwstały pan , Jezus . zbawca , on poruszać góra , mój Bóg mieć zbawienie moc , on mieć zbawienie moc . na zawsze sprawca odkupienie , zmartwychwstać pokonać śmierć Jezus zwyciężyć śmierć . "" ",Nie ma za trudnych spraw (Zanim powiem słowo)
""" chleb cichy otulić ja swój milczenie , ukryć ja w swój biel , wchłonąć mój ciemność . przemienić ja w siebie , by być jak ty stać się chleb . pobłogosławić ja , połamać , rozdać łaknąć brat . chleb cichy otulić ja swój milczenie , ukryć ja w swój biel , wchłonąć mój ciemność . a ułomek chleb , który zostać rozdać ten , który nie wierzyć w swój głód . "" ",Nie zabraknie mi nigdy chleba
""" ziemia , który ja dawać nie być fikcja ani bajka . wolność , który mieć w ty być prawdziwy . wszystek góra na droga musieć ustąpić , bo wiara góra przenosić , a ja wierzyć ty . być tańczyć przed twój tron i oddać ty chwała i nic już nie zamknąć ja ustęp . żaden mur i żaden ściana , duży nawet tama już nie , nie zatrzymać ja już duży , duży być w ja ten , który ja umacniać . i żaden Goliat nie móc z on równać się . być tańczyć przed twój tron i oddać ty chwała i nic już nie zamknąć ja ustęp . żaden mur i żaden ściana , duży nawet tama już nie , nie zatrzymać ja już "" ",Niech oblicze Twe
""" zmartwychwstać pan i żyć dziś blask jaśnieć noc . nie umrzeć , nie lecz być żyć pan okazać swój moc . krzyż to być brama pan , jeśli chcieć przez on wejść . zbliżyć się do ołtarz , Bóg oddać cześć . dzięki składać on , bo wielki być on łaska . z grób powstać dziś pan , a noc być pełny blask . chcieć dziękować on i chcieć on dziś błogosławić . Jezus , mój pan i Bóg , on przyjść aby my zbawić . zmartwychwstać pan i żyć dziś blask jaśnieć noc . nie umrzeć , nie lecz być żyć pan okazać swój moc . krzyż to być brama pan , jeśli chcieć przez on wejść . zbliżyć się do ołtarz , Bóg oddać cześć . dobrze się uciec do pan niż zaufać książę . pan , mój moc i pieśń , podtrzymać gdy ja popchnąć już nie być się bać , cóż móc zrobić ja śmierć ? nie , nie lękać się i śpiewać chwała pieśń zmartwychwstać pan i żyć dziś blask jaśnieć noc . nie umrzeć , nie lecz być żyć pan okazać swój moc . krzyż to być brama pan , jeśli chcieć przez on wejść . zbliżyć się do ołtarz , Bóg oddać cześć . odrzucić pan stać się kamień węgielny . pan wysłuchać ja , on być zbawienie mój . cudem stawać się noc gdy w dzień być przemienić . tańczyć dla on dziś prawica Pańska wznieść . zmartwychwstać pan i żyć dziś blask jaśnieć noc . nie umrzeć , nie lecz być żyć pan okazać swój moc . krzyż to być brama pan , jeśli chcieć przez on wejść . zbliżyć się do ołtarz , Bóg oddać cześć . "" ",Niech Twój święty duch (i niech spłynie)
""" łaskawość twój pan sięgać niebo , a twój wierność sam obłok . "" ",Niechaj Cię Panie
""" Łaska być zbawić , z łaska móc tu stać . Łaska usprawiedliwić i przez Baranek krew . wzywać my pan do siebie , przez twój w niebo tron . my łaska obdarzyć tonąć składać hołd ty składać hołd . "" ",Niechaj miłość Twa
""" święty imię Jezus , święty imię Jezus być na usta mój i w serce mój , w moc duch uwielbiać ty . nie mieć w inny zbawienie , gdyż nie dać my człowiek inny imię , w on zbawienie być "" ",Niechaj zstąpi Duch Twój
""" święty , święty , święty , święty , święty pan święty , święty , święty , święty Bóg i Król otwierać serce swój podnosić ręka swój Król wejść i rozgościć się . "" ",Niepojęta łaska
""" Chrystus pan karmić my swój święty Ciało , chwalić on na wiek Duch cały wielbić pan , Bóg , zbawca jedyny , bo w on sam odnajdować wszystek radość życie mój . Chrystus pan karmić my swój święty Ciało , chwalić on na wiek wielbić bo chcieć wejrzeć z niebo na swój sługa uniżony , by ja odtąd wszystek człowiek móc zwać błogosławiony . Chrystus pan karmić my swój święty Ciało , chwalić on na wiek sprawić w ja wielki dzieło w swój dobroć niepojęty , on , wszechmocny , on , duży , on sam jeden zawsze święty . Chrystus pan karmić my swój święty Ciało , chwalić on na wiek on , który przez pokolenie pozostawać miłosierny , wobec to , kto on służyć i chcieć zostać on wierny . Chrystus pan karmić my swój święty Ciało , chwalić on na wiek on , który swój moc objawiać , gdy wyniosłość serce uniżać , każdy zamiar móc zburzyć , który pycha on ubliżać . Chrystus pan karmić my swój święty Ciało , chwalić on na wiek w moc on odjąć władza , a wydźwignąć pokorny , wszystek głodny zaspokoić , głód wstrząsnąć bogaty . Chrystus pan karmić my swój święty Ciało , chwalić on na wiek on się ująć za swój lud , dziecko wiara Abraham , pomny na swój miłosierdzie , obietnica swój nie złamać . "" ","Niepojęty, niezmierzony"
""" alleluja , alleluja , amen , amen , alleluja . pokłonić się przed on – on nasz pan być pokłonić się przed on – on nasz pan amen , amen , alleluja . alleluja , alleluja , amen , amen , alleluja . Jezus Chrystus zmartwychwstać – on nasz pan być Jezus Chrystus zmartwychwstać – on nasz pan amen , amen , alleluja . alleluja , alleluja , amen , amen , alleluja . radować się brat – on nasz pan być radować się wszyscy – on nasz pan . amen , amen , alleluja . alleluja , alleluja , amen , amen , alleluja . posyłać my duch – on nasz pan być posyłać my duch – on nasz pan . amen , amen , alleluja . "" ",O Panie Ty nam dajesz
""" Chrystus Pan , boży syn , zbawca nasz zgodzić się wziąć mój grzech , za ja umrzeć chcieć Ażebym znać mój ogrom wina i wiedzieć , że krew on zbawiać oczyszczać i leczyć . wywyższyć bądź Jezus , Baranek mój , Tyś jedyny odkupiciel , Tyś mój król . wywyższyć bądź boży Baranek , przed twój tron dziś wysoki składać hołd . "" ",O piękności niestworzona
""" któż być jak Bóg ? ponad wszystko on , wzniosły on tron . Góry chylić się , ocean grzmieć , pan dawać hołd . Chwal Adonai , odkąd Słońce budzić się aż zakończyć każdy dzień . Chwal Adonai , wszystek człowiek niech on czcić , z anioł wielbić on . "" ","O stworzycielu, Duchu przyjdź"
""" chwalić pan niebiosa , chwalić on na cytra , chwalić król świat , bo on Bóg być . Chwal dusza mój pan mój Król , chcieć chwalić pan , jak długo być żyć chcieć śpiewać mój Bóg , póki być istnieć , chcieć on wysławiać , śpiewać alleluja ! chwalić pan niebiosa , chwalić on na cytra , chwalić król świat , bo on Bóg być . szczęśliwy ten , który pan być pomoc , kto mieć nadzieja w pan Bóg swój , w Bóg , który stworzyć niebo i ziemia , wszystko , co żyć śpiewać alleluja ! chwalić pan niebiosa , chwalić on na cytra , chwalić król świat , bo on Bóg być . pan Bóg królować , weselić się ziemia , Bóg twój Syjona przez pokolenie . on dać ty życie , on dać ty wszystko . śpiewać on wysławiać on alleluja ! "" ",O wychwalajcie Go
""" chwalić łąka umaić , góra , dolina zielony . chwalić , cienisty gaik , źródło i kręty strumyk ! co igrać z morze fala , w powietrze bujać skrzydło , chwalić z my pani świat , on dłoń nasz wieniec splatać . on dzieło boski korona , nad Anioła wywyższyć ; choć być pani niebo , ziemia , nie gardzić dar nasz . wdzięczny strumyk mruczeć , ptaszę słodki kwilić , i co czuć , i co żyć , niech z my sławić Maryja ! "" ",Oczekuję Ciebie Panie
""" chwalić ty pan i uwielbiać . wznosić w góra swój ręka uwielbiać imię twój . bo wielkiś ty , wielki dzieło czynić dziś . nie dorównać ty nikt , nie dorównać ty nikt . "" ",Oczyść serce me
""" Chwała Bóg ojciec w chwała on syn , Chwała ty Duch , tworzyć jedno w on ! śpiewać alleluja pan , alleluja , alleluja ! "" ",Oddajmy cześć
""" ty cały dusza pragnąć i z tęsknota oczekiwać , jak spękać , zeschnąć ziemia , w czas posucha woda łaknąć . Bóg , być mój Bóg , ty z troska szukać . w twój świątynia ujrzeć pragnąć twój potęga , moc i chwała , bowiem twój miłość , pan , bardzo cenić niźli życie . Bóg , być mój Bóg , ty z troska szukać . póki tylko istnieć być , pragnąć ty chwalić , Bóg , dusza mój pełny szczęście , być śpiewać ty z radość . Bóg , być mój Bóg , ty z troska szukać . być mój wspomożyciel , cień twój skrzydło dawać radość , cały serce lgnąć do ty , twój prawica ja prowadzić . Bóg , być mój Bóg , ty z troska szukać . "" ",Odnów mnie
""" do ty pan wołać dusza mój , tęsknić ciało mój . gdy nie mieć ty , mój serce ogarniać lęk . przyjść dotknąć ja , rozradować ja . Jezus , pragnąć blisko ty być , Jezus , w twój ramię się skryć . słodycz twój poznawać co dzień , przy serce twój trwać . "" ",Ofiaruję Tobie
""" do ja wrócić , zbawić ty , cały ziemia ! bo jam być pan i twój Bóg jedyny . przyjść tu , zbawić wy , przyjść do pan . bo on wasz pan i wasz Bóg jedyny . "" ",Oto ja poślij mnie
""" dobry być pan dla ufny , dla dusza , który szukać on . wołać cały serce do pan , niech łza twój płynąć jak rzeka powstanie i wołać po noc , jak woda wylewać swój serce . dobry być pan dla ufny , dla dusza , który szukać on . nie być zamiar Bóg odtrącić na wiek , gdy udręczyć , znów się zlitować w niezmierny swój dobroć , wzywać on imię z otchłań grób , on rzec : „ nie bać się ” i powstać . dobry być pan dla ufny , dla dusza , który szukać on . wspomnieć pan o to , co my spotkać , spojrzeć i przypatrzyć się nasz hańba : sługa panować nad my ; ty ocalić my z on ręka . nawrócić my , a wrócić do ty . "" ",Oto jest dzień
""" archanioł boży Gabryjel , Posłan do panna Maryja . z majestat Trójca święty , tak sprawować poselstwo K ' on : Zdrowaś Panna , łaskiś pełny , pan być z ty , to rzecz pewny . panna się wielce zdumiały , z poselstwo , który słyszeć . Pokorniuchno się skłonić , jako panna świątobliwy ; zasmucić się z ten mowa , nic nie rzec anioł . ale poseł z wysokość , napełnion boski mądrość , rzec on : "" "" nie bać się , Maryja , Najszczęśliwszaś Panna miły ; - nalazłaś łaska u pan , oto począć on syn . "" "" Jezus nazwać imię on , być syn najwyższy - wielki z strona człowieczeństwo , a niezmierny z strona bóstwo . wieczny syn ojciec wieczny , Zbawiciel świat cały . "" "" Bóg ojciec wszechmocny , syn on miły i Duch święty , Bóg w trójca jedyny , dziękować w uniżność , za ten cud on miłość . "" ",Oto stoję u drzwi
""" dotknąć pan mój oko , abym przejrzeć . dotknąć pan mój warga , abym przemówić uwielbienie . dotknąć pan mój serce i oczyścić on . niech twój święty Duch dziś ogarniać ja . "" ",Otwórz me oczy o Panie
""" Duch miłość wylewać się na my z przebić serce Jezus , Jezus . "" ",Oświeć drogę mą
""" Duch święty ! przyjść i rozpalić my i utulić my , miłość my dać . "" ",Pa-a-an jest pasterzem moim
""" Duch święty , ogarnąć ja ! otworzyć oko mój serce , napełnić miłość ! Duch święty , ja kochać ty ! niech twój święty wola pełnić się ! "" ",Pan - jest moim pasterzem
""" Duch święty , powiać wiatr i z moc na my zstąpić bądź miłość w nasz serce światło ogarnąć my dać nowy oko , zesłać swój ogień i jedność z ty dać z cztery wiatr , przybyć Duch powiać moc , ożywić my bądź wolność w nasz serce życie wypełnić my dać nowy oko , zesłać swój ogień i jedność z ty dać "" ",Pan blisko jest
""" Duch święty przyjść niech wiara zagościć , nadzieja zagościć , niech miłość zagościć w my . "" ",Pan mnie strzeże
""" Duch święty , cudowny wiatr być wkoło my ! nie odchodzić ! "" ",Pan wywyższony
""" dusza mieć , pan chwalić , oddać Bóg cześć , święty śpiewać pieśń . z moc wywyższać on , dusza mieć , uwielbiać , Bóg , ty ! nowy dzień wraz z wschód słońce znów nadejść czas , by ty śpiewać pieśń . cokolwiek być już za ja i ten wszystko , co przed ja wiedzieć , być śpiewać , gdy nadejść zmrok . dusza mieć , pan chwalić , oddać Bóg cześć , święty śpiewać pieśń . z moc wywyższać on , dusza mieć , uwielbiać , Bóg , ty ! bogaty w miłość , gniew oddalać , pan , twój serce miły , wielki imię twój . z wzgląd na twój dobroć być śpiewać ty pieśń , wiele powód , by uwielbiać ty . dusza mieć , pan chwalić , oddać Bóg cześć , święty śpiewać pieśń . z moc wywyższać on , dusza mieć , uwielbiać , Bóg , ty ! przyjść dzień , gdy bez siła zostać , nadejść czas mój koniec tu . dusza mieć być już na zawsze ty uwielbiać , w wieczność z ty piękny zabrzmieć pieśń . "" ",Panie dobry jak chleb
""" dzielić się wiara jak chleb , dać świadectwo nadzieja . Bóg ofiarować my siebie i my mieć się on z człowiek dzielić . chleb to nie zabraknąć rozmnoża się podczas łamanie . potrzeba tylko ręka nasz i gotowość dawanie . dzielić się wiara jak chleb , dać świadectwo nadzieja . Bóg ofiarować my siebie i my mieć się on z człowiek dzielić . nikt nie zapalać lampa , żeby on schować pod korzec . skoro Bóg my światło natchnąć trzeba z ten światło iść w droga . dzielić się wiara jak chleb , dać świadectwo nadzieja . Bóg ofiarować my siebie i my mieć się on z człowiek dzielić . odrzucić zwątpienie i trwoga , choć świat się śmiać z prorok musieć świadczyć odważnie w służba człowiek i Bóg . "" ",Panie mój przychodzę dziś
""" dzięki , o Pan ! składać dzięki , o wszechmogący nasz król w niebo ! za to , że dać być my wiara . . . za to , że dać być my miłość . . . dzięki , o pan ! składać dzięki , o wszechmogący nasz król w niebo ! za to , że dać być my siebie . . . ty my przebaczać grzech . . . dzięki , o pan ! składać dzięki , o wszechmogący nasz król w niebo ! ty my przywracać życie . . . za to , że być z my . . . dzięki , o pan ! składać dzięki , o wszechmogący nasz król w niebo ! ty śpiewać z radość . . . za to , że zmartwychwstać być . . . dzięki , o pan ! składać dzięki , o wszechmogący nasz król w niebo ! za to , żeś duch my zesłać . . . "" ",Panie pozostań
""" blisko , blisko , blisko być pan mój blisko tak , że czuć tchnienie twój i przychodzić do ja już dotykać ja łaska przebaczenie karmić mój dusza "" ",Panu chwała i cześć
""" gdy kiedyś pan powrócić znów , abyśmy też tam być , gdy kiedyś pan powrócić znów . gdy święcić swój opuścić grób , abyśmy też tam być , gdy kiedyś pan powrócić znów . gdy Bóg tron otoczyć w krąg , abyśmy też tam być , gdy kiedyś pan powrócić znów . gdy księga swój otworzyć Bóg , abyśmy też tam być , gdy kiedyś pan powrócić znów . gdy po imię wezwać pan , abyśmy też tam być , gdy kiedyś pan powrócić znów . gdy uczta my zgotować Bóg , abyśmy też tam być , gdy kiedyś pan powrócić znów . gdy zabrzmieć pieśń : alleluja , abyśmy też tam być , gdy kiedyś pan powrócić znów . "" ",Pewnej nocy łzy
""" gdy klęczeć przed ty modlić się i składać hołd wziąć ten dzień , uczynić on swój I w ja miłość wzniecić Ave Maria Gratia plenum Dominus Tecum Benedicta tu wszystko ty dawać każdy sen i każdy myśl matka Bóg , matka mój wznieść on przed boży tron Ave Maria Gratia plenum Dominus Tecum Benedicta tu gdy klęczeć przed ty widzieć twój radosny twarz każdy myśl , każdy słowo niech spocząć w dłoń twój Ave Maria Gratia plenum Dominus Tecum Benedicta tu "" ",Podnieś mnie Jezu
""" gdy schodzić się niech święty Duch w my działać gdy schodzić się , by sławić imię twój wiedzieć dobrze , że gdy serce być otwarty błogosławić moc swój błogosławić boś obiecać to błogosławić moc swój "" ",Pokój Wam nie bójcie się
""" Gloria in excelsis Deo , Gloria Gloria ! chwalić ty , błogosławić ty wielbić ty , wysławiać ty dzięki ty składać , bo wielki być chwała twój . pan Bóg , król niebo Bóg ojciec wszechmogący pan syn jednorodzony Jezu Chrystus , Jezus Chrystus , Jezus Chrystus ! Gloria in excelsis Deo , Gloria Gloria ! pan Bóg , Baranek boży , syn ojciec który gładzić grzech świat zmiłować się nad my , który gładzić grzech świat przyjm błaganie nasz , który siedzieć po prawica ojciec zmiłować się nad my . albowiem tylko Tyś być święty Tylko Tyś być pan tylko Tyś wysoki Jezu Chryste z Duch święty w chwała Bóg ojciec amen amen amen amen amen ! "" ",Pomódl się Miriam
""" godny , o godny być Bóg , siedzieć na tron , Baranek wśród chwała , przyjąć wdzięczność siła i moc , błogosławieństwo i cześć . on pan być od wiek na wiek . amen . być niezmiernie wciąż trwać w jedność i w prawda , oddawać ty hołd , miłość , wdzięczność , siła i moc , błogosławieństwo i cześć . on pan być od wiek na wiek . amen . "" ",Powietrzem moim jest
""" Gwiazda zaranny , oblec w słońce - modlić się za my chwała ikona , dziewica posłuszny - modlić się za my Gwiazda przewodnia , służebnica pański - modlić się za my matka żyć , początek kościół - modlić się za my Bogarodzica , córa twój syn - modlić się za my znak nadzieja , mieszkanie mądrość - modlić się za my "" ",Prawda jedyna
iść w pokój a Bóg Izrael niech spełnić prośba który do on zanieść być . ,Przed obliczem Pana uniżmy się
""" ja wierzyć , że to Jezus , wierzyć , że on syn Bóg być . on zemrzeć i powstać , aby żyć i za cena śmierć życie dać . ref wierzyć , że być tu teraz , stać pośród my , mieć moc my teraz uzdrawiać , mieć przebaczenie dar . ja wierzyć ty pan , wierzyć , że Tyś syn Bóg być . zemrzeć być i powstać być , aby żyć , by za cena śmierć życie dać . RefWierzę , że tutaj być , stać pośród my , mieć moc my teraz uzdrawiać , mieć przebaczenie dar . "" ",Przed Tronem Twym
""" jak Dawid , kiedy przed Bóg być , być tańczyć z wszystek siła przed pan , Król mój . jak Miriam grać na bęben swój , być klaskać z wszystek siła przed pan , Król mój . pokłonić się przed Bóg , oddać on cześć , wielbić imię Jezus , śpiewać pan pieśń . "" ",Przychodzisz Panie
""" jak dobrze być dziękować ty pani i śpiewać psalm twój imię i opowiadać rano twój miłosierdzie , a w noc wierność twój przy dziesięciostrunnej harfa i lutnia i dźwięczny cytra . . . "" ",Przyjaciela mam
""" bo góra móc ustąpić i pagórek się zachwiać . ale miłość mój , miłość mój nigdy nie odstąpić od ty mówić pan . "" ",Przyjacielu
""" jak ożywczy deszcz Duch święty przyjść dotknąć nasz serce , rozpalić ogień żar . dziś przenikać my tchnienie moc swój , bądź my światło dzień i nadzieja serce . dziś przenikać my tchnienie moc swój , bądź my światło dzień i nadzieja serce . "" ",Przyjdź jak deszcz
""" to on , nasz pan i król odziać w majestat swój . ziemia radować się , ziemia radować się . okrywać światłość on , uciekać ciemność i zło , drżeć na on głos , drżeć na on głos . jak wielki być Bóg , jak wielki być Bóg , jak wielki być nasz Bóg . on czas w swój dłoń mieć , od wiek na wiek trwać , początek , koniec on , początek , koniec on . jedyny w trójca Bóg , ojciec , syn i duch , baranek być i Lew , Baranek być i lew . jak wielki być Bóg , jak wielki być Bóg , jak wielki być nasz Bóg . na wiek godny być przyjąć chwała , moc i cześć , ogłaszać chcieć jak wielki być Bóg . jak wielki być Bóg , jak wielki być Bóg , jak wielki być nasz Bóg . "" ","Przywołaj mnie, Panie"
""" jeden chleb , co zmieniać się w Chrystus ciało , z wiele ziarno pszeniczny się rodzić . jeden wino , co się krew Chrystus stać , z sok wiele winny grono pochodzić . jak ten chleb co złączyć złoty ziarno , tak niech miłość łączyć my ofiarny . jak ten kielich łączyć kropla wiele , tak my , Chryste , w swój złączyć kościół . o pasterz , zgromadzić w jeden swój owczarnia , zabłąkać owca , który ginąć , w jeden kościół zebrać na nowo i przygarnąć , Byśmy jeden stać się rodzina . jak ten chleb co złączyć złoty ziarno , tak niech miłość łączyć my ofiarny . jak ten kielich łączyć kropla wiele , tak my , Chryste , w swój złączyć kościół . na ramię swój wziąć , o Pan , ten , co sam wrócić już nie móc ! niechaj zjednoczenie cud się stać , prowadzić my ku niebo wspólny droga . jak ten chleb co złączyć złoty ziarno , tak niech miłość łączyć my ofiarny . jak ten kielich łączyć kropla wiele , tak my , Chryste , w swój złączyć kościół . "" ",Raduje się Dusza ma
""" jeden być tylko pan , tutaj być on dom . klęknąć wszyscy , który tu wchodzić , i razem chwalić on . miejsce ten wybrać pan , aby wysłuchać my . śpiewać wszystek sługa w on dom , Bóg oddać cześć ! "" ",Rozpięty na ramionach
""" jedyny pan , prawdziwy Bóg wszystko co mieć , oddawać on on jedyny pan być *** ` mieć Izrael "" ",Schowaj mnie
""" być jeden Ciało , być jeden pan , jednoczyć my w duch , byśmy razem iść . usta głosić chwała on , w ręka słowo on miecz . w moc odziać tak iść , zdobywać ziemia ten . być lud król chwała , on święty naród , wybrany pokolenie , by objawiać on cześć . być lud król chwała , on święty naród , wielbić Jezus , on być król cały ziemia ten . "" ",Serce wielkie nam daj
