txt_pl_lem,title
""" wykrzykiwać bóg, wykrzykiwać Król, klaskać  dłoń  hymn śpiewać. Pan wysoki, straszliwy –  Król  Ziemia!  poddawać  naród –  Król  Ziemia! lud rzucać   stopa –  Król  Ziemia! bóg Abraham! wykrzykiwać bóg, wykrzykiwać Król, klaskać  dłoń  hymn śpiewać. wybrać   dziedzictwo –  Król  Ziemia!    miłować –  Król  Ziemia! śpiewać , śpiewać –  Król  Ziemia! bóg Abraham, Izaak  Jakub. wykrzykiwać bóg, wykrzykiwać Król, klaskać  dłoń  hymn śpiewać.  zasiadać  tron –  Król  Ziemia! możny świat hołd  złozić –  Król  Ziemia!    należeć –  Król  Ziemia! bóg Abraham, Izaak  Jakub. "" ",Nasz Bóg jest potężny w mocy swej
""" wykrzykiwać  cześć Pan wszystek Ziemia, wśród okrzyk  radość wysławiać . wiedzieć,  Pan  bóg,   stworzyć .   lud,   własność. wykrzykiwać  cześć Pan wszystek Ziemia, wśród okrzyk  radość wysławiać .   brama wstępować  dziękczynienie, wśród hymn   przedsionek, błogosławić imię , chwalić Pan . wykrzykiwać  cześć Pan wszystek Ziemia, wśród okrzyk  radość wysławiać .  dobry  Pan, łaskawość   wiek.  dobry  Pan,  wierność  pokolenie. "" ",Nasz Bóg jest wielki
""" wzywać  duch przyjść czekać wciąż  dotknąć  wołać  Pan przyjść Jezus zbawca  dziecko   spragniony Ziemia rosa dusza mieć   móc wypełnić serce głód, serce głód głąb morze, potęga woda boży   móc   miłość żyć  chcieć   żyć  spragniony Ziemia rosa dusza mieć   móc wypełnić serce głód, serce głód "" ",Nic nie musisz mówić nic
""" zaprowadzić    powrót  mieć.  ustawać wiara, spełniać  Nadzieja.  światłość pachnieć  skrawek niebo,    swój obraz miłość wylewać. "" ",Nie bój się (Zostań tu)
"""    bać, powiedzieć ,   strach żyć Świat. zaufać   .  uwierzyć, powiedzieć ,    wierzyć  . zaufać   . zaufać   ! zaufać   !  mieć kochać, powiedzieć ,  ranić   brat. zaufać   .   dobry, powiedzieć ,  Świat   zły. zaufać   . zaufać   ! zaufać   !  mieć walczyć, powiedzieć ,  silny wola brak. zaufać   .  pokonać własny grzech,  pokus tyle . zaufać   . zaufać   ! zaufać   !   cieszyć, powiedzieć ,  płynąć gorzki łza. zaufać   .   ład  siebie dojść,  siebie mieć  . zaufać   . zaufać   ! zaufać   !   zbłądzić, powiedzieć ,   wiedzieć  iść. zaufać   .  Nadzieja  serce mieć,   walić . zaufać   . zaufać   ! zaufać   ! "" ","Nie bój się, wypłyń na głębię"
"""   dziecko, potrzebować , miłość  trwać. dobroć nieskończony, łaska  Nadzieja  wybawienie. zbawca,  poruszać góra,  bóg mieć zbawienie moc,  mieć zbawienie moc.   sprawca odkupienie, zmartwychwstać pokonać śmierć Jezus zwyciężyć śmierć.  wziąć ,  ,   grzech   lęk wypełnić życie . oddawać  serce,  ,  CO wierzyć oddawać . zbawca,  poruszać góra,  bóg mieć zbawienie moc,  mieć zbawienie moc.   sprawca odkupienie, zmartwychwstać pokonać śmierć Jezus zwyciężyć śmierć. zesłać światło, niechaj ujrzeć Świat  chwała, CO roztaczać zmartwychwstać Pan, Jezus. zbawca,  poruszać góra,  bóg mieć zbawienie moc,  mieć zbawienie moc.   sprawca odkupienie, zmartwychwstać pokonać śmierć Jezus zwyciężyć śmierć. "" ",Nie ma za trudnych spraw (Zanim powiem słowo)
""" chleb cichy otulić  swój milczenie, ukryć   swój biel, wchłonąć  ciemność. przemienić   siebie,    stać  chleb. pobłogosławić , połamać, rozdać łaknąć brat. chleb cichy otulić  swój milczenie, ukryć   swój biel, wchłonąć  ciemność.  ułomek chleb,  zostać rozdać ,   wierzyć  swój głód. "" ",Nie zabraknie mi nigdy chleba
""" Ziemia,   dawać   fikcja  bajka. wolność,  mieć    prawdziwy. wszystek góra  droga musieć ustąpić,  wiara góra przenosić,   wierzyć .  tańczyć   tron  oddać  chwała     zamknąć  usta.  mur   ściana, duży  tama  ,  zatrzymać   duży, duży    ,   umacniać.   goliat  móc   równać .  tańczyć   tron  oddać  chwała     zamknąć  usta.  mur   ściana, duży  tama  ,  zatrzymać   "" ",Niech oblicze Twe
""" zmartwychwstać Pan  żyć  blask jaśnieć noc.  umrzeć,    żyć Pan okazać swój moc. krzyż   brama Pan,  chcieć   wejść. zbliżyć   ołtarz, bóg oddać cześć. dzięki składać ,  wielki   łaska.  grób powstać  Pan,  noc  pełny blask. chcieć dziękować   chcieć   błogosławić. Jezus,  Pan  bóg,  przyjść   zbawić. zmartwychwstać Pan  żyć  blask jaśnieć noc.  umrzeć,    żyć Pan okazać swój moc. krzyż   brama Pan,  chcieć   wejść. zbliżyć   ołtarz, bóg oddać cześć.   uciec  Pan  zaufać książę. Pan,  moc  pieśń, podtrzymać   popchnąć     bać,  móc zrobić  śmierć? ,  lękać   śpiewać chwała pieśń zmartwychwstać Pan  żyć  blask jaśnieć noc.  umrzeć,    żyć Pan okazać swój moc. krzyż   brama Pan,  chcieć   wejść. zbliżyć   ołtarz, bóg oddać cześć. odrzucić Pan stać  kamień węgielny. Pan wysłuchać ,   zbawienie . cud stawać  noc   dzień  przemienić. tańczyć    prawica pański wznieść. zmartwychwstać Pan  żyć  blask jaśnieć noc.  umrzeć,    żyć Pan okazać swój moc. krzyż   brama Pan,  chcieć   wejść. zbliżyć   ołtarz, bóg oddać cześć. "" ",Niech Twój święty duch (i niech spłynie)
"""łaskawość  Pan sięgać niebo,   wierność  obłok. "" ",Niechaj Cię Panie
"""łaska  zbawić,  łaska móc  stać. łaska usprawiedliwić   baranek krew. wzywać  Pan  siebie,    niebo tron.  łaski obdarzyć toń składać hołd  składać hołd. "" ",Niechaj miłość Twa
""" święty imię Jezus, święty imię Jezus   usta    serce ,  moc duch uwielbiać .  mieć   zbawienie,   dać  człowiek  imienie,   zbawienie  "" ",Niechaj zstąpi Duch Twój
""" święty, święty, święty, święty, święty Pan święty, święty, święty, święty bóg  Król otwierać serce swój podnosić ręka swój Król wejść  rozgościć . "" ",Niepojęta łaska
""" Chrystus Pan karmić  swój święty ciało, chwalić   wiek duch  wielbić Pan, bóg, zbawca jedyny,     odnajdować wszystek radość życie . Chrystus Pan karmić  swój święty ciało, chwalić   wiek wielbić  chcieć wejrzeć  niebo  swój sługa uniżony,   odtąd wszystek człowiek móc zwać błogosławiona. Chrystus Pan karmić  swój święty ciało, chwalić   wiek sprawić   wielki dzieło  swój dobroć niepojęty, , wszechmocny, , duży,     święty. Chrystus Pan karmić  swój święty ciało, chwalić   wiek ,   pokolenie pozostawać miłosierny, wobec ,   służyć  chcieć zostać  wierny. Chrystus Pan karmić  swój święty ciało, chwalić   wiek ,  swój moc objawiać,  wyniosłość serce uniżać,  zamiar móc zburzyć,  pycha  ubliżać. Chrystus Pan karmić  swój święty ciało, chwalić   wiek  moc  odjąć władza,  wydźwignąć pokorny, wszystek głodny zaspokoić, głód wstrząsnąć bogaty. Chrystus Pan karmić  swój święty ciało, chwalić   wiek   ująć  swój lud, dziecko wiara Abraham, pomny  swój miłosierdzie, obietnica swój  złamać. "" ","Niepojęty, niezmierzony"
""" alleluja, alleluja, amen, amen, alleluja. pokłonić    –   Pan  pokłonić    –   Pan amen, amen, alleluja. alleluja, alleluja, amen, amen, alleluja. Jezus Chrystus zmartwychwstać –   Pan  Jezus Chrystus zmartwychwstać –   Pan amen, amen, alleluja. alleluja, alleluja, amen, amen, alleluja. radować  bracia –   Pan  radować   –   Pan. amen, amen, alleluja. alleluja, alleluja, amen, amen, alleluja. posyłać  duch –   Pan  posyłać  duch –   Pan. amen, amen, alleluja. "" ",O Panie Ty nam dajesz
""" Chrystus Pan, boży syn, zbawca  zgodzić  wziąć  grzech,   umrzeć chcieć ażebym znać  ogrom WiN  wiedzieć,  krew  zbawiać oczyszczać  leczyć. wywyższyć  Jezus, baranek , tyś jedyny odkupiciel, tyś  Król. wywyższyć  boży baranek,   tron  wysoki składać hołd. "" ",O piękności niestworzona
""" któż   bóg?   , wznieść  tron. góra chylić , ocean grzmieć,  dawać hołd. chwalić adonai, odkąd słońce budzić   zakończyć  dzień. chwalić adonai, wszystek człowiek   czcić,  anioł wielbić . "" ","O stworzycielu, Duchu przyjdź"
""" chwalić Pan niebiosa, chwalić   cytra, chwalić Król świat,   bóg . chwalić dusza  Pan  Król, chcieć chwalić Pan,  długo  żyć chcieć śpiewać  bóg, póki  istnieć, chcieć  wysławiać, śpiewać alleluja! chwalić Pan niebiosa, chwalić   cytra, chwalić Król świat,   bóg . szczęśliwy ,  Pan  pomoc,  mieć Nadzieja   bóg swój,  bóg,  stworzyć niebo  Ziemia, , CO żyć śpiewać alleluja! chwalić Pan niebiosa, chwalić   cytra, chwalić Król świat,   bóg . Pan bóg królować, weselić  Ziemia, bóg  Syjona  pokolenie.  dać  życie,  dać  . śpiewać  wysławiać  alleluja! "" ",O wychwalajcie Go
""" chwalić łąka umaić, góra, dolina zielony. chwalić, cienisty gaik, źródło  kręty strumyk! CO igrać  morze fala,  powietrze bujać skrzydło, chwalić    świat,  dłoń  wieniec splatać.  dzieło boski korona,  anioł wywyższyć;    niebo, Ziemia,  gardzić dar . wdzięczny strumyk mruczeć, ptaszę słodki kwilić,  CO czuć,  CO żyć,    sławić Maryja! "" ",Oczekuję Ciebie Panie
""" chwalić  Pan  uwielbiać. wznosić  góra swój ręka uwielbiać imię .  wielkiś , wielki dzieło czynić .  dorównać  nikt,  dorównać  nikt. "" ",Oczyść serce me
""" chwała bóg ojciec  chwała  syn, chwała  duch, tworzyć   ! śpiewać alleluja , alleluja, alleluja! "" ",Oddajmy cześć
"""   dusza pragnąć   tęsknota oczekiwać,  spękać, zeschnąć Ziemia,  czas posucha woda łaknąć. boży,   bóg,   troska szukać.   świątynia ujrzeć pragnąć  potęga, moc  chwała,   miłość, Pan,  cenić niźli życie. boży,   bóg,   troska szukać. póki  istnieć , pragnąć  chwalić, bóg, dusza  pełny szczęście,  śpiewać   radość. boży,   bóg,   troska szukać.   wspomożyciel, cień  skrzydło dawać radość,  serce lgnąć  , TWA prawica  prowadzić. boży,   bóg,   troska szukać. "" ",Odnów mnie
"""   Pan wołać dusza , tęskny ciało .   mieć ,  serce ogarniać lęk. przyjść dotknąć , rozradować . Jezus, pragnąć blisko  , Jezus,   ramię  skryć. słodycz  poznawać  dzień,  serce  trwać. "" ",Ofiaruję Tobie
"""   wrócić, zbawić ,  Ziemia!  jama  Pan   bóg jedyny. przyjść , zbawić , przyjść  Pan.    Pan   bóg jedyny. "" ",Oto ja poślij mnie
""" dobry  Pan  ufny,  dusza,  szukać . wołać  serce  Pan,  łza  płynąć  rzeka powstanie  wołać  noc,  woda wylewać swój serce. dobry  Pan  ufny,  dusza,  szukać .   zamiar bóg odtrącić  wiek,  udręczyć,   zlitować  niezmierny swój dobroć, wzywać  imienie  otchłań grób,  rzec: „ bać ”  powstać. dobry  Pan  ufny,  dusza,  szukać . wspomnieć Pan  , CO  spotkać, spojrzeć  przypatrzeć   hańba: sługa panować  ;  ocalić    ręka. nawrócić ,  wrócić  . "" ",Oto jest dzień
"""archanioł boży gabryjel , posłan  Panna Maryja.  majestat trójca święty,  sprawować poselstwo k'niej : zdrowaś Panna, łaskiś pełny, Pan   ,  rzecz pewien. Panna  wielce zdumieć,  poselstwo,  słyszeć. pokorniuchno  skłonić,  Panna świątobliwy; zasmucić    mowa,   rzec anioł.  poseł  wysokość, napełnion boski mądrość, rzec : """" bać , Maryja, najszczęśliwszaś Panna miła; - naleźć łaska  Pan,  począć  syn."""" Jezus nazwać imię ,  syn najwyższy - wielki  strona człowieczeństwo,  niezmierny  strona bóstwo. wieczny syn ojciec wieczny, zbawiciel świat ."""" bóg ojciec wszechmocny, syn  miły  duch święty, bóg  trójca jedyny, dziękować  uniżność ,   cud  miłość. "" ",Oto stoję u drzwi
""" dotknąć Pan  oko,  przejrzeć. dotknąć Pan  warga,  przemówić uwielbienie. dotknąć Pan  serce  oczyścić .   święty duch  ogarniać . "" ",Otwórz me oczy o Panie
""" duch miłość wylewać     przebić serce Jezus, Jezus. "" ",Oświeć drogę mą
""" duch święty! przyjść  rozpalić   utulić , miłość  dać. "" ",Pa-a-an jest pasterzem moim
""" duch święty, ogarnąć ! otworzyć oko  serce, napełnić miłość! duch święty,  kochać !  TWA święty wole pełnić ! "" ",Pan - jest moim pasterzem
""" duch święty, powiać wiatr   moc   zstąpić  miłość   serce światło ogarnąć  dać nowy oko, zesłać swój ogień  jedność   dać  cztery wiatr, przybyć duch powiać moc, ożywić   wolność   serce życie wypełnić  dać nowy oko, zesłać swój ogień  jedność   dać "" ",Pan blisko jest
""" duch święty przyjść  wiara zagościć, Nadzieja zagościć,  miłość zagościć  . "" ",Pan mnie strzeże
"""duch święty, cudowny wiatr  wkoło !  odchodzić! "" ",Pan wywyższony
""" dusza mieć, Pan chwalić, oddać bóg cześć, święty śpiewać pieśń.  moc wywyższać , dusza mieć, uwielbiać, bóg, ! nowy dzień wraz  wschód słońce  nadejść czas,   śpiewać pieśń.        , CO   wiedzieć,  śpiewać,  nadejść zmrok. dusza mieć, Pan chwalić, oddać bóg cześć, święty śpiewać pieśń.  moc wywyższać , dusza mieć, uwielbiać, bóg, ! bogaty  miłość, gniew oddalać, Pan,  serce miły, wielki imię .  wzgląd   dobroć  śpiewać  pieśń,  powód,  uwielbiać . dusza mieć, Pan chwalić, oddać bóg cześć, święty śpiewać pieśń.  moc wywyższać , dusza mieć, uwielbiać, bóg, ! przyjść dzień,   siła zostać, nadejść czas  koniec . dusza mieć      uwielbiać,  wieczność   piękny zabrzmieć pieśń. "" ",Panie dobry jak chleb
""" dzielić  wiara  chleb, dać świadectwo Nadzieja. bóg ofiarować  siebie   mieć    człowiek dzielić. chleb   zabraknąć rozmnożyć   łamanie. potrzeba  ręka   gotowość dawanie. dzielić  wiara  chleb, dać świadectwo Nadzieja. bóg ofiarować  siebie   mieć    człowiek dzielić. nikt  zapalać lampa,   schować  korzec. skoro bóg  światło natchnąć    światło iść  droga. dzielić  wiara  chleb, dać świadectwo Nadzieja. bóg ofiarować  siebie   mieć    człowiek dzielić. odrzucić zwątpienie  trwoga,  Świat  śmiać  prorok musieć świadczyć odważnie  służba człowiek  bóg. "" ",Panie mój przychodzę dziś
"""dzięki,  Pan! składać dzięki,  wszechmogący  Król  niebo!  ,  dać  wiara...  ,  dać  miłość... dzięki,  Pan! składać dzięki,  wszechmogący  Król  niebo!  ,  dać  siebie...   przebaczać grzech... dzięki,  Pan! składać dzięki,  wszechmogący  Król  niebo!   przywracać życie...  ,    ... dzięki,  Pan! składać dzięki,  wszechmogący  Król  niebo!  śpiewać  radość...  ,  zmartwychwstać... dzięki,  Pan! składać dzięki,  wszechmogący  Król  niebo!  , żeś duch  zesłać... "" ",Panie pozostań
""" blisko, blisko, blisko  Pan  blisko ,  czuć tchnienie   przychodzić    dotykać  łaska przebaczyć karmić  dusza "" ",Panu chwała i cześć
"""  kiedyś Pan powrócić ,    ,  kiedyś Pan powrócić .  święty swój opuścić grób ,    ,  kiedyś Pan powrócić .  bóg tron otoczyć  krąg,    ,  kiedyś Pan powrócić .  księga swój otworzyć bóg,    ,  kiedyś Pan powrócić .   imienie wezwać Pan,    ,  kiedyś Pan powrócić .  uczta  zgotować bóg,    ,  kiedyś Pan powrócić .  zabrzmieć pieśń: alleluja,    ,  kiedyś Pan powrócić . "" ",Pewnej nocy łzy
"""  klęczeć   modlić   składać hołd wziąć  dzień, uczynić  swój    miłość wzniecić ave Maria gratia plenum dominus tecum benedicta    dawać  sen   myśl matka bóg, matka  wznieść   boży tron ave Maria gratia plenum dominus tecum benedicta   klęczeć   widzieć TWA radosny twarz  myśl,  słowo  spocząć  dłoń  ave Maria gratia plenum dominus tecum benedicta  "" ",Podnieś mnie Jezu
"""  schodzić   święty duch   działać  schodzić ,  sławić imię  wiedzieć ,   serce  otwarty błogosławić moc swój błogosławić BOŚ obiecać  błogosławić moc swój "" ",Pokój Wam nie bójcie się
""" Gloria in excelsis deo, Gloria Gloria! chwalić , błogosławić  wielbić , wysławiać  dzięki  składać,  wielki  chwała . Pan bóg, Król niebo boży ojciec wszechmogący Pan syn jednorodzony Jezus Chryste, Jezus Chryste, Jezu Chryste! Gloria in excelsis deo, Gloria Gloria! Pan bóg, baranek boży, syn ojciec  gładzić grzech świat zmiłować   ,  gładzić grzech świat przyjm błaganie ,  siedzieć  prawica ojciec zmiłować   .   tyś  święty  tyś  Pan  tyś wysoki Jezus Chryste  duch święty  chwała bóg ojciec amen amen amen amen amen! "" ",Pomódl się Miriam
""" godny,  godny  bóg, siedzieć  tron, baranek wśród chwała, przyjąć wdzięczność siła  moc, błogosławieństwo  cześć.  Pan   wiek  wiek. amen.  niezmiernie wciąż trwać  jedność   prawda, oddawać  hołd, miłość, wdzięczność, siła  moc, błogosławieństwo  cześć.  Pan   wiek  wiek. amen. "" ",Powietrzem moim jest
""" gwiazda zaranny, oblec  słońce - modlić    chwała ikona, dziewica posłuszny - modlić    gwiazda przewodzień, służebnica pański - modlić    matka żyć, początek kościół - modlić    Bogarodzica, córa  syn - modlić    znak Nadzieja, mieszkanie mądrość - modlić    "" ",Prawda jedyna
iść  pokój  bóg Izrael  spełnić prośba    zanieść. ,Przed obliczem Pana uniżmy się
"""  wierzyć,   Jezus, wierzyć,   syn bóg .  zemrzeć  powstać,  żyć   cena śmierć życie dać. ref wierzyć,    , stać pośród , mieć moc   uzdrawiać, mieć przebaczenie dar.  wierzyć  Pan, wierzyć,  tyś syn bóg . zemrzeć  powstać,  żyć,   cena śmierć życie dać. refwierzę,   , stać pośród , mieć moc   uzdrawiać, mieć przebaczenie dar. "" ",Przed Tronem Twym
"""  Dawid,   bóg ,  tańczyć  wszystek siła  Pan, Król .  Miriam grać  bęben swój,  klaskać  wszystek siła  Pan, Król . pokłonić   bóg, oddać  cześć, wielbić imię Jezus, śpiewać  pieśń. "" ",Przychodzisz Panie
"""    dziękować  Pan  śpiewać psalm  imienie  opowiadać rano  miłosierdzie,   noc wierność   dziesięciostrunnej harfa  lutnia  dźwięczny cytra... "" ",Przyjaciela mam
"""  góra móc ustąpić  pagórek  zachwiać.  miłość , miłość    odstąpić   mówić Pan. "" ",Przyjacielu
"""  ożywczy deszcz duch święty przyjść dotknąć  serce, rozpalić ogień żar.  przenikać  tchnienie moc swój,   światło dzień  Nadzieja serce.  przenikać  tchnienie moc swój,   światło dzień  Nadzieja serce. "" ",Przyjdź jak deszcz
"""  ,  Pan  Król odziać  majestat swój. Ziemia radować , Ziemia radować . okrywać światłość , uciekać ciemność  zło, drżeć   głos, drżeć   głos.  wielki  bóg,  wielki  bóg,  wielki   bóg.  czas  swój dłoń mieć,  wiek  wiek trwać, początek, koniec , początek, koniec . jedyny  trójca bóg, ojciec, syn  duch, baranek   Lew, baranek   Lew.  wielki  bóg,  wielki  bóg,  wielki   bóg.  wiek godny  przyjąć chwała, moc  cześć, ogłaszać chcieć  wielki  bóg.  wielki  bóg,  wielki  bóg,  wielki   bóg. "" ","Przywołaj mnie, Panie"
"""  chleb, CO zmieniać   Chrystus ciało,   ziarno pszeniczny  rodzić.  wino, CO  krew Chrystus stać,  sok  winny grono pochodzić.   chleb CO złączyć złoty ziarno,   miłość łączyć  ofiarny.   kielich łączyć kropla ,  , Chryste,  swój złączyć kościół.  pasterz, zgromadzić   swój owczarnia, zabłąkać owca,  ginąć,   kościół zebrać  nowo  przygarnąć,   stać  rodzina.   chleb CO złączyć złoty ziarno,   miłość łączyć  ofiarny.   kielich łączyć kropla ,  , Chryste,  swój złączyć kościół.  ramię swój wziąć,  Pan, ,   wrócić   móc! niechaj zjednoczenie cud  stanąć, prowadzić   niebo wspólny droga.   chleb CO złączyć złoty ziarno,   miłość łączyć  ofiarny.   kielich łączyć kropla ,  , Chryste,  swój złączyć kościół. "" ",Raduje się Dusza ma
"""    Pan,    dom. klęknąć wszystek,   wchodzić,  razem chwalić . miejsce  wybrać Pan,  wysłuchać . śpiewać wszystek sługa   dom, bóg oddać cześć! "" ",Rozpięty na ramionach
""" jedyny Pan, prawdziwy bóg  CO mieć, oddawać   jedyny Pan  sz`mieć Izrael "" ",Schowaj mnie
"""   ciało,   Pan, jednoczyć   duch,  razem iść. usta głosić chwała ,  ręka słowo  miecz.  moc odziać  iść, zdobywać Ziemia .  lud Król chwała,  święty naród, wybrać pokolenie,  objawiać  cześć.  lud Król chwała,  święty naród, wielbić Jezus,   Król  Ziemia . "" ",Serce wielkie nam daj
"""  zakątek   Ziemia,  powracać  chcieć,  królować  oblicze,   ciąć rysa . wzrok mieć smutny, zatroskany,  chcieć prosić ,   matczyny  opieka oddać . Madonna, czarny Madonna,    dziecko ! , pozwolić, czarny Madonna,  ramię   skryć!   ramię znajść spokój  uchronić   zło,    swój dziecko  serce czuły mieć.  opieka  otoczyć,   serce oddać swój,  powtórzyć   radość słowo : Madonna, czarny Madonna,    dziecko ! , pozwolić, czarny Madonna,  ramię   skryć! ,  wokół  niepokój,   człowiek schronić mieć,  mieć pójść,    matka,  ukojenie dać?  błagać,  Madonna, skierować wzrok  dziecko swój  wysłuchać,  śpiewać prosić : Madonna, czarny Madonna,    dziecko ! , pozwolić, czarny Madonna,  ramię   skryć! "" ","Spocznij na nas, Duchu Pana"
"""  blisko ,  tęsknie  duch . kochać krok   wiedzieć,  pukać  drzwi. przychodzić  ciepły wiatr, otwierać   czuć , :  miłość  ciepły deszcz  miłość  morze gwiazda  dzień  miłość sprawiać,  nieskończenie dobry święty duch ogarniać . "" ",Stoisz u naszych drzwi
"""  Król,  Król, Król  bóg podnieść wszystek  serce, podnieść wszystek  dłoń, stawać  oblicze Pan, wielbić . "" ",Stoję dziś
"""  życie ,   Ruch robić  , Jezus!  pozwalać wciąż oddychać .  droga ,   krok stawiać  , Jezus!  pozwalać wciąż oddychać . fala  łaska Pan.   spojrzeć , wciąż widzieć . TWA miłość  uwieść. Jezus jakże  możliwy ? "" ",Swojego Ducha Panie
"""   śmierć potężny  miłość  zazdrość  przejednać  Szeol. żar   Żary ogień płomień pański woda wielki  zdołać ugasić miłość  zatopić,  zatopić  rzeka. "" ",Ta krew
""" Jezus  Jezus,    mówić chcieć   dawać swój duch uwielbiać . "" ",Tak jest mało czasu (zabierzesz mnie)
"""Jezus, tyś  światłość  dusza,  ciemność mieć  przemawiać   . Jezus, tyś  światłość  dusza, dać  moc przyjąć  miłość . "" ",Tak mnie skrusz
""" Jezus Chrystus  Pan  alleluja.  kochać ,  kochać  alleluja. "" ",Tchnij moc
""" Jezus Chrystus  Pan Pan   Ziemia Król. jedyny Pan, władca naród, jedyny Pan  bóg.   imienie  mieć zbawienie,  Jezus  Pan Pan, Jezus  Pan Pan, Jezus  Pan Pan. alleluja, alleluja, alleluja. "" ",Tobie chór Aniołów
""" Jezus dawać  zbawienie, Jezus dawać pokój .  składać dziękczynienie, chwała  serce  dać. Jezus siła , Jezus pieśń  życie. Król wieczny , niepojęty  moc swój.   znaleźć   szukać  .   podać dłoń  zwyciężać  dzień.   rano uzdrowienie,   śmierć życie dar.  krew  oczyszczenie,  życie chwała . Jezus siła , Jezus pieśń  życie. Król wieczny , niepojęty  moc swój.   znaleźć   szukać  .   podać dłoń  zwyciężać  dzień. "" ",Twe światło jest na drodze mej
""" Jezus wysoki imię,  zbawiciel, książe pokój, Emmanuel, bóg   , odkupiciel, słowo żywot. święty bóg, mesjasz prawdziwy, jedyny ojciec syn, umiłowany, zgładzić grzech, baranek  wiek, Król Król  Pan PAN. "" ",Ty jesteś chlebem żywym
""" Jezus, Jezus święty, namaszczony Pan, Jezus, Jezus, Jezus żyć wywyższyć Pan, Jezus.  imię  miód  usta ,  duch   woda dusza ,  słowo  lampa   stopa, Jezus,  kochać ,  kochać. "" ",Ty jesteś dobry
"""    kwitnąć  ogród,      królestwo . "" ",Ty jesteś skałą
"""  dzień upewniać , Pan  miłość wierny , któż   móc  , wybaczać  dzień. boży wiedzieć  ranić , często słabnąć gubić sens,   podnosić   Nadzieja dawać . nikt  odebrać   CO mieć  . pełnia miłość, pełnić radość, pełnić wolność mieć  ! królestwo . "" ",Ty tylko mnie poprowadź
"""  spragniony  słaby   przyjść  źródło, serce obmyć swój.  ból  cierpienie zanurzyć Pan  swój miłosierdzie,  głębia wołać  . Pan Jezus przyjść. "" ",Ty wskazałeś drogę do miłości
""" bóg TWA łaska   ,  miłość przychodzić wciąż, działać moc pośród , przenikać serce gładzić grzech.  chcieć    łaska , pragnąć  moc,  miłość . "" ",Ty światłość dnia
"""  mieć chwila smutny   życie powierzyć  matka  rozpacz rozdzierać  serce, ofiarować   matka   krzyż stać matka    syn żegnać  uczyć   pokora, cierpienie znieść  pomóc  matka   krzyż stać matka    syn żegnać  uczyć   pokora, cierpienie znieść  pomóc  ruszyć  daleki wędrówka powierzyć  matka   szlak zaskoczyć  burza, ofiarować   matka   krzyż stać matka    syn żegnać  uczyć   pokora, cierpienie znieść  pomóc  matka   krzyż stać matka    syn żegnać  uczyć   pokora, cierpienie znieść  pomóc  zgubić swój droga  bóg powierzyć  matka    serce  gość trwoga, ofiarować   matka   krzyż stać matka    syn żegnać  uczyć   pokora, cierpienie znieść  pomóc  matka   krzyż stać matka    syn żegnać  uczyć   pokora, cierpienie znieść  pomóc "" ","Tyś jest Bóg, wywyższamy Cię"
"""   jasny, spokojny, cichy noc spoglądać  niebo pełny gwiazda,  myśleć,  życie  mieć sens  wołać  , ojciec .  bóg,  bóg, Pan ,  pamiętać,  czas  źle. wiedzieć ,         droga kroczyć chcieć.   życie  pełny rozczarowanie  grzech kamień potknąć ,  spokój utonąć  fala knowań,  drżeć  dusza szukać .  bóg,  bóg, Pan ,  pamiętać,  czas  źle. wiedzieć ,         droga kroczyć chcieć. życie człowiek przebiegać kręty droga, hen  góra cel  wędrówka tkwieć,   czas siła braknąć  noga,   dojść, dojść,  zaufać .  bóg,  bóg, Pan ,  pamiętać,  czas  źle. wiedzieć ,         droga kroczyć chcieć. "" ",Ubi Caritas (Tam gdzie miłość)
""" kiedyś wino  chleb,  ciało  krew. móc wierzyć  ,  naprawdę dziać . ciągle czekać  cud, niespokojny  duch,   przypomnieć,   cisz   blask świeca cud duży dziać . kiedyś wino  chleb,  ciało  krew. móc wierzyć  ,  naprawdę dziać . wypatrywać CO dzień, czekać   znak,   przypomnieć,   cisz   blask świeca cud duży dziać . "" ",Ukaż mi Panie swą twarz
""" kochać,   musieć  bać, zabrać  strach. Jezus mówić ,  miłość  zabierać strach. Jezus droga! Jezus prawda! Jezus życie! kochać,   musieć  kryć, móc siebie . Jezus mówić ,  miłość  zabierać strach. Jezus droga! Jezus prawda! Jezus życie! Jezus dawać  miłość swój,  lękać . Jezus mówić ,  miłość  zabierać strach. Jezus droga! Jezus prawda! Jezus życie! "" ",Uwielbiajcie Pana ludzkich serc
"""  spożywać  ciało  krew  pić, trwać  ,    ,  żyć  wiek.   chleb żywy,  zstąpić  niebo,    chleb spożywać  żyć  wiek. "" ",Uwielbiam Imię Twoje Panie
 spragniony   przyjść    pić.  rzec pismo: strumień woda żywy popłynąć   wnętrze.  pragnąć dać pić  zdrój zbawienie. ,Uwielbiam Twoje Imię
""" laudato SI,   signore.   wysławiać , CO stworzyć: słońce  niebo, Księżyc wśród noc. gwiazda świecący, wiatr gwałtowny, żywioła wodny, ogień gorący. laudato SI,   signore.  siostra , matka Ziemia, ,   żywić  wychowywać, słodki owoc, kwiat  ziele,  szczyt górski, morski głębina. laudato SI,   signore.   chwalić ,  bóg,   śpiewać ,  bóg,    sens  życie.   życie  piosenka! "" ",W cieniu Twoich rąk
