txt_pl_lem,title
""" w swoje wielki miłosierdzie, bóg my zrodzić do nadzieja, w swoje wielki miłosierdzie, bóg my zrodzić do nadzieja, do wielki nadzieja. "" ",Kocham więc nie muszę się bać
""" w ty być światło każdy mrok rozjaśniać w ty być życie on śmierć zwyciężać ufać ty ,miłosierny Jezus wybawić my "" ",Kto spożywa moje ciało
""" wejść do on bram z dziękczynienie, u on tron oddać cześć. wejść do on bram z uwielbienie, radosny pan śpiewać pieśń. rozradować się w nim, twój stworzyciel, rozradować się w nim, światłość twój, rozradować się w nim, twój zbawiciel, rozradować się w nim i wywyższać go chcieć. alleluja, alleluja, alleluja, alleluja! "" ",Kto spragniony jest
"""wielbić dusza moja Pan i radować się duch mój w bóg, zbawiciel moi. bo wejrzeć na uniżenie swój służebnica, oto bowiem odtąd błogosławić ja być wszystek pokolenie. gdyż wielki rzecz uczynić mi wszechmocny, a on imię być święta. on miłosierdzie z pokolenie na pokolenie nad ten, który się go boja. okazać moc swój ramię, rozproszyć pysznić się zamysł serce swoje. strącić władca z tron, a wywyższyć pokorny. głodna nasycić dobra, a bogaty z niczym odprawić. ująć się za swoje sługa, Izrael, pomny na swój miłosierdzie. jak obiecać nasi ojciec, Abraham i on potomstwo na wiek. chwała ojciec i syn i duch święty jak była na początek, teraz i zawsze i na wiek wiek amen. "" ",Laudato si
""" wielbić Pan chcieć, radosny śpiewać pieśń wielbić Pan chcieć, on źródło życie być "" ",Maryjo śliczna Pani
""" wiele być serce który czekać na Ewangelia, wiele być serce, który czekać wciąż. napełnić serce twoja tym kosztowny nasienie. a zobaczyć, że bóg poprowadzić ty do człowiek. wiele być serce który czekać na Ewangelia, wiele być serce, który czekać wciąż. sam zobaczyć, że bóg poprowadzić ty do człowiek, który być móc zaprowadzić do Chrystus. "" ",Matko która nas znasz
""" wierzyć w ty Pan coś ja obmyć z wina, wierzyć, że człowiek stać się boży syn. miłość ci kazać krzyż na plecy brać, w tabernakulum zostaćbyć, aby z my trwać. być przewodnik my do wieczność bram, tam przygarniać my do siebie. tybyć być moi życie, bobyć ty żywy bóg, tybyć być moja droga, piękny z droga. tybyć być moja prawda, co oświecać ja, bobyć odwieczny syn ojciec, który wszystko wiedzieć. nic ja nie zatrwożyć już wśród ciężki burza, bo ty Pan być z ja. tybyć być moja siła, w ty moja moc, tybyć być mój pokój w burzliwy noc, tybyć być mój ratunek, gdy zagrażać toń, moja słaby ludzki ręka ująć w swój dłoń. z ty przejść poprzez świat w ciąg życie lato i nic złe ja nie spotkać. ty bóg ojciec wiara swój dama. w ty syn boży ufność swój mama. duch święty bóg w serce moja zstąpić i miłość boży ziarno rzucić w mój serce w głąb. w dusza moja rozpalić żar, siedmioraki dar, dać mi stać się boży rola. "" ","Memu Bogu, Królowi"
""" chcieć wywyższać imię twój, chcieć zaśpiewać ty chwała. Pan, dziś radować się, bo przyjśćbyć, by ja zbawić. z niebo zstąpićbyć i chcieć prowadzić ja. na krzyż zemrzećbyć, by mój zapłacić dług. z grób wstaćbyć i dziś niebo Król być ty, chcieć wywyższać imię twój. "" ",Miłość Twa
""" wszelki chwała, wszelki cześć, wszelki moc twoja być. święty ojciec, uwielbiać ty, droga Jezus, mój zbawca, duch święty, czekać, przyjść, zesłać ogień. "" ","Mój Jezu, mój Zbawco"
""" wszyscy człowiek klaskać w dłoń, cały ziemia śpiewać, śpiewać. wielki radość na Syjon, Król zstępować z niebo, z niebo. nadejść dzienia, nadejść dzienia, zobaczyć to każdy z my. nadejść dzienia, nadejść dzienia, uwielbić go cały świat. "" ",Mój Pan mocą moją jest
""" wszystek naród, klaskać w dłoń, wykrzykiwać bóg radosny głos, bo Pan najwyższy być Król nad cały ziemia śpiewać, wszystek naród. śpiewać radosny głos. śpiewać Król. "" ",Mój zbawiciel
""" wszystko móc w tym, który ja umacniać Jezus, on ja umacniać "" ",Mów do mnie Panie
""" wykrzykiwać bóg, wykrzykiwać Król, klaskać w dłoń i hymn śpiewać. Pan najwyższy, straszliwy – być Król cały ziemia! on poddawać my naród – być Król cały ziemia! lud rzucać my pod stop – być Król cały ziemia! bóg Abraham! wykrzykiwać bóg, wykrzykiwać Król, klaskać w dłoń i hymn śpiewać. wybrać dla my dziedzictwo – być Król cały ziemia! bo my bardzo miłować – być Król cały ziemia! śpiewać on, śpiewać – być Król cały ziemia! bóg Abraham, Izaak i Jakub. wykrzykiwać bóg, wykrzykiwać Król, klaskać w dłoń i hymn śpiewać. on zasiadać na tron – być Król cały ziemia! możny świat hołd on złozić – być Król cały ziemia! bo do on należeć – być Król cały ziemia! bóg Abraham, Izaak i Jakub. "" ",Nasz Bóg jest potężny w mocy swej
""" wykrzykiwać na cześć Pan wszystek ziemia, wśród okrzyk i radość wysławiać go. wiedzieć, że Pan być bóg, on sam stworzyć my. być on lud, być on własność. wykrzykiwać na cześć Pan wszystek ziemia, wśród okrzyk i radość wysławiać go. w on bram wstępować z dziękczynienie, wśród hymn w on przedsionek, błogosławić imię on, chwalić Pan dziś. wykrzykiwać na cześć Pan wszystek ziemia, wśród okrzyk i radość wysławiać go. albowiem dobry być Pan, łaskawość on na wiek. albowiem dobry być Pan, on wierność przez pokolenie. "" ",Nasz Bóg jest wielki
""" wzywać ty duch przyjść czekać wciąż bybyć dotknąć ja wołać ty Pan przyjść Jezus zbawca do dziecko twój jak spragniony ziemia rosa dusza mój tylko ty móc wypełnić serce głód, serce głód głąb morze, potęga woda bóg mój nie móc bez twój miłość żyć nie chcieć bez ty żyć jak spragniony ziemia rosa dusza mój tylko ty móc wypełnić serce głód, serce głód "" ",Nic nie musisz mówić nic
""" zaprowadzić ja tam skąd powrót nie mój. gdzie ustawać wiara, spełniać się nadzieja. gdzie światłość pachnieć każdy skrawek niebo, bo on na swój obraz miłość wylewać. "" ",Nie bój się (Zostań tu)
""" jak się nie bać, powiedzieć jak, kiedy w strach żyć świat. zaufać pan już dziś. jak uwierzyć, powiedzieć mi, kiedy już nie wierzyć w nic. zaufać pan już dziś. zaufać pan już dziś! zaufać pan już dziś! jak mama kochać, powiedzieć jak, kiedy rani ja mój brat. zaufać pan już dziś. jak być dobre, powiedzieć mi, kiedy świat być taki zły. zaufać pan już dziś. zaufać pan już dziś! zaufać pan już dziś! jak mama walczyć, powiedzieć jak, kiedy silny wola brak. zaufać pan już dziś. jak pokonać własny grzech, kiedy pokus tyle być. zaufać pan już dziś. zaufać pan już dziś! zaufać pan już dziś! jak się cieszyć, powiedzieć mi, kiedy płynąć gorzki łza. zaufać pan już dziś. jak do ład z siebie dojść, kiedy siebie mama już dość. zaufać pan już dziś. zaufać pan już dziś! zaufać pan już dziś! jak nie zbłądzić, powiedzieć mi, kiedy nie wiedzieć dokąd iść. zaufać pan już dziś. jak nadzieja w serce mieć, kiedy wszystko wal się. zaufać pan już dziś. zaufać pan już dziś! zaufać pan już dziś! "" ","Nie bój się, wypłyń na głębię"
""" być twój dziecko, potrzebować ty, miłość który trwać. dobroć nieskończony, łaska i nadzieja na wybawienie. zbawca, on poruszać góra, mój bóg mój zbawienie moc, on mój zbawienie moc. na zawsze sprawca odkupienie, zmartwychwstać pokonać śmierć Jezus zwyciężyć śmierć. więc wziąć ja, jaki być, z mój grzech i mój lęk wypełnić życie mój. oddawać moja serce, wszystko to, w co wierzyć oddawać ty. zbawca, on poruszać góra, mój bóg mój zbawienie moc, on mój zbawienie moc. na zawsze sprawca odkupienie, zmartwychwstać pokonać śmierć Jezus zwyciężyć śmierć. zesłać światło, niechaj ujrzeć świat ten chwała, co roztaczać zmartwychwstały Pan, Jezus. zbawca, on poruszać góra, mój bóg mój zbawienie moc, on mój zbawienie moc. na zawsze sprawca odkupienie, zmartwychwstać pokonać śmierć Jezus zwyciężyć śmierć. "" ",Nie ma za trudnych spraw (Zanim powiem słowo)
""" chleb cichy otulić ja swój milczenie, ukryć ja w swój biel, wchłonąć moja ciemność. przemienić ja w siebie, bybyć jak ty stać się chleb. pobłogosławić ja, połamać, rozdać łaknąć bracia. chleb cichy otulić ja swój milczenie, ukryć ja w swój biel, wchłonąć moja ciemność. a ułomek chleb, który zostać rozdać tym, który nie wierzyć w swój głód. "" ",Nie zabraknie mi nigdy chleba
""" Ziemia, który mi dawać nie być fikcja ani bajka. wolność, który mama w ty być prawdziwy. wszystek góra na droga musza ustąpić, bo wiara góra przenosić, a ja wierzyć ty. być tańczyć przed twój tron i oddać ty chwała i nic już nie zamknąć mi usta. żaden mur i żaden ściana, duży nawet tama już nie, nie zatrzymać ja już duży, duży być w ja ten, który ja umacniać. i żaden goliat nie może z nim równać się. być tańczyć przed twój tron i oddać ty chwała i nic już nie zamknąć mi usta. żaden mur i żaden ściana, duży nawet tama już nie, nie zatrzymać ja już "" ",Niech oblicze Twe
""" zmartwychwstać Pan i żyć dziś blask jaśnieć noc. nie umrzeć, nie lecz być żyła Pan okazać swój moc. krzyż to być brama Pan, jeśli chcieć przez on wejść. zbliżyć się do ołtarz, bóg oddać cześć. dzięki składać on, bo wielki być on łaska. z grób powstać dziś Pan, a noc być pełny blask. chcieć dziękować on i chcieć go dziś błogosławić. Jezus, mój Pan i bóg, on przyjść aby my zbawić. zmartwychwstać Pan i żyć dziś blask jaśnieć noc. nie umrzeć, nie lecz być żyła Pan okazać swój moc. krzyż to być brama Pan, jeśli chcieć przez on wejść. zbliżyć się do ołtarz, bóg oddać cześć. dobrze się uciec do Pan niż zaufać książę. Pan, moja moc i pieśń, podtrzymać gdy ja popchnąć już nie być się bać, cóż może zrobić mi śmierć? nie, nie lękać się i śpiewać chwała pieśń zmartwychwstać Pan i żyć dziś blask jaśnieć noc. nie umrzeć, nie lecz być żyła Pan okazać swój moc. krzyż to być brama Pan, jeśli chcieć przez on wejść. zbliżyć się do ołtarz, bóg oddać cześć. odrzucić Pan stać się kamień węgielny. Pan wysłuchać ja, on być zbawienie moi. cud staj się noc gdy w dzienia być przemienić. tańczyć dla on dziś prawica pański wznieść. zmartwychwstać Pan i żyć dziś blask jaśnieć noc. nie umrzeć, nie lecz być żyła Pan okazać swój moc. krzyż to być brama Pan, jeśli chcieć przez on wejść. zbliżyć się do ołtarz, bóg oddać cześć. "" ",Niech Twój święty duch (i niech spłynie)
"""łaskawość twoja Pan sięgać niebo, a twoja wierność sam obłok. "" ",Niechaj Cię Panie
"""łaska być zbawić, z łaska móc tu stać. łaska usprawiedliwić i przez baranek krew. wzywać my Pan do siebie, przez twój w niebo tron. my łaska obdarzyć ton składać hołd ty składać hołd. "" ",Niechaj miłość Twa
""" święta imię Jezus, święta imię Jezus być na usta mój i w serce mój, w moc duch uwielbiać ty. nie mój w inny zbawienie, gdyż nie dać my człowiek inny imienie, w nim zbawienie być "" ",Niechaj zstąpi Duch Twój
""" święty, święty, święty, święty, święty Pan święty, święty, święty, święty bóg i Król otwierać serce swój podnosić ręka swój Król wejść i rozgościć się. "" ",Niepojęta łaska
""" Chrystus Pan karmia my swoje święta ciało, chwalić go na wiek duch cały wielbić Pan, bóg, zbawca jedyne, bo w nim sam odnajdować wszystek radość życie mój. Chrystus Pan karmia my swoje święta ciało, chwalić go na wiek wielbić bo chcieć wejrzeć z niebo na swój sługa uniżony, by ja odtąd wszyscy człowiek mogel zwać błogosławiona. Chrystus Pan karmia my swoje święta ciało, chwalić go na wiek sprawić w ja wielki dzieło w swój dobroć niepojęty, on, wszechmocny, on, duży, on sam jeden zawsze święty. Chrystus Pan karmia my swoje święta ciało, chwalić go na wiek on, który przez pokolenie pozostawać miłosierny, wobec to, kto on służyć i chcieć zostać on wierny. Chrystus Pan karmia my swoje święta ciało, chwalić go na wiek on, który swój moc objawiać, gdy wyniosłość serce uniżać, każdy zamiar może zburzyć, który pycha on ubliżać. Chrystus Pan karmia my swoje święta ciało, chwalić go na wiek w moc on odjąć władza, a wydźwignąć pokorny, wszyscy głodna zaspokoić, głód wstrząsnąć bogaty. Chrystus Pan karmia my swoje święta ciało, chwalić go na wiek on się ująć za swój lud, dziecko wiara Abraham, pomny na swój miłosierdzie, obietnica swój nie złamać. "" ","Niepojęty, niezmierzony"
""" alleluja, alleluja, amen, amen, alleluja. pokłonić się przed nim – on nasi Pan być pokłonić się przed nim – on nasi Pan amen, amen, alleluja. alleluja, alleluja, amen, amen, alleluja. Jezus Chrystus zmartwychwstać – on nasi Pan być Jezus Chrystus zmartwychwstać – on nasi Pan amen, amen, alleluja. alleluja, alleluja, amen, amen, alleluja. radować się bracia – on nasi Pan być radować się wszyscy – on nasi Pan. amen, amen, alleluja. alleluja, alleluja, amen, amen, alleluja. posyłać my duch – on nasi Pan być posyłać my duch – on nasi Pan. amen, amen, alleluja. "" ",O Panie Ty nam dajesz
""" Chrystus Pan, boży syn, zbawca nasz zgodzić się wziąć mój grzech, za ja umrzeć chcieć ażebybyć znać mój ogr wina i wiedzieć, że krew on zbawiać oczyszczać i leczyć. wywyższyć bądź Jezus, baranek mój, tybyć jedyny odkupiciel, tybyć mój Król. wywyższyć bądź boży baranek, przed twój tron dziś najwyższy składać hołd. "" ",O piękności niestworzona
""" któż być jak bóg? ponad wszyscy on, wzniosły on tron. Góra chylić się, ocean grzmieć, pan dawać hołd. chwalić Adonai, odkąd słońce budzić się aż zakończyć każdy dzienia. chwalić Adonai, wszyscy człowiek niech go czczy, z anioł wielbić go. "" ","O stworzycielu, Duchu przyjdź"
""" chwalić Pan niebios, chwalić go na cytra, chwalić Król świat, bo on bóg być. chwalić dusza moja Pan mój Król, chcieć chwalić Pan, jak długo być żyła chcieć śpiewać mój bóg, póki być istnieć, chcieć go wysławiać, śpiewać alleluja! chwalić Pan niebios, chwalić go na cytra, chwalić Król świat, bo on bóg być. szczęśliwy ten, który Pan być pomoc, kto mój nadzieja w pan bóg swój, w bóg, który stworzyć niebo i Ziemia, wszystko, co żyć śpiewać alleluja! chwalić Pan niebios, chwalić go na cytra, chwalić Król świat, bo on bóg być. Pan bóg królować, wesele się Ziemia, bóg twój Syjon przez pokolenie. on dać ci życie, on dać ci wszystko. śpiewać on wysławiać go alleluja! "" ",O wychwalajcie Go
""" chwalić łąka umaić, Góra, dolina zielone. chwalić, cienisty gaik, źródło i kręty strumyk! co igra z morze fala, w powietrze bujać skrzydło, chwalić z my pani świat, on dłoń nasz wieniec splatać. on dzieło boski korona, nad anioł wywyższyć; choć być pani niebo, ziemia, nie gardzić dar nasi. wdzięczny strumyk mruczeć, ptaszę słodki kwilić, i co czuj, i co żyć, niech z my sławić Maryja! "" ",Oczekuję Ciebie Panie
""" chwalić ty Pan i uwielbiać. wznosić w góra swoje ręka uwielbiać imię twój. bo wielkiś ty, wielki dzieło czynić dziś. nie dorównać ty nikt, nie dorównać ty nikt. "" ",Oczyść serce me
""" chwała bóg ojciec w chwała on syn, chwała ty duch, tworzyć jedno w on! śpiewać alleluja pan, alleluja, alleluja! "" ",Oddajmy cześć
""" ty cały dusza pragnąć i z tęsknota oczekiwać, jak spękać, zeschły ziemia, w czas posucha woda łaknąć. bóg, być moi bóg, ty z troska szukać. w twój świątynia ujrzeć pragnąć twój potęga, moc i chwała, bowiem twoja miłość, Pan, bardziej cenić niźli życie. bóg, być moi bóg, ty z troska szukać. póki tylko istnieć być, pragnąć ty chwalić, bóg, dusza moja pełny szczęście, być śpiewać ci z radość. bóg, być moi bóg, ty z troska szukać. być mój wspomożyciel, cień twój skrzydło dawać radość, cały serce lgnąć do ty, twój prawica ja prowadzić. bóg, być moi bóg, ty z troska szukać. "" ",Odnów mnie
""" do ty Pan wół dusza moja, tęskny ciało mój. gdy nie mój ty, moja serce ogarniać lęk. przyjść dotknąć ja, rozradować ja. Jezus, pragnąć blisko ty być, Jezus, w twój ramię się skryć. słodycz twój poznawać co dzień, przy serce twój trwać. "" ",Ofiaruję Tobie
""" do ja wrócić, zbawić ty, cały ziemia! bo jama być Pan i twój bóg jedyny. przyjść tu, zbawić wy, przyjść do Pan. bo on wasz Pan i wasz bóg jedyny. "" ",Oto ja poślij mnie
""" dobry być Pan dla ufny, dla dusza, który szukać go. wołać cały serce do Pan, niech łza twój płynąć jak rzeka powstanie i wołać po noc, jak woda wylewać swój serce. dobry być Pan dla ufny, dla dusza, który szukać go. nie być zamiar bóg odtrącić na wiek, gdy udręczyć, znów się zlitować w niezmierny swój dobroć, wzywać on imienie z otchłań grób, on rzec: „nie bać się” i powstać. dobry być Pan dla ufny, dla dusza, który szukać go. wspomnieć Pan o tym, co my spotkać, spojrzeć i przypatrzeć się nasz hańba: sługa panować nad my; ty ocalić my z on ręka. nawrócić my, a wrócić do ty. "" ",Oto jest dzień
"""archanioł boży Gabryjel , Posłan do Panna Maryja. z majestat trójca święta, tak sprawować poselstwo k'niej : Zdrowaś Panna, łaskiś pełny, Pan być z ty, to rzecz pewien. Panna się wielce zdumiały, z poselstwo, który słyszeć. Pokorniuchno się skłonić, jako Panna świątobliwy; zasmucić się z ten mowa, nic nie rzec Anioł. ale poseł z wysokość, napełnion boski mądrość, rzec on: """"nie bój się, Maryja, Najszczęśliwszaś Panna miła; - naleźćbyć łaska u Pan, oto począć on syn."""" Jezus nazwać imię on, być syn najwyższy - wielki z strona człowieczeństwo, a niezmierny z strona bóstwo. wieczny syn ojciec wieczny, zbawiciel świat cały."""" bóg ojciec wszechmocny, syn on miły i duch święty, bóg w trójca jedyne, dziękować w uniżność , za ten cud on miłość. "" ",Oto stoję u drzwi
""" dotknąć Pan moi oko, abybyć przejrzeć. dotknąć Pan moi warga, abybyć przemówić uwielbienie. dotknąć Pan mój serce i oczyścić on. niech twój święty duch dziś ogarniać ja. "" ",Otwórz me oczy o Panie
""" duch miłość wylewać się na my z przebić serce Jezus, Jezus. "" ",Oświeć drogę mą
""" duch święty! przyjść i rozpalić my i utulić my, miłość my dać. "" ",Pa-a-an jest pasterzem moim
""" duch święty, ogarnąć ja! otworzyć oko mój serce, napełnić miłość! duch święty, ja kochać ty! niech twój święta wola pełnia się! "" ",Pan - jest moim pasterzem
""" duch święty, powiać wiatr i z moc na my zstąpić bądź miłość w nasi serce światło ogarnąć my dać nowa oko, zesłać swój ogień i jedność z ty dać z cztery wiatr, przybyć duch powiać moc, ożywić my bądź wolność w nasi serce życie wypełnić my dać nowa oko, zesłać swój ogień i jedność z ty dać "" ",Pan blisko jest
""" duch święty przyjść niech wiara zagościć, Nadzieja zagościć, niech miłość zagościć w my. "" ",Pan mnie strzeże
"""duch święty, cudowny wiatr być wkoło my! nie odchodzić! "" ",Pan wywyższony
""" dusza mój, Pan chwalić, oddać bóg cześć, święty śpiewać pieśń. z moc wywyższać go, dusza mój, uwielbiać, bóg, ty! nowy dzienia wraz z wschód słońce znów nadejść czas, by ci śpiewać pieśń. cokolwiek być już za ja i to wszystko, co przed ja wiedzieć, być śpiewać, gdy nadejść zmrok. dusza mój, Pan chwalić, oddać bóg cześć, święty śpiewać pieśń. z moc wywyższać go, dusza mój, uwielbiać, bóg, ty! bogaty w miłość, gniew oddalać, Pan, twój serce miła, wielki imię twój. z wzgląd na twój dobroć być śpiewać ty pieśń, wiele powód, by uwielbiać ty. dusza mój, Pan chwalić, oddać bóg cześć, święty śpiewać pieśń. z moc wywyższać go, dusza mój, uwielbiać, bóg, ty! przyjść dzienia, gdy bez siła zostać, nadejść czas mój koniec tu. dusza mój być już na zawsze ty uwielbiać, w wieczność z ty piękno zabrzmieć pieśń. "" ",Panie dobry jak chleb
""" dzielić się wiara jak chleb, dać świadectwo nadzieja. bóg ofiarować my siebie i my mama się nim z człowiek dzielić. chleb to nie zabraknąć rozmnoża się podczas łamanie. potrzeba tylko ręka nasi i gotowość dawanie. dzielić się wiara jak chleb, dać świadectwo nadzieja. bóg ofiarować my siebie i my mama się nim z człowiek dzielić. nikt nie zapalać lampa, żeby on schować pod korzec. skoro bóg my światło natchnąć trzeba z tym światło iść w droga. dzielić się wiara jak chleb, dać świadectwo nadzieja. bóg ofiarować my siebie i my mama się nim z człowiek dzielić. odrzucić zwątpienie i trwoga, choć świat się śmiać z prorok musieć świadczyć odważnie w służba człowiek i bóg. "" ",Panie mój przychodzę dziś
"""dzięki, o Pan! składać dzięki, o wszechmogący nasz Król w niebo! za to, że daćbyć my wiara... za to, że daćbyć my miłość... dzięki, o Pan! składać dzięki, o wszechmogący nasz Król w niebo! za to, że daćbyć my siebie... ty my przebaczać grzech... dzięki, o Pan! składać dzięki, o wszechmogący nasz Król w niebo! ty my przywracać życie... za to, że być z my... dzięki, o Pan! składać dzięki, o wszechmogący nasz Król w niebo! ty śpiewać z radość... za to, że zmartwychwstaćbyć... dzięki, o Pan! składać dzięki, o wszechmogący nasz Król w niebo! za to, żebyć duch my zesłać... "" ",Panie pozostań
""" blisko, blisko, blisko być Pan mój blisko tak, że czuja tchnienie twój i przychodzić do ja już dotykać ja łaska przebaczenie karmić moja dusza "" ",Panu chwała i cześć
""" gdy kiedyś Pan powrócić znów, abybyć też tam były, gdy kiedyś Pan powrócić znów. gdy święty swój opuścić grób , abybyć też tam były, gdy kiedyś Pan powrócić znów. gdy bóg tron otocz w krąg, abybyć też tam były, gdy kiedyś Pan powrócić znów. gdy księga swój otworzyć bóg, abybyć też tam były, gdy kiedyś Pan powrócić znów. gdy po imienie wezwa Pan, abybyć też tam były, gdy kiedyś Pan powrócić znów. gdy uczta my zgotować bóg, abybyć też tam były, gdy kiedyś Pan powrócić znów. gdy zabrzmieć pieśń: alleluja, abybyć też tam były, gdy kiedyś Pan powrócić znów. "" ",Pewnej nocy łzy
""" gdy klęczeć przed ty modlić się i składać hołd wziąć ten dzienia, uczynić go swój i w ja miłość wzniecić Ave Maria Gratia plenum Dominus Tecum Benedicta tu wszystko ty dawać każdy sen i każdy myśl matka bóg, matka moja wznieść on przed boży tron Ave Maria Gratia plenum Dominus Tecum Benedicta tu gdy klęczeć przed ty widzieć twój radosny twarz każdy myśl, każdy słowo niech spocząć w dłoń twój Ave Maria Gratia plenum Dominus Tecum Benedicta tu "" ",Podnieś mnie Jezu
""" gdy schodzić się niech święty duch w my działo gdy schodzić się, by sławić imię twój wiedzieć dobrze, że gdy serce być otwarty błogosławić moc swój błogosławić bobyć obiecać to błogosławić moc swój "" ",Pokój Wam nie bójcie się
""" Gloria in excelsis Deo, Gloria Gloria! chwalić ty, błogosławić ty wielbić ty, wysławiać ty dzięki ci składać, bo wielki być chwała twoja. Pan bóg, Król niebo bóg ojciec wszechmogący Pan syn jednorodzony Jezus Chryste, Jezus Chryste, Jezus Chryste! Gloria in excelsis Deo, Gloria Gloria! Pan bóg, baranek boży, syn ojciec który gładzić grzech świat zmiłować się nad my, który gładzić grzech świat przyjm błaganie nasze, który siedzieć po prawica ojciec zmiłować się nad my. albowiem tylko tybyć być święty tylko tybyć być Pan tylko tybyć najwyższy Jezus Chryste z duch święta w chwała bóg ojciec amen amen amen amen amen! "" ",Pomódl się Miriam
""" godny, o godny być bóg, siedzący na tron, baranek wśród chwała, przyjąć wdzięczność siła i moc, błogosławieństwo i cześć. on Pan być od wiek na wiek. amen. być niezmiernie wciąż trwać w jedność i w prawda, oddawać ci hołd, miłość, wdzięczność, siła i moc, błogosławieństwo i cześć. on Pan być od wiek na wiek. amen. "" ",Powietrzem moim jest
""" Gwiazda zaranny, oblec w słońce - modlić się za my chwała ikona, dziewica posłuszny - modlić się za my Gwiazda przewodnia, służebnica pański - modlić się za my matka żyjąca, początek kościół - modlić się za my Bogarodzica, córa twój syn - modlić się za my znak nadzieja, mieszkanie mądrość - modlić się za my "" ",Prawda jedyna
iść w pokój a bóg Izrael niech spełnić prośba który do on zanieśćbyć. ,Przed obliczem Pana uniżmy się
""" ja wierzyć, że to Jezus, wierzyć, że on syn bóg być. on zemrzeć i powstać, aby żyć i za cena śmierć życie dać. ref wierzyć, że być tu teraz, stoa pośród my, mój moc my teraz uzdrawiać, mój przebaczenie dar. ja wierzyć ty Pan, wierzyć, że tybyć syn bóg być. zemrzećbyć i powstaćbyć, aby żyć, by za cena śmierć życie dać. RefWierzę, że tutaj być, stać pośród my, mieć moc my teraz uzdrawiać, mieć przebaczenie dar. "" ",Przed Tronem Twym
""" jak Dawid, kiedy przed bóg być, być tańczyć z wszyscy siła przed Pan, Król mój. jak Miriam grać na bęben swój, być klaskać z wszyscy siła przed Pan, Król mój. pokłonić się przed bóg, oddać on cześć, wielbić imię Jezus, śpiewać pan pieśń. "" ",Przychodzisz Panie
""" jak dobrze być dziękować ci Pan i śpiewać psalm twoje imienie i opowiadać rano twoja miłosierdzie, a w noc wierność twoja przy dziesięciostrunny harfa i lutnia i dźwięczny cytra... "" ",Przyjaciela mam
""" bo góra móc ustąpić i pagórek się zachwiać. ale miłość moja, miłość moja nigdy nie odstąpić od ty mówić Pan. "" ",Przyjacielu
""" jak ożywczy deszcz duch święty przyjść dotknąć nasi serce, rozpalić ogień żar. dziś przenikać my tchnienie moc swój, bądź my światło dzień i nadzieja serce. dziś przenikać my tchnienie moc swój, bądź my światło dzień i nadzieja serce. "" ",Przyjdź jak deszcz
""" to on, nasz Pan i Król odziać w majestat swój. Ziemia radować się, ziemia radować się. okrywa światłość go, uciekać ciemność i zło, drżeć na on głos, drżeć na on głos. jak wielki być bóg, jak wielki być bóg, jak wielki być nasz bóg. on czas w swój dłoń mój, od wiek na wiek trwać, początek, koniec on, początek, koniec on. jedyny w trójca bóg, ojciec, syn i duch, baranek być i Lew, baranek być i Lew. jak wielki być bóg, jak wielki być bóg, jak wielki być nasz bóg. na wiek godny być przyjąć chwała, moc i cześć, ogłaszać chcieć jak wielki być bóg. jak wielki być bóg, jak wielki być bóg, jak wielki być nasz bóg. "" ","Przywołaj mnie, Panie"
""" jeden chleb, co zmieniać się w Chrystus ciało, z wiele ziarno pszeniczny się rodzić. jedno wina, co się krew Chrystus stać, z sok wiele winna grono pochodzić. jak ten chleb co złączyć złoty ziarno, tak niech miłość łącze my ofiarny. jak ten kielich łącze kropla wiele, tak my, Chryste, w swoje złączyć kościół. o pasterz, zgromadzić w jeden swój owczarnia, zabłąkana owca, który ginąć, w jeden kościół zebrać na nowo i przygarnąć, bybyć jeden stal się rodzina. jak ten chleb co złączyć złoty ziarno, tak niech miłość łącze my ofiarny. jak ten kielich łącze kropla wiele, tak my, Chryste, w swoje złączyć kościół. na ramię swoje wziąć, o Pan, Tychy, co sam wrócić już nie móc! niechaj zjednoczenie cud się stan, prowadzić my ku niebo wspólny droga. jak ten chleb co złączyć złoty ziarno, tak niech miłość łącze my ofiarny. jak ten kielich łącze kropla wiele, tak my, Chryste, w swoje złączyć kościół. "" ",Raduje się Dusza ma
""" jeden być tylko Pan, tutaj być on dom. klęknąć wszyscy, który tu wchodzić, i razem chwalić go. miejsce to wybrać Pan, aby wysłuchać my. śpiewać wszyscy sługa w on dom, bóg oddać cześć! "" ",Rozpięty na ramionach
""" jedyny Pan, prawdziwy bóg wszystko co mama, oddawać on on jedyna Pan być Sz`mój Izrael "" ",Schowaj mnie
""" być jedno ciało, być jeden Pan, jednoczyć my w duch, bybyć razem szla. usta głosić chwała on, w ręka słowo on miecz. w moc odziać tak iść, zdobywać ziemia ten. być lud Król chwała, on święta naród, wybrana pokolenie, by objawiać on cześć. być lud Król chwała, on święta naród, wielbić Jezus, on być Król cały ziemia ten. "" ",Serce wielkie nam daj
