txt_pl_lem,date
"""Jezus móc całkowicie zbawiać  wiek ,    przystępować  bóg,  wciąż żyć,   wstawiać  .   potrzeba   arcykapłan: święty, niewinny, nieskalany, oddzielić  grzesznik, wywyższyć  niebiosa, ,    zobowiązać,   arcykapłan,  składać codzienny ofiara najpierw  swój grzech,  potem  grzech lud.   uczynić raz  , ofiarować  siebie. prawo  ustanawiać arcykapłan człowiek obciążyć słabość, słowo  przysięga, złożyć  nadać prawo, ustanawiać arcykapłan syn doskonały  wiek. sedno  wywód stanowić prawda:  mieć arcykapłan,  zasiąść  prawica tron majestat  niebiosa,  sługa świątynia  prawdziwy przybytek zbudować  Pan,    człowiek.   arcykapłan ustanawiać   składać dar  ofiara, przeto ,    mieć , CO  ofiarować.     Ziemia,     kapłan,    ,  składać ofiara  postanowienie prawo. usługiwać  obrazowy  cieniowy rzeczywistość niebieski.   Mojżesz mieć zbudować przybytek, zostać    pouczyć  bóg: """"baczyć,  uczynić   wzór,   zostać ukazać  góra"""".   Chrystus otrzymać  udział  tyle wzniosły służba,    stać  pośrednik dobry przymierze,  oprzeć zostać  dobry obietnica. przychodzić, bóg, pełnić  wola  chcieć ofiara krwawy   płód Ziemia,  otworzyć  ucho;  żądać całopalenie  ofiara  grzech.  powiedzieć: """" przychodzić. zwój księga    napisać: radość    pełnić  wola,  boży,   prawo mieszkać   serce"""". głosić  sprawiedliwość  wielki zgromadzenie   powściągać warga ,    wiedzieć, Pan.  radować  weselić   wszystek,   szukać,  ,  pragnąć  pomoc,   mówić: """"Pan  wielki"""". Jezus oddalić   swój uczeń  strona jezioro.  przyjść   wielki mnóstwo człowiek  Galilea.   Judea,  Jerozolima,  idumei  zajordania   okolica tyr  sydonu iść   mnóstwo wielki  wieść  ,   działać.  polecić swój uczeń,  łódka    stale  pogotowie  wzgląd  tłum,     napierać.   uzdrowić  wskutek  wszystek,  mieć  choroba, cisnąć   ,   dotknąć.  duch nieczysty,   widok, padać    wołać: """"  syn boży"""".   surowo  zabraniać,    ujawniać."" ",2019-01-24
"""kapłan Ezdrasz przynieść prawo  zgromadzenie,   uczestniczyć   mężczyzna,   kobieta   ,   zdolny słuchać.  czytać   księga, zwrócić  plac znajdować   brama wodny,  rano   południe  mężczyzna, kobieta  ,  móc rozumieć;  ucho  lud  zwrócić  księga prawo. pisarz Ezdrasz stanąć  drewniany podwyższenie,  zrobić   cel. Ezdrasz otworzyć księga  oko  lud – znajdować   wysoce   lud;    otworzyć,  lud powstać.  Ezdrasz błogosławić Pan, wielki bóg,   lud, podnieść ręka, odpowiedzieć: """"amen! amen!"""" potem oddać pokłon  paść  Pan  kolano, twarz  Ziemia. czytać    księga, księga prawo boży, dobitnie,  dodać objaśnienie,   lud rozumieć czytanie.  Nehemiasz,   namiestnik,  kapłan-pisarz Ezdrasz,   lewita,  pouczać lud, rzec   lud: """" dzień  poświęcić , bóg .   smutny   płakać!""""  lud  płakać,  usłyszeć  słowo prawo.  rzec  Nehemiasz: """"iść, spożywać potrawa świąteczny  pić słodki napój, posłać  porcja ,   gotowy  mieć:  poświęcić   dzień bóg .    przygnębiony,  radość     ostoja"""". słowo , Pan,  duch  życie prawo pański  doskonały  pokrzepiać dusza, świadectwo Pan  pewien, nierozważny uczyć mądrość.  słuszny nakaz radować serce, jaśnieć przykazanie Pan  olśniewać oko.bojaźń Pan  szczery  trwać  wiek, sąd Pan prawdziwy, wszystek razem słuszny.  znajść uznanie   słowo usta   myśl  serce, Pan,  opoka   zbawiciel.   starać  ułożyć opowiadanie  zdarzenie,   dokonać pośród ,     przekazać ,   początek  naoczny świadek  sługa słowo. postanowić    zbadać dokładnie   pierwszy chwila  opisać   kolej, dostojny Teofil,   móc przekonać  całkowity pewność nauka,   udzielić.  ow czas: powrócić Jezus moc duch  Galilea,  wieść   rozejść    okolica.   nauczać   synagoga, wysławiać  wszystek. przyjść   Nazaret,   wychować.  dzień szabat udać  swój zwyczaj  synagoga  powstać,  czytać. podać  księga prorok Izajasz. rozwinąć księga, znaleźć miejsce,   napisać: """"duch pański spoczywać  ,   namaścić  posłać ,  ubogi nieść dobry nowina, więzień głosić wolność,  niewidomy przejrzeć;  uciśniony odsyłać wolny,  obwoływać rok łaska Pan"""". zwinąć księga, oddać sługa  usiąść;  oko   synagoga    utkwić. począć  mówić  : """" spełnić   słowo pismo,  słyszeć""""."" ",2019-01-27
"""Chrystus  pośrednik nowy przymierze, ażeby  śmierć, ponieść  odkupić przestępstwo popełnić  pierwszy przymierze, ,   wezwać  wieczny dziedzictwo, dostąpić spełnienie obietnica. Chrystus  wejść   świątynia zbudować ręka ludzki,  odbić prawdziwy świątynia,    niebo,   wstawiać     oblicze bóg,    ,   wielekroć  mieć ofiarować,  arcykapłan,   rok wchodzić  świątynia  krew cudzić,    przypadek musieć cierpieć  raz  stworzyć świat.  tymczasem raz  ukazać    koniec wiek,  zgładzić grzech  ofiara   siebie.   postanowić człowiek raz umrzeć, potem  sąd,  Chrystus raz   ofiarować  zgładzić grzech , drugi raz ukazać    związek  grzech,   zbawić ,   oczekiwać. śpiewać ,  uczynić cud śpiewać  pieśń nowy,  uczynić cud. zwycięstwo  zgotować  prawica  święty ramię .Pan okazać swój zbawienie,  oko poganin objawić swój sprawiedliwość. wspomnieć  dobroć   wierność swój  dom Izrael.ujrzeć wszystek kraniec Ziemia zbawić bóg . wołać  radość  cześć Pan,  Ziemia, ciesać , weselić  grać.śpiewać   wtór cytra,  wtór cytra   dźwięk harfa.  trąba   głos róg,  oko Pan, Król,  radować. uczony  pismo,  przyjść  Jerozolima, mówić  Jezus: """"mieć Belzebub  moc władca zły duch wyrzucać zły duch"""".  Jezus przywołać   siebie  mówić   przypowieść: """" móc szatan wyrzucać szatan?   królestwo  wewnętrznie skłócić,  królestwo  móc  ostać.   dom wewnętrznie  skłócić,   dom   móc  ostać.   szatan powstać przeciw siebie    siebie skłócić,   móc  ostać,  koniec  . nikt  móc wejść  dom mocarz  sprzęt  zagrabić,  mocarz wpierw  związać,  dopiero  dom  ograbić. zaprawdę, powiadać : wszystek grzech  bluźnierstwo,    człowiek dopuścić,   odpuścić.    zbluźnić przeciw duch święty,   otrzymać odpuścić,  winny  grzech wieczny"""". mówić : """"mieć duch nieczysty""""."" ",2019-01-28
"""prawo, posiadać  cień przyszły dobra,    obraz rzecz,    ofiara, corocznie ciągle składać,  móc  udoskonalić ,  przystępować  bóg. czyż   przestać   składać,  składać , raz   oczyścić,  mieć   świadomość grzech?     rok następować przypomnieć grzech. niemożliwy  ,  krew cielec  kozieł usuwać grzech. przeto Chrystus, przychodzić  Świat, mówić: """"ofiara  dar  chcieć,   utworzyć ciało; całopalenie  ofiara  grzech  podobać  .  rzec:  iść –  zwój księga napisać   –  spełnić woleć , bóg"""". wysoce powiedzieć: """"ofiara, dar, całopalenie  ofiara  grzech  chcieć   podobać  """",  składać  zgodnie  prawo. następnie powiedzieć: """" iść,  spełnić woleć """". usuwać  ofiara,  ustanowić .  moc  wola uświęcić   ofiara ciało Jezus Chrystus raz  . przychodzić, bóg, pełnić  wola  Nadzieja czekało  Pan,   pochylić   . włożyć   usta pieśń nowy, śpiew   bóg. chcieć ofiara krwawy   płód Ziemia,  otworzyć  ucho;  żądać całopalenie  ofiara  grzech.  powiedzieć: """" przychodzić"""".głosić  sprawiedliwość  wielki zgromadzenie   powściągać warga ,    wiedzieć, Pan.sprawiedliwość   kryć  głąb serce, głosić  wierność  pomoc.  taić  łaska   wierność  wielki zgromadzenie. nadejść matka Jezus  brat  stać  dwór, posłać  ,   przywołać.  tłum człowiek siedzieć wokół ,   powiedzieć: """"  matka  brat  dwór szukać """". odpowiedzieć : """"któż   matka     brat?""""  spoglądać  siedzieć dokoła , rzec: """"  matka   brat.   pełnić woleć boży,    brat, siostra  matka""""."" ",2019-01-29
""" kapłan stary testament stawać codziennie  wykonywać swój służba   raz składać   ofiara,   miara  móc zgładzić Grzech.  przeciwnie, złożyć raz    ofiara  grzech, zasiąść  prawica bóg, oczekiwać , """" nieprzyjaciel  stanąć  podnóżek   stopa"""".   ofiara udoskonalić  wiek ,   uświęcać. dawać   świadectwo duch święty, skoro powiedzieć: """"  przymierze,  zawrzeć    ow dzień, mówić Pan: nadać prawo    serce,   myśl   wypisać.    grzech   nieprawość    wspomnieć"""".     odpuścić,     zachodzić potrzeba ofiara  grzech.  kapłan,   melchizedek rzec Pan  Pan : """"siąść   prawica,  uczynić  wróg podnóżek stopa """". Pan rozciągnąć moc  berło  Syjon: """"panować wśród swój nieprzyjaciel!  panowanie  dzień  triumf,  blask świętość,  łono jutrzenka zrodzić   rosa"""". Pan przysiąc    odwołać: """"  kapłan  wiek  wzór melchizedek"""". Jezus  zacząć nauczać  jezioro   wielki tłum człowiek zebrać   .  wejść  Łódź  usiąść  ,  jezioro,   tłum stać  brzeg jezioro. nauczać    przypowieść  mówić   swój nauka: """"słuchać:  siewca wyjść siać.   siać,  ziarno paść  droga;  przylecieć ptak,  wydziobać .  paść  grunt skalisty,   mieć  Ziemia,  wnet wzejść,    głęboko  gleba.  powschodzie słońce przypalić   uschnąć,   mieć korzeń.  paść  cierń,  cierń wybujać  zagłuszyć ,    wydać owoc.  wreszcie paść  Ziemia żyzny  wydawać plon, wschodzić  rosnąć;  przynosić plon trzydziestokrotny, sześćdziesięciokrotny  stokrotny"""".  dodać: """" mieć ucho  słuchać, niechaj słuchać!""""    , pytać  ,    , razem  dwanaście,  przypowieść.   odrzec: """" dan  tajemnica królestwo boży,   ,    ,  dziać   przypowieść,  „patrzyć uważnie,   widzieć, słuchać uważnie,   rozumieć,    nawrócić     odpuścić wino”.  mówić : """" rozumieć  przypowieść? jakże  zrozumieć  przypowieść? siewca siać słowo.    ,    droga:   siać  słowo,  skoro  usłyszeć, zaraz przychodzić szatan  porywać słowo   zasiać. podobnie zasiew  grunt skalisty  ,   usłyszeć słowo,  przyjmować   radość,   maić  siebie korzeń   niestały. potem  nastać ucisk  prześladować  powód słowo, zaraz  załamywać.  ,   zasiać  cierń:  ,  wprawdzie słuchać słowo,  troska  świat, ułuda bogactwo   żądza wciskać   zagłuszać słowo,   pozostawać bezowocny. wreszcie zasiać  Ziemia żyzny  ,  słuchać słowo, przyjmować   wydawać owoc: trzydziestokrotny, sześćdziesięciokrotny  stokrotny""""."" ",2019-01-30
""" panowanie jozjasza Pan skierować   następujący słowo: """"zanim ukształtować   łono matka, znać ,  przyjść  Świat, poświęcić , prorok  naród ustanowić .   przepasać biodro, wstać  mówić , CO  rozkazać.  lękać  ,   czas  napełnić lęk  .    czynić   twierdzić warowny, kolumna żelazny  mur  spiż przeciw  Ziemia, przeciw Król judzki   przywódca,  kapłan  lud  Ziemia.  walczyć przeciw ,   zdołać  zwyciężyć,      – mówić Pan –   ochraniać"""".  wysławiać pomoc , Pan  , Pan, ucieczka ,  wstyd  zaznać  wiek. wyzwolić   ratować   sprawiedliwość, nakłonić   swój ucho  zesłać ocalenie.   skała schronienie  zamek warowny,   ocalić,     opoka  twierdzić. bóg , wyrwać   ręka niegodziwiec. ,  boży,   Nadzieja, Pan,  ufać  młodość.    podpora  dzień narodziny,  łono matka  opiekun. usta  głosić  sprawiedliwość    dzień  pomoc. bóg,   uczyć   młodość    chwila głosić  cud.  Jezus przyjść  Nazaret, przemówić  lud  synagoga: """" spełnić   słowo pismo,  słyszeć"""".   przyświadczać   dziwić  pełny łaska słowo,  płynąć  usta .  mówić: """"    syn Józef?""""  rzec  : """" pewność powiedzieć   przysłowie: lekarz, uleczyć  siebie; dokonajże  ,  swój ojczyzna, , CO wydarzyć ,  słyszeć,  Kafarnaum"""".  dodać: """"zaprawdę, powiadać :  prorok   mile widzieć  swój ojczyzna. naprawdę, mówić :  wdowa   Izrael  czas Eliasz,  niebo pozostawać zamknąć  trzy rok  sześć miesiąc,   wielki głód panować   kraj;  Eliasz      zostać posłać,   ow wdowa  sarepcie sydoński.   trędowaty   Izrael  prorok Elizeusz,      zostać oczyścić,  Syryjczyk naaman"""".   słowo wszystek  synagoga unieść  gniew. porwać   miejsce, wyrzucić   miasto  wyprowadzić   urwisko góra,   zbudować   miasto,   strącić.  , przejść pośród , oddalić ."" ",2019-02-03
"""maić dokoła siebie  mnóstwo świadek, zrzucić wszelki ciężar,    Grzech,   łatwo zwodzić, biec wytrwale  wyznaczyć  zawód. patrzeć  Jezus,    Wiera przewodzić   wydoskonalać.   zamiast radość,   obiecywać, przecierpieć krzyż,  baczyć   hańba,  zasiąść  prawica  tron bóg. zważyć   ,   strona grzesznik  wielki wycierpieć wrogość wobec siebie,   ustawać, załamać  duch.   opierać    krew, walczyć przeciw Grzech. chwalić  ,   szukać wypełnić  ślub wobec czciciel bóg. ubogi  jeść  zostać nasycić,  chwalić Pan ,   szukać: """"serce   żyć  wiek"""".przypomnieć siebie  wrócić  Pan wszystek kraniec Ziemia, oddać  pokłon wszystek szczep pogański.   pokłonić  spać  Ziemia,   zgiąć  ,  stanąć  proch. dusza  żyć  , potomstwo    służyć, przyszły pokolenie   opowiedzieć.  sprawiedliwość  ogłosić lud,   narodzić: """"Pan  uczynić"""".  Jezus przeprawić   powrót Łódź  drugi brzeg jezioro Genezaret, zebrać  wielki tłum wokół ,      jezioro.  przyjść   przełożony synagoga, imienie jair.   ujrzeć, upaść   noga  prosić usilnie: """" córeczka dogorywać, przyjść  położyć   ręka,  ocaleć  żyła"""". pójść   ,  wielki tłum iść    zewsząd   napierać.  pewien kobieta  dwanaście rok cierpieć  upływ krew.  wycierpieć  różny lekarz   swój mienie wydać,     pomóc,  mieć   źle. posłyszeć  Jezus,  wejść  tył  tłum  dotknąć   płaszcz. mówić : """"  dotknąć  płaszcz,   zdrowy"""". zaraz  ustać  krwotok  poczuć  swój ciało,   uleczyć  dolegliwość.  Jezus  uświadomić siebie,  moc wyjść  . obrócić   tłum  zapytać: """" dotknąć  płaszcz?"""" odpowiedzieć  uczeń: """"widzieć,  tłum zewsząd  ściskać,  pytać:   dotknąć"""".   rozglądać ,  ujrzeć ,   uczynić.  kobieta podejść zalękniony  drżący,  wiedzieć, CO    stać, paść    wyznać   prawda.   rzec  : """"córka,  wiara  ocalić, iść  pokój  bądź wolny  swój dolegliwość"""".    mówić, przyszły człowiek  przełożony synagoga  donieść: """" córka umrzeć,   trudzić nauczyciel?""""  Jezus, słyszeć, CO mówić, rzec  przełożony synagoga: """" bać , wierzyć !""""   pozwolić nikt iść  siebie  wyjątek Piotr, Jakub  Jan, brat jakubowy.  przyjść  dom przełożony synagoga. widzieć zamieszanie, płakać  głośno zawodzić, wejść  rzec  : """" podnosić wrzawa  płakać? dziecko  umrzeć,  spać"""".  wyśmiewać .   odsunąć wszystek, wziąć  siebie  ojciec  matka dziecko  ,    ,  wejść ,  dziecko leżeć. ująć dziewczynka  ręka, rzec  : """"talitha kum"""",  znaczyć: """"dziewczynka, mówić , wstać!"""" dziewczynka  wstać  chodzić, mieć  dwanaście rok.  osłupieć wprost  zdumienie. przykazać    nacisk,  nikt     dowiedzieć,  polecić,   Dana jeść."" ",2019-02-05
"""  opierać    krew, walczyć przeciw Grzech,  zapomnieć  napomnienie,   bóg  zwracać     syn: """"syn ,  lekceważyć karcenie Pan,  upadać  duch,    doświadczać.   miłować Pan,  karcić, chłostać  ,   syn przyjmować"""". trwać  karność! bóg obchodzić      dziecko.    syn,   ojciec  karcić? wszelki karcenie  raz  wydawać  radosny,  smutny, potem  przynosić ,   doświadczyć, błogi plon sprawiedliwość.  wyprostować opadły ręka  osłabły kolano! prosty ślad czynić noga,   chromy,  zbłądzić,   raczej uzdrowić. starać   pokój     uświęcić,   nikt  zobaczyć Pan. baczyć,  nikt  pozbawić  łaska boży,   korzeń gorzki,  wyrastać  góra,  spowodować zamieszanie,     skalać  . bóg  łaskawy  swój czciciel błogosławić, dusza , Pan,  , CO   , święty imię . błogosławić, dusza , Pan   zapominać  wszystek  dobrodziejstwo. ojciec litować   dziecko,  Pan  litować  ,  cześć  oddawać. wiedzieć ,  czegośmy powstać, pamiętać,   proch. łaska Pan  wieczny   wyznawca,   sprawiedliwość   potomstwo,  ,  strzec  przymierze. Jezus przyjść  swój rodzinny miasto.  towarzyszyć   uczeń.   nadejść szabat, zacząć nauczać  synagoga;  , przysłuchiwać , pytać  zdziwienie: """"   ?  CO   mądrość,    Dana?   cud dziać    ręka!     Cieśla, syn Maryja,  brat Jakub, Józef, Juda  Szymon? czyż  żyć      siostra?""""  powątpiewać  .  Jezus mówić : """"  swój ojczyzna, wśród swój krewny   swój dom móc  prorok  lekceważyć"""".   móc  zdziałać  cud, jedynie   chory położyć ręka  uzdrowić . dziwić    niedowiarstwo. potem obchodzić okoliczny wieś  nauczać."" ",2019-02-06
""" przyjść  namacalny  płonący ogień,  mgła,  ciemność  burza    grzmieć trąba    dźwięk słowo,  wszystek,   usłyszeć, prosić,     mówić.   straszny   zjawisko,  Mojżesz powiedzieć: """"zatrwożyć   drżeć"""".   przyjść  góra Syjon,  miasto bóg żywy – Jeruzalem niebieski,  niezliczony liczba anioł,  uroczysty zgromadzenie,   kościół pierworodny,   zapisać  niebiosa,  bóg,  sądzić wszystek,  duch człowiek sprawiedliwy,   dojść  cel,  pośrednik nowy testament – Jezus,  pokropić krew,  przemawiać mocno  krew Abel.  swój świątynia łaska okazać wielki  Pan  godny wielki chwała  miasto bóg . święto  góra, wspaniały wzniesienie, radość   Ziemia.góra Syjon, kres północ,  miasto wielki Król. bóg  zamek swój okazać  obrona.CO słyszeć,  zobaczyć  miasto Pan zastęp,  miasto  bóg. bóg  umacniać  wiek.rozważać, bóg, łaskawość   wnętrze  świątynia.  imię , bóg,   chwała  sięgać  kraniec Ziemia. prawica  pełny  sprawiedliwość. Jezus przywołać  siebie dwanaście  zacząć rozsyłać   . dać   władza  duch nieczysty  przykazać ,    siebie  brać  droga prócz laska:  chleb,  torba,  pieniądz  trzos. """" iść obuć  sandał   wdziewać  suknia"""".  mówić  : """"   dom wejść, zostać ,  stamtąd wyjść.    miejsce   przyjąć     słuchać, wychodzić stamtąd, strząsnąć proch  noga   świadectwo  """".   wyjść  wzywać  nawracać . wyrzucać   zły duch,   chory namaszczać olej  uzdrawiać."" ",2019-02-07
""" rok śmierć Król Ozjasz ujrzeć Pan zasiadać  wysoki  wyniosły tron,  tren  szata wypełnieć świątynia. serafin stać  ;    mieć  sześć skrzydło.  wołać   drugi: """"święty, święty, święty  Pan zastęp.  Ziemia pełny   chwała"""".  głos ,  wołać, zadrgać futryna drzwi,  świątynia napełnić  dym.  powiedzieć: """"biadać !  zgubić! wszak  mąż  nieczysty warga  mieszkać pośród lud  nieczysty warga,  oko  oglądać Król, Pan zastęp!"""" wówczas przylecieć     serafin, trzymać  ręka węgiel,  szczypce wziąć  ołtarz. dotknąć  usta   rzec: """" dotknąć   warga,  wina  zmazać, zgładzić  grzech"""".  usłyszeć głos Pan mówić: """" mieć posłać?    pójść?"""" odpowiedzieć: """" , posłać !"""" wobec anioł psalm zaśpiewać    sławić, Pan,   serce,  usłyszeć słowo usta .  śpiewać  psalm wobec anioł, pokłon  oddać   święty przybytek.  sławić  imię  łaska  wierność ,    wywyższyć  imię  obietnica. wysłuchać ,   wzywać, pomnożyć moc  dusza.wszystek Król Ziemia  dziękować , Pan,  usłyszeć słowo usta .   opiewać droga Pan: """"zaprawdę, chwała Pan  wielki!""""wybawiać   prawica. Pan    dokonać. Pan, TWA łaska trwać  wiek,  porzucać dzieło ręka swój. pewien raz –  tłum cisnąć   Jezus,  słuchać słowo boży,   stać  jezioro Genezaret – zobaczyć  Łódź stać  brzeg; rybak  wyjść    płukać sieć. wejść   Łódź,  należeć  Szymon, poprosić ,  nieco odbić  brzeg. potem usiąść   Łódź nauczać tłum.  przestać mówić, rzec  Szymon: """"wypłynąć  głębia  zarzucić sieć  połów!""""  Szymon odpowiedzieć: """"mistrz,  noc pracować    ułowić.    słowo zarzucić sieć"""". skoro  uczynić, zagarnąć  wielki mnóstwo Ryba,  sieć  zaczynać  rwać. skinąć   współtowarzysz  drugi Łódź,   przyjść  pomoc.  podpłynąć;  napełnić oba Łódź,     zanurzać. widzieć , Szymon Piotr przypaść Jezus  kolano  rzec: """"wyjść  , Pan,   człowiek grzeszny"""".   ,  wszystek  towarzyszyć  zdumienie wprawić połów Ryba,  dokonać;   Jakub  Jan, syn Zebedeusz,   wspólnik Szymon.  Jezus rzec  Szymon: """" bać , odtąd człowiek  łowić"""".  wciągnąć Łódź  ląd, zostawić   pójść  ."" ",2019-02-10
"""bóg rzec: """"niechaj  zaroić woda  istota żywy,  ptactwo niechaj rok  Ziemia,  sklepienie niebo!""""  stworzyć bóg wielki potwór morski  wszelki rodzaj pływać istota żywy,  zaroić  woda,  wszelki ptactwo skrzydlaty różny rodzaj. bóg, widzieć,   dobry, pobłogosławić   słowo: """" płodny  mnożyć ,  zapełniać woda  morze,  ptactwo niechaj  rozmnażać  Ziemia"""".   upłynąć wieczór  poranek – dzień piąty. potem bóg rzec: """"niechaj Ziemia wydać istota żywy różny rodzaj: bydło, zwierzę pełzać  dziki zwierzę   rodzaj!""""  stać  : bóg uczynić różny rodzaj dziki zwierzę, bydło  wszelki zwierzę pełzać  Ziemia.  widzieć bóg,   dobry.  wreszcie rzec bóg: """"uczynić człowiek   obraz, podobny .  panować  Ryby morski,  ptactwo podniebny,  bydło,  Ziemia   wszystek zwierzę pełzać  Ziemia!"""" stworzyć  bóg człowiek  swój obraz,  obraz boży  stworzyć: stworzyć mężczyzna  niewiasta.   bóg  błogosławić, mówić  : """" płodny  rozmnażać ,  zaludnić Ziemia  uczynić  siebie poddana;  panować  ptactwo podniebny,  Ryby morski   wszystek zwierzę pełzać  Ziemia"""".  rzec bóg: """"  dawać wszelki roślina przynosić ziarno   Ziemia  wszelki drzewo,  owoc mieć  siebie nasienie:     pokarm.   wszelki zwierzę polny   wszelki ptactwo podniebny,   , CO  poruszać  Ziemia  mieć  siebie pierwiastka życie,  pokarm wszelki trawa zielony"""".    stać.  bóg widzieć,  , CO uczynić,   dobry.   upłynąć wieczór  poranek – dzień szósty.    zostać ukończyć niebo  Ziemia  wszystek zastęp  stworzenie.   bóg ukończyć  dzień szósty swój dzieło,   pracować, odpocząć dzień siódmy   swój Trudzia,  podjąć.  bóg pobłogosławić  siódmy dzień  uczynić  święty;    dzień odpocząć   swój praca,  wykonać, stwarzać.   dziać początek  stworzyć niebo  Ziemia.   przedziwny imię , Pan!  patrzeć   niebo, dzieło palec ,  Księżyc  gwiazda,   utwierdzić:   człowiek,    pamiętać,  syn człowieczy,  troszczyć   ?uczynić  niewiele mały  anioł, uwieńczyć  cześć  chwała. obdarzyć  władza  dzieło ręka ,  złożyć   stopa:owca  bydło wszelaki,  dziki zwierzę, ptak niebieski  Ryba morski, , CO szlaka morze przemierzać.  Jezus zebrać  faryzeusz   uczyć  pismo,  przybyć  Jerozolima.  zauważyć,  niektóry   uczeń brać posiłek nieczysty,  znaczyć  obmyć ręka. faryzeusz ,   ogół Żyd, trzymać  tradycja stary,  jeść,  siebie ręka  obmyć, rozluźniać pięść.   wrócić  rynek,  jeść, dopóki   obmyć.     zwyczaj,  przejąć   przestrzegać,  obmywać kubek, dzbanek, naczynie miedziany. zapytać   faryzeusz  uczony  pismo: """"  uczeń  postępować  tradycja stary,  jeść nieczysty ręka?"""" odpowiedzieć : """"słusznie prorok Izajasz powiedzieć  , obłudnik,   napisać: „ lud czcić  warga,  serce swój    .  czcić   próżno, uczyć zasada podać  człowiek”. uchylić przykazanie boży,  trzymać  ludzki tradycja, dokonywać obmywać dzbanek  kubek.    podobny rzecz czynić"""".  mówić  : """"sprawnie uchylać boży przykazanie,  swój tradycja zachować. Mojżesz  powiedzieć: „czcić ojciec swój  matka swój”, : „ złorzeczyć ojciec  matka,  śmierć ponieść”.   mówić: „  powiedzieć ojciec  matka: korban,  znaczyć dar złożyć  ofiara  , CO mieć    wsparcie  ” –    pozwalać   uczynić  ojciec   matka.  znosić słowo boży  wzgląd   tradycja,  siebie przekazać.     podobny rzecz czynić""""."" ",2019-02-12
""" Pan bóg uczynić Ziemia  niebo,     krzew polny  Ziemia   trawa polny   wzejść –  Pan bóg  zsyłać deszcz  Ziemia,    człowiek,   uprawiać Ziemia,  nurt woda wypływać  Ziemia,     nawadniać  powierzchnia gleba.   Pan bóg ulepić człowiek  proch Ziemia  tchnąć   nozdrze tchnienie życie, wskutek  stać  człowiek istota żywy.  zasadzić ogród  eden  wschód, Pan bóg umieścić  człowiek,  ulepić.  rozkaz Pan bóg wyrosnąć  gleba wszelki drzewo miły  wygląd  smaczny owoc rodzić  drzewo życie  środek  ogród  drzewo poznać dobry  zło. Pan bóg wziąć zatem człowiek  umieścić   ogród eden,  uprawiać   doglądać.   przykazać Pan bóg człowiek: """" wszelki drzewo  ogród móc spożywać  wola,   drzewo poznać dobro  zło  wolno  jeść,     spożyć, niechybnie umrzeć"""". chwalić  błogosławić, dusza , Pan błogosławić, dusza , Pan, bóg , Pan,    wielki! odziać  majestat  piękno, światło okryć  płaszcz. czekać  ,  dać  pokarm  właściwy czas.   dawać, zbierać,  otwierać swój ręka, sycić   dobro. odbierać  oddech, marnieć   proch  obracać. stwarzać , napełniać swój duch,  odnawiać oblicze Ziemia. Jezus przywołać  tłum  siebie  rzec  : """"słuchać , ,  zrozumieć!   wchodzić  zewnątrz  człowiek, CO móc uczynić  nieczysty;  , CO wychodzić  człowiek,  czynić człowiek nieczysty.  mieć ucho  słuchać, niechaj słuchać!""""   oddalić  tłum  wejść  dom, uczeń pytać    przypowieść. odpowiedzieć : """"   niepojętny ?  rozumieć,    , CO  zewnątrz wchodzić  człowiek,  móc uczynić  nieczysty;   wchodzić   serce,   żołądek,  zostawać wydalić  zewnątrz"""".  uznać wszystek potrawa  czysty.  mówić : """"CO wychodzić  człowiek,  czynić  nieczysty.  wnętrze ,  serce ludzki pochodzić zły myśl, nierząd, kradzież, zabójstwo, cudzołóstwo, chciwość, przewrotność, podstęp, wyuzdanie, zazdrość, obelga, pycha, głupota.   zło  wnętrze pochodzić  czynić człowiek nieczysty""""."" ",2019-02-13
"""Paweł  Barnaba powiedzieć  Żyd: „należeć głosić słowo boży najpierw . skoro  odrzucać    uznawać   niegodny życie wieczny, zwracać   pogan.   nakazać  Pan: """"ustanowić  światłość  poganin,   zbawienie   kraniec Ziemia”. poganin słyszeć  radować   wielbić słowo pański,  , przeznaczyć  życie wieczny, uwierzyć. słowo pański rozszerzać    kraj. iść  głosić świat Ewangelia chwalić Pan, wszystek naród, wysławiać , wszystek lud,  potężny    łaska,  wierność Pan trwać  wiek. spośród swój uczeń wyznaczyć Pan   siedemdziesiąt   wysłać     siebie   miasto  miejscowość,   przyjść zamierzać. powiedzieć   : """"żniwo wprawdzie wielki,  robotnik ; prosić  Pan żniwo,  wyprawić robotnik  swój żniwo. iść,   posyłać  owca  wilki.  nosić  siebie trzos  torba,  sandał;  nikt  droga  pozdrawiać.    dom wejść, najpierw mówić: „pokój  dom!”   mieszkać człowiek godny pokój,  pokój spocząć  ;  , powrócić  .    dom zostać, jeść  pić, CO maić:  zasługiwać robotnik  swój zapłata. przechodzić  dom  dom.    miasto wejść  przyjąć , jeść, CO  podać; uzdrawiać chory,   ,  mówić : „przybliżyć    królestwo boży”."" ",2019-02-14
