txt_pl_lem,date
"""być jeszcze młoda, zanim zacząćbyć podróżować, szukaćbyć jawnie mądrość w modlitwa. u bram świątynia prosićbyć o on i aż do koniec szukać on być. z powód on kwiat, jakby dojrzewać winogrono, serce mój się w on rozradować, noga moja wstąpić na prosta droga, od młodość moja iść on ślad. nakłonićbyć tylko trochę ucha mój, a już on otrzymaćbyć i znaleźćbyć dla siebie rozległy wiedza. postąpićbyć w on, a temu, który dać mi mądrość, chcieć oddać cześć. postanowićbyć bowiem wprowadzić on w czyn, zapłonąćbyć gorliwość o dobro i nie doznaćbyć wstyd. dusza moja walczyć o on i z cały staranność usiłowaćbyć zachować prawo. ręka wyciągaćbyć w góra, a błąd przeciwko on opłakiwaćbyć. skierowaćbyć ku on moja dusza i znaleźćbyć on dzięki czystość. z on od początek zyskaćbyć rozum, dlatego nie być opuszczony. Pan mój dziedzictwo, moi przeznaczenie zachować ja, bóg, bo chronić się do ty, mówić do Pan: „tybyć być Pan moi”. Pan moi dziedzictwo i przeznaczenie, to on mój los zabezpieczać.błogosławić Pan, który dać mi rozsądek, bo serce napominać ja nawet noc. zawsze stawiać siebie Pan przed oko, on być po moja prawica, nic ja nie zachwiać.ty ścieżka życie mi ukazać, pełnia twoja radość i wieczny rozkosz po twoja prawica. Jezus powiedzieć do swoje uczeń:"""" jak ja umiłować ojciec, tak i ja wy umiłowaćbyć. wytrwać w miłość moja! jeśli być zachowywać moja przykazanie, być trwać w miłość moja, tak jak ja zachowaćbyć przykazanie ojciec mój i trwać w on miłość. to wy powiedziećbyć, aby radość moja w wy była i aby radość wasz była pełny. to być moja przykazanie, abybyć się wzajemnie miłować, tak jak ja wy umiłowaćbyć. nikt nie mój duży miłość od ten, gdy ktoś życie swoje oddawać za przyjaciel swoje. wy być przyjaciel moi, jeżeli czynić to, co wy przykazywać.już wy nie nazywać sługa, bo sługa nie wiedzieć, co czynić pan on, ale nazwaćbyć wy przyjaciel, albowiem oznajmićbyć wy wszystko, co usłyszećbyć od ojciec mój. nie wybyć ja wybrać, ale ja wy wybraćbyć i przeznaczyćbyć wy na to, abybyć szla i owoc przynosić i by owoc wasz trwać, aby wszystko dać wy ojciec, o cokolwiek go prosić w imię moja. to wy przykazywać, abybyć się wzajemnie miłować""""."" ",2019-03-04
"""kto zachowywać prawo, mnożyć ofiara, a kto zważać na przykazanie, składać ofiara biesiadny. kto świadczyć dobrodziejstwo, jakby przynosić ofiara z przedni mąka, a kto dawać jałmużna, jakby składać ofiara uwielbienie. odejście od zło być miła pan, a odejście od niesprawiedliwość być jak ofiara przebłagalny. nie pokazować się przed Pan z próżny ręka, wszystko to bowiem czynić się według przykazanie. dar ofiarny sprawiedliwy namaszczać ołtarz tłustość, a przyjemny on zapach unosić się przed najwyższy. ofiara mąż sprawiedliwy być miła, a pamiątka z on nie pójść w zapomnienie. chwalić Pan hojny dar i nie umniejszać pierwocina ręka twoi! przy każdy dar twarz rozpogodzić i z wesele poświęcić dziesięcina! dawać najwyższy tak, jak on ci dawać, hojnie, na miara swój możliwości, ponieważ Pan być tym, który odpłacać i siedem raz dużo oddać ty. nie starać się przekupić go dar, bo nie być przyjęty, ani nie pokładać nadzieja w ofiara niesprawiedliwy, ponieważ Pan być sędzia, który nie mój wzgląd na osoba. temu, kto prawy, ukazać zbawienie """"zgromadzić mi moi umiłowana, który przez ofiara zawrzeć z ja przymierze"""". niebiosa zwiastować boży sprawiedliwość, albowiem sam bóg być sędzia.""""posłuchać, mój lud, gdyż być przemawiać i być świadczyć przeciw ty, Izrael: ja być bóg, twoi bóg. nie oskarżać ty za twoja ofiara, bo twój całopalenie zawsze być przed ja""""""""składać bóg dziękczynny ofiara, spełnić swoje ślub wobec najwyższy. kto składać dziękczynny ofiara, ten cześć mi oddawać, a tym, który postępować uczciwie, ukazać bóg zbawienie"""". Piotr powiedzieć do Jezus: """"oto my opuścićbyć wszystko i pójśćbyć za ty"""". Jezus odpowiedzieć: """"zaprawdę, powiadać wy: nikt nie opuszczać dom, bracia, siostra, matka, ojciec, dziecko lub pole z powód ja i z powód Ewangelia, żeby nie otrzymać stokroć dużo teraz, w tym czas, dom, bracia, siostra, matka, dziecko i pole, wśród prześladowanie, a życie wieczny w czas przyszły. lecz wiele pierwsza być ostatni, a ostatni pierwsza""""."" ",2019-03-05
"""Mojżesz powiedzieć do lud: """"patrzeć! kłaść dziś przed ty życie i szczęście, śmierć i nieszczęście. ja dziś nakazywać ci miłować Pan, bóg twój, i chodzić on droga, zachowywać on polecenie, prawa i nakaz, abybyć żyła i mnożyć się, a Pan, bóg twój, być ci błogosławić w kraj, który iść posiąść. ale jeśli swój serce odwrócić, nie usłuchać, zbłądzić i być oddawać pokłon cudze bóg, służyć im – oświadczać wy dzisiaj, że na pewno zginąć, niedługo zabawić na ziemia, który iść posiąść, po przejście Jordan. brać dziś przeciwko wy na świadek niebo i ziemia, kłaść przed wy życie i śmierć, błogosławieństwo i przekleństwo. wybierać więc życie, abybyć żyć wy i wacha potomstwo, miłować Pan, bóg swój, słuchać on głos, lgnąć do on; bo tu być twoja życie i długi trwanie twój pobyt na ziemia, który Pan poprzysięgnąć dać przodek twoi: Abraham, Izaak i Jakub"""". szczęśliwy człowiek, który ufać pan szczęśliwy człowiek, który nie id za rada występny, nie wchodzić na droga grzesznik i nie zasiadać w grono szyderca, lecz w prawie pańskie upodobać siebie i rozmyślać nad nim dzień i noc.on być jak drzewo zasadzić nad płynąć woda, który wydawać owoc w swoje czas. list on nie więdnąć, a wszystko, co czynić, być udany.co inny grzesznica: być jak plewa, który wiatr rozmiatać. albowiem droga sprawiedliwy być pan znana, a droga występny zaginąć. Jezus powiedzieć do swoje uczeń: """"syn człowieczy muszy wiele wycierpieć: być odrzucić przez starszyzna, arcykapłan i uczona w pismo; zostać zabity, a trzeci dzień zmartwychwstanie"""". potem mówić do wszyscy: """"jeśli ktoś chcieć iść za ja, niech się zaprzeć sam siebie, niech co dzień brać krzyż swój i niech ja naśladować. bo kto chcieć zachować swoje życie, stracić on, a kto stracić swój życie z mój powód, ten on zachować. bo cóż za korzyść dla człowiek, jeśli cały świat zyskać, a siebie zatracić lub szkoda ponieść?"""""" ",2019-03-07
"""Mojżesz powiedzieć do lud: """"kapłan wziąć koszyk z twoi ręka i położyć go przed ołtarz Pan, bóg twój. a ty wówczas wypowiedzieć te słowo wobec Pan, bóg swój: „ojciec mój, tułacz Aramejczyk, zstąpić do Egipt, przybyć tam w niewielki liczba człowiek i tam się rozrosnąć w naród ogromny, silny i liczny. Egipcjanin źle się z my obchodzić, gnębić my i nałożyć na my ciężki robot przymusowy. wtedy wołaćbyć do Pan, bóg ojciec nasi. Pan usłyszeć nasze wołanie, wejrzeć na nasz nędza, nasz trud i nasze uciemiężyć. wyprowadzić my Pan z Egipt mocny ręka i wyciągnąć ramię wśród wielki groza, znak i cud. przyprowadzić my na to miejsce i dać my ten kraj opływać w mleko i miód. teraz oto przynieśćbyć pierwocina płody ziemia, który daćbyć mi, Pan”. rozłożyć on przed Pan, bóg swoje. oddać pokłon pan, bóg swój"""". bądź z ja, Pan, w moi utrapienie kto się w opieka oddać najwyższy i w cień wszechmocny mieszek, mówić do Pan: """"ty być moja ucieczka i twierdza, bóg mój, który ufać"""".nie przystąpić do ty niedola, a cios nie dosięgnąć twoje namiot. bo rozkazać swoje anioł, aby ty strzec na wszyscy twój droga.być ty nosić na ręka, abybyć stop nie urazić o kamień. być stąpać po wąż i żmija, a lew i smok podeptać.""""ja go wybawić, bo przylgnąć do ja, osłonić go, bo poznać moja imię. być ja wzywać, a ja go wysłuchać i być z nim w utrapienie, wyzwolić go i sława obdarzyć"""". pełny duch święty, powrócić Jezus znad Jordan, a wieść być przez duch na pustynia czterdzieści dzień, i być kusić przez diabeł. nic przez ow dzień nie jeść, a po on upływ poczuć głód. rzec on wtedy diabeł: """"jeśli być syn boży, powiedzieć temu kamień, żeby stać się chleb"""". odpowiedzieć on Jezus: """"napisać być: „nie sam chleb żyć człowiek”. wówczas powieść go diabeł w góra, pokazać on w jeden chwila wszystek królestwo świat i rzec do on: """"ty dama potęga i wspaniałość to wszystko, bo ja być poddana i móc on dać, kto zechcieć. jeśli więc upaść i oddać mi pokłon, wszystko być twoja"""". lecz Jezus on odrzec: """"napisać być: „pan, bóg swój, być oddawać pokłon i on sam służyć być”. zawieść go też do Jerozolima, postawić na szczyt narożnik świątynia i rzec do on: """"jeśli być syn boży, rzucić się stąd w dół. być bowiem napisać: „Anioł swoje dać rozkaz co do ty, żeby ty strzec, i na ręka nosić ty być, bybyć przypadek nie urazić swój noga o kamień”. lecz Jezus on odeprzeć: """"powiedzieć: „nie być wystawiać na próba Pan, bóg swój”. gdy diabeł dopełnić cały kusić, odstąpić od on do czas."" ",2019-03-10
"""Pan powiedzieć do Mojżesz: """"przemowa do cały społeczność izraelita i powiedzieć im: być święta, bo ja być święty, Pan, bóg wasz! nie być kraść, nie być kłamać, nie być oszukiwać jeden drugi. nie być przysięgać fałszywie na moja imię. byćby to zbezcześcić imienie bóg twój. ja być Pan! nie być uciskać bliźni, nie być go wyzyskiwać. zapłata najemnik nie być pozostawać w twoi dom przez noc aż do poranek. nie być złorzeczyć głuchy. nie być kładnąć przeszkoda przed niewidoma, ale być się bać bóg twój. ja być Pan! nie być wydawać niesprawiedliwy wyrok. nie być stronniczy na korzyść ubogi, ani nie być miał wzgląd dla bogaty. sprawiedliwie być sądzić bliźni. nie być szerzyć oszczerstwo między krewna, nie być czyhać na życie bliźni. ja być Pan! nie być żywić w serce nienawiść do brat. być upominać bliźni, aby nie ponieść wina z on powód. nie być szukać pomsta, nie być żywić uraz do syn twój lud, ale być miłować bliźni jak siebie sam. ja być Pan!"""" słowo twój, Pan, być duch i życie prawo pańskie być doskonały i pokrzepiać dusza, świadectwo Pan być pewne, nierozważny uczyć mądrość. on słuszny nakaz radować serce, jaśnieć przykazanie Pan i olśniewać oko.bojaźń Pan być szczery i trwać na wiek, sąd Pan prawdziwy, wszystek razem słuszny. niech znajda uznanie przed ty słowo usta moi i myśl mój serce, Pan, moja opoka i mój zbawiciel. Jezus powiedzieć do swoje uczeń: """"gdy syn człowieczy przyjść w swój chwała, a z nim wszyscy anioł, wtedy zasiąść na swoje tron pełny chwała. i zgromadzić się przed nim wszystek naród, a on oddzielić jeden człowiek od druga, jak pasterz oddzielać owca od kozieł. owca postawić po prawa, a kozieł po swój lewy strona. wtedy odezw się Król do ten po prawa strona: „pójść, błogosławiony u ojciec moje, wziąć w posiadanie królestwo, przygotować dla wy od założenie świat! bo byćbyć głodny, a daćbyć mi jeść; byćbyć spragniony, a daćbyć mi pić; byćbyć przybysz, a przyjąćbyć ja; byćbyć nagi, a przyodziaćbyć ja; byćbyć chory, a odwiedzićbyć ja; byćbyć w więzienie, a przyjśćbyć do ja”. wówczas zapytać sprawiedliwy: „Pan, kiedy widziećbyć ty głodna i nakarmićbyć ty? albo spragniony i daćbyć ci pić? kiedy widziećbyć ty przybysz i przyjąćbyć ty, lub nagi i przyodziaćbyć ty? kiedy widziećbyć ty chora lub w więzienie i przyjśćbyć do ty?” a Król im odpowiedzieć: „zaprawdę, powiadać wy: wszystko, co uczynićbyć jeden z ten bracia moi mały, ja uczynićbyć”. wtedy odezw się i do ten po lewy strona: „iść precz od ja, przeklęty, w ogień wieczny, przygotować diabeł i on anioł! bo byćbyć głodny, a nie daćbyć mi jeść; byćbyć spragniony, a nie daćbyć mi pić; byćbyć przybysz, a nie przyjąćbyć ja; byćbyć nagi, a nie przyodziaćbyć ja; byćbyć chory i w więzienie, a nie odwiedzićbyć ja”. wówczas zapytać i ci: „Pan, kiedy widziećbyć ty głodna albo spragniony, albo przybysz, albo nagi, kiedy chora albo w więzienie, a nie usłużyćbyć ty?” wtedy odpowiedzieć im: „zaprawdę, powiadać wy: wszystko, czego nie uczynićbyć jeden z ten mały, to i ja nie uczynićbyć”. i pójść ci na wieczny kara, sprawiedliwy zaś do życie wieczny""""."" ",2019-03-11
"""tak mówić Pan bóg: """"podobnie jak ulewa i śnieg spadać z niebo i tam nie powracać, dopóki nie nawodnić ziemia, nie użyźnić on i nie zapewnić urodzaj, tak iż wydawać nasienie dla siewca i chleb dla jeść, tak słowo, który wychodzić z usta moi, nie wracać do ja bezowocny, zanim wpierw nie dokonać to, co chciećbyć, i nie spełnić pomyślnie swój posłannictwo"""". bóg sprawiedliwy wyzwalać z niedola wysławiać razem z ja Pan, wspólnie wywyższać on imię. szukaćbyć pomoc u Pan, a on ja wysłuchać i wyzwolić od wszelki trwoga.spojrzeć na on, a rozpromienić się radość, oblicze wacha nie zapłonąć wstyd. oto zawołać biedak i Pan go usłyszeć, i uwolnić od wszelki ucisk.oko Pan zwrócić na sprawiedliwy, ucho on otwarty na on wołanie. Pan zwracać swój oblicze przeciw zło czynić, by pamięć o on wymazać z ziemia.Pan słyszeć wołająca o pomoc i ratować on od wszelki udręka. Pan być blisko człowiek skruszony w serce, ocalać upadły na duch. Jezus powiedzieć do swoje uczeń: """"modlić się, nie być gadatliwy jak pogan. on myśl, że przez wzgląd na swój wielomówstwo być wysłuchać. nie być podobny do on! albowiem wiedzieć ojciec wasz, czego wy potrzeba, zanim jeszcze go poprosić. wy zatem tak się modlić: ojciec nasz, który być w niebo, niech się święty twoja imię! niech przyjść twoja królestwo; niech twoja wola się spełniać na ziemia, tak jak w niebo. nasze chleb powszedni dać my dzisiaj; i przebaczyć my nasze wina, tak jak i my przebaczać tym, który przeciw my zawinić; i nie dopuścić, abybyć uległy pokus, ale my zachować od złe. jeśli bowiem przebaczyć człowiek on przewinienie, i wy przebaczyć ojciec wasz niebieski. lecz jeśli nie przebaczyć człowiek, ojciec wasz nie przebaczyć wy także wasi przewinienie""""."" ",2019-03-12
"""Pan przemówić do Jonasz po raz drugi ten słowo: """"wstać, iść do Niniwy, wielki miasto, i głosić on upomnienie, który ja ci zlecać"""". Jonasz wstać i pójść do Niniwy, jak powiedzieć Pan. Niniwa była miasto bardzo rozległy – na trzy dzień droga. począć więc Jonasz iść przez miasto jeden dzienia droga i wołać, i głosić: """"jeszcze czterdzieści dzień, a Niniwa zostać zburzyć"""". i uwierzyć mieszkaniec Niniwy bóg, ogłosić post i przyoblec się w wór od najstarszy do młody. dojść ta sprawa do król Niniwy. powstać więc z tron, zdjąć z siebie płaszcz, przyoblec się w wór i usiąść na popiół. z rozkaz król i on dostojnik zarządzić i ogłosić w Niniwie, co następować: """"człowiek i zwierzę, bydło i trzoda niech nic nie jeść, niech się nie paść i woda nie pić. człowiek i zwierzę niech przyoblec się w wór. niech żarliwie wołać do bóg! niechaj każdy odwrócić się od swoje złe postępowanie i od nieprawość, który popełniać swoje ręka. kto wiedzieć, może się zwrócić i ulitować bóg, odstąpić od zapalczywość swój gniew, i nie zginąć? """" zobaczyć bóg on czyn, że odwrócić się od złe postępowanie. i ulitować się bóg nad niedola, który postanowić na on sprowadzić, i nie zesłać on. serce skruszony nie pogardzić, Pan zmiłować się nad ja, bóg, w łaskawość swój, w ogrom swój litość zgładzić moja nieprawość. obmyć ja zupełnie z moja wina i oczyścić ja z grzech moje.stworzyć, bóg, w ja serce czysta i odnowa w ja moc duch. nie odrzucać ja od swój oblicze i nie odbierać mi święty duch swój.ofiara bowiem ty się nie radować, a całopalenie, choćbybyć dać, nie przyjąć. bóg, moja ofiara być duch skruszony, pokorny i skruszony serce ty, bóg, nie gardzić. gdy tłum się gromadzić, Jezus zacząć mówić: """"to plemię być plemię przewrotny. żądać znak, ale żaden znak nie być on dan, prócz znak Jonasz. jak bowiem Jonasz stać się znak dla mieszkaniec Niniwy, tak być syn człowieczy dla to plemię. królowa z południe powstanie na sąd przeciw człowiek to plemię i potępić on; ponieważ on z kraniec ziemia przybyła słuchać mądrość Salomon, a oto tu być coś dużo niż Salomon. człowiek z Niniwy powstać na sąd przeciw temu plemię i potępić on; ponieważ on dzięki nawoływać Jonasz się nawrócić, a oto tu być coś dużo niż Jonasz""""."" ",2019-03-13
"""królowa Estera zwrócić się do Pan, przejęty niebezpieczeństwo śmierć. i błagać Pan, bóg Izrael, mówić: """"Pan mój, Król nasz, ty być jedyny, wspomóc ja samotny, maić poza ty wspomożyciel, bo niebezpieczeństwo być niejako w moja ręka. słyszećbyć od młodość moja w pokolenie moi ojczyste, że ty, Pan, wybraćbyć Izrael spośród wszyscy naród i ojciec nasi z wszyscy on przodek na wieczysty dziedzictwo i uczynićbyć im wszystko, co zapowiedziećbyć. wspomnieć, Pan, dać się rozpoznać w chwila nasze udręczenie i dodać mi odwaga, Król bóg i władca nad wszyscy władca. włożyć stosowny mowa w moja usta przed oblicze lew i zwrócić on serce ku nienawiść do wróg nasze, aby zginąć on sam i ci, który być z nim jeden myśl. wybawić my ręka twoja i wspomóc ja opuszczony i maić nikt poza ty, Pan, który wiedzieć wszystko"""". Pan ja wysłuchać, kiedy go wzywaćbyć być ty sławić, Pan, z cały serce, bo usłyszećbyć słowo usta moi. być śpiewać ci psalm wobec anioł, pokłon ci oddać w twoi święta przybytek.i być sławić twój imię za łaska i wierność twoja, bo ponad wszystko wywyższyćbyć twój imię i obietnica. wysłuchaćbyć ja, kiedy ty wzywaćbyć, pomnożyćbyć moc moja dusza.wybawiać ja twoja prawica. Pan za ja wszystko dokonać. Pan, twój łaska trwać na wiek, nie porzucać dzieło ręka swoje. Jezus powiedzieć do swoje uczeń: """"prosić, a być wy dana; szukać, a znajść; kołatać, a otworzyć wy. albowiem każdy, kto prosić, otrzymywać; kto szukać, znajdować; a kołatać otworzyć. gdy któryś z wy syn prosić o chleb, czy być taki, który podać on kamień? albo gdy prosić o ryba, czy podać on wąż? jeśli więc wy, choć zły być, umieć dawać dobre dar swoje dziecko, to o ileż bardziej ojciec wasz, który być w niebo, dać to, co dobre, tym, który go prosić. wszystko więc, co chciećbybyć, żeby wy człowiek czynić, i wy im czynić. albowiem to być istota prawa i prorok""""."" ",2019-03-14
"""o Pan, bóg mój, wielki i straszliwy, który dochowywać wiernie przymierze tym, co ty kochać i przestrzegać twoi przykazanie. zgrzeszyćbyć, zbłądzićbyć, popełnićbyć nieprawość i zbuntowaćbyć się, odstąpićbyć od twoi przykazanie. nie byćbyć posłuszny twoi sługa, prorok, który przemawiać w twoi imienie do nasi król, do nasi przywódca, do nasi przodek i do cały ludność kraj. u ty, Pan, sprawiedliwość, a u my wstyd na twarz, jak to być dziś u my – mieszkaniec Juda i Jerozolima, i cały Izrael, u bliscy i daleki, w wszyscy kraj, dokąd on wypędzićbyć z powód niewierność, jaka ci okazały. Pan! wstyd na nasi twarz, nasi król, nasi przywódca i nasi ojciec, bo zgrzeszyćbyć przeciw ty. ale Pan, bóg nasz, być miłosierny i okazować łaskawość, mimo że zbuntowaćbyć się przeciw on i nie słuchaćbyć głos Pan, bóg nasze, by postępować według wskazanie, który my dać przez swoje sługa, prorok. nie czynić my, Pan, według nasi grzech czy wiecznie być się gniewać? nie pamiętać my wina przodek nasi, niech szybko my spotkać twoja zmiłowanie, gdyż bardzo być słaby.wspomóc my, bóg, nasz zbawca, dla chwała twoje imienie; wyzwolić my i odpuścić my grzech przez wzgląd na swoje imię.niech jęk pojmany dojść do ty i moc twój ramię ocalić na śmierć skazana. my zaś, lud twój i owca twoja trzoda, być wielbić ty na wiek i przez pokolenie głosić twoja chwała. Jezus powiedzieć do swoje uczeń: """"być miłosierny, jak ojciec wasz być miłosierny. nie sądzić, a nie być sądzić; nie potępiać, a nie być potępiony; odpuszczać, a być wy odpuścić. dawać, a być wy dana; miara dobry, ubić, utrząść i wypełnić ponad brzeg wsypać w zanadrze wacha. odmierzyć wy bowiem taka miara, jaka wy mierzyć""""."" ",2019-03-18
"""Pan skierować do Natan następujący słowo: „iść i powiedzieć moje sługa Dawid: to mówić Pan: """"kiedy wypełnić się twoja dzień i spocząć obok swój przodek, wtedy wzbudzić po ty potomek twoje, który wyjść z twoi wnętrzności, i utwierdzić on królestwo. on zbudować dom imienie mój, a ja utwierdzić tron on królestwo na wiek. ja być on ojciec, a on być mi syn. przed ja dom twój i twoja królestwo być trwać na wiek. twój tron być utwierdzić na wiek”. on potomstwo być trwało wiecznie być na wiek śpiewać o łaska Pan, moi usta twój wierność być głosić przez wszystek pokolenie. albowiem powiedziećbyć: """"na wiek ugruntować być łaska"""", utrwalićbyć swój wierność w niebios.""""zawrzećbyć przymierze z moi wybraniec, przysięgnąćbyć moje sługa, Dawid: utrwalić twoja potomstwo na wiek i tron twój umocnić na wszystek pokolenie"""".""""on być wołać do ja: „tybyć być ojciec moi, moi bóg, opoka mój zbawienie”. na wiek zachować dla on łaska i trwała z nim być moja przymierze"""". Jakub być ojciec Józef, mąż Maryja, z który narodzić się Jezus, zwać Chrystus. z narodzenie Jezus Chrystus być tak. po zaślubiny matka on, Maryja, z Józef, wpierw nim zamieszkały razem, znaleźć się brzemienny za sprawa duch święty. mąż on, Józef, który być człowiek prawa i nie chcieć narazić on na zniesławienie, zamierzać oddalić on potajemnie. gdy powziąć ten myśl, oto anioł pański ukazać on się w sen i rzec: „Józef, syn Dawid, nie bój się wziąć do siebie Maryja, twój małżonka; albowiem z duch święty być to, co się w on począć. porodzić syn, który nadać imię Jezus, on bowiem zbawić swój lud od on grzech”. zbudzić się z sen, Józef uczynić tak, jak on polecić anioł pański."" ",2019-03-19
"""Księga_Jeremiasza 17, 5-10 tak mówić Pan: """"przeklęty mąż, który pokładać nadzieja w człowiek i który w ciało upatrywać swój siła, a od Pan odwracać swój serce. być on podobny do dziki krzew na step, nie dostrzegać, gdy przychodzić szczęście; wybierać miejsce spalony na pustynia, ziemia słony i bezludny. błogosławiony mąż, który pokładać ufność w pan, i Pan być on nadzieja. być on podobny do drzewo zasadzić nad woda, co swój korzenie puszcza ku strumień; nie obawiać się, gdy nadejść upał, bo zachować zielone list; także w rok posucha nie doznawać niepokój i nie przestawać wydawać owoc. serce być zdradliwy niż wszystko inny i niepoprawny – któż on zgłębić? ja, Pan, badać serce i doświadczać nerka, bybyć móc każdy oddać stosownie do on postępowanie, według owoc on uczynek"""" szczęśliwy człowiek, który ufać pan szczęśliwy człowiek, który nie id za rada występny, nie wchodzić na droga grzesznik i nie zasiadać w grono szyderca, lecz w prawie pańskie upodobać siebie i rozmyślać nad nim dzień i noc.on być jak drzewo zasadzić nad płynąć woda, który wydawać owoc w swoje czas. list on nie więdnąć, a wszystko, co czynić, być udany.co inny grzesznica: być jak plewa, który wiatr rozmiatać. albowiem droga sprawiedliwy być pan znana, a droga występny zaginąć. Jezus powiedzieć do faryzeusz: """"żyła pewien człowiek bogaty, który ubierać się w purpura i bisior i dzienia w dzienia ucztować wystawnie. u bram on pałac leżeć żebrak pokryć wrzód, imienie Łazarz. pragnąć on nasycić się odpadek z stół bogacz. a także pies przychodzić i lizać on wrzód. umrzeć żebrak i anioł zanieść go na łono Abraham. umrzeć także bogacz i zostać pogrzebać. gdy cierpieć męka w otchłań, podnieść oko, ujrzeć z daleki Abraham i Łazarz na on łono. i zawołać: „ojciec Abraham, ulitować się nad ja i przysłać Łazarz, aby koniec swój palec umoczyć w woda i ochłodzić mój język, bo strasznie cierpieć w tym płomień”. lecz Abraham odrzec: „wspomnieć, syn, że za życie otrzymaćbyć swoje dobra, a Łazarz w podobny sposób – niedola; teraz on tu doznawać pociecha, a ty męka cierpieć. a ponadto między my a wy zionąć ogromny przepaść, tak że nikt, choćby chcieć, stąd do wy przejść nie może ani stamtąd nie przedostawać się do my”. tamten rzec: „prosić ty więc, ojciec, posłać go do dom moje ojciec. mama bowiem piąć bracia: niech on ostrzec, żeby i on nie przyszły na to miejsce męka”. lecz Abraham odeprzeć: „Maja Mojżesz i prorok, niechże on słuchać!” „nie, ojciec Abraham – odrzec tamten – lecz gdyby ktoś z umarła pójść do on, to się nawrócić”. odpowiedzieć on: „jeśli Mojżesz i prorok nie słuchać, to choćby ktoś z umarła powstać, nie uwierzyć”."" ",2019-03-21
"""Księga_Rodzaju 37, 3-4. 12-13a. 17b-28 Izrael miłować Józef bardziej niż wszyscy inny swój syn, jako urodzony w podeszły on lato. sprawić on też długi szata z rękaw. bracia Józef, widzieć, że ojciec kochać go bardziej niż on wszyscy, tak go znienawidzić, że nie mogel zdobyć się na to, aby przyjaźnie z nim rozmawiać. kiedy bracia Józef pójść paść trzoda do Sychem, Izrael rzec do on: """"czyż twoi bracia nie paść trzoda w Sychem? chcieć ty posłać do on"""". Józef udać się więc za swój brat i znaleźć on w Dotain. on ujrzeć go z daleki i zanim się do on przybliżyć, postanowić podstępnie go zgładzić, mówić między siebie: """"oto tam nadchodzić ten, który miewać sen! teraz zabić go i wrzucić do którykolwiek studnia, a potem powiedzieć: dzik zwierz go pożreć. zobaczyć, co być z on sen!"""" gdy to usłyszeć Ruben, postanowić ocalić go z on ręka; rzec więc: """"nie zabijać go!"""" i mówić Ruben do on: """"nie doprowadzać do rozlew krew. wrzucić go do studnia, który być tu na pustkowie, ale nie podnosić na on ręka"""" – po to, by wybawić go z on ręka, a potem zwrócić go ojciec. gdy Józef przybyć do swój bracia, on zedrzeć z on odzienie – długi szata z rękaw, który miał na siebie. i pochwycić go, wrzucić do studnia: studnia ta była pusta, bez woda.kiedy potem zasiąść do posiłek, podnieść oko, ujrzeć z dala iść z Gileadu kupiec izmaelskich, który wielbłąd nieść wonny korzenie, żywica i olejek pachnący; ciągnąć on, wieźć to do Egipt. wtedy Juda rzec do swój bracia: """"cóż my przyjść z to, gdy zabić nasze brat i nie ujawnić nasz zbrodnia? chodzić, sprzedać go Izmaelitom! nie podnosić ręka na on, wszak być on nasi brat!"""" i usłuchać go bracia. i gdy kupiec madianicki mijać on, bracia, wyciągnąć śpiesznie Józef z studnia, sprzedać go Izmaelitom za dwadzieścia sztuk srebro, a ci zabrać go z siebie do Egipt. wspomnieć cud, który Pan bóg zdziałać. Pan przywołać głód na ziemia i odebrać cały zapas chleb. wysłać przed on mąż: Józef, który sprzedać w niewola.kajdany ścisnąć on noga, on kark zakuć w żelazo, aż się spełnić on przepowiednia i poświadczyć on słowo pańskie.Król posłać, aby go uwolnić, wyzwolić go władca lud. ustanowić go pan nad swoje dom, władca cały posiadłości swój. Jezus powiedzieć do arcykapłan i starsza lud: """"posłuchać inny przypowieść: być pewien gospodarz, który założyć winnica. otoczyć on mur, wykopać w on tłocznia, zbudować wieża, w koniec oddać on w dzierżawa rolnik i wyjechać. gdy nadejść czas zbiór, posłać swoje sługa do rolnik, by odebrać plon on należny. ale rolnica chwycić on sługa i jeden obić, drugi zabić, trzeci zaś ukamienować. wtedy posłać inny sługa, dużo niż za pierwsza razem, lecz i z on tak samo postąpić. w koniec posłać do on swój syn, tak siebie myśleć: uszanować moje syn. lecz rolnica, zobaczyć syn, mówić do siebie: „to być dziedzic; chodzić, zabić go, a posiąść on dziedzictwo”. chwycić go, wyrzucić z winnica i zabić. kiedy więc przybyć właściciel winnica, co uczynić z ow rolnik?"""" rzec on: """"nędznik marnie wytracić, a winnica oddać w dzierżawa inny rolnik, taki, który on być oddawać plon w właściwy por"""". Jezus im rzec: """"czy nigdy nie czytaćbyć w pismo: „ten właśnie kamień, który odrzucić budujący, stać się głowica węgieł. Pan to sprawić, i być cud w nasi oko”. dlatego powiadać wy: królestwo bóg być wy zabrać, a dana naród, który wydać on owoc"""". arcykapłan i faryzeusz, słuchać on przypowieść, poznać, że o on mówić. toteż starać się go pochwycić, lecz bal się tłum, ponieważ miał go za prorok."" ",2019-03-22
