txt_pl_lem,date
"""nie polegać na swój bogactwo i nie mówić: """"on ja wystarczyć"""". nie dać się uwieść żądza i sil, by iść za zachcianka swój serce. nie mówić: """"któż mieć nad ja panować?"""" albowiem Pan z cały pewność wymierzyć ty sprawiedliwość. nie mówić: """"zgrzeszyćbyć i cóż ja się stać?"""" albowiem Pan być cierpliwy. nie być bez obawa CO do przebaczyć, bybyć mieć dodawać grzech do grzech. nie mówić: """"wielki być on miłosierdzie, zgładzić mnóstwo mój grzech!"""" u on bowiem być miłosierdzie, ale i gniew, a na grzesznik spaść on zapalczywość. nie odwlekać nawrócenie do Pan ani nie odkładać z dzień na dzień; nagle bowiem gniew on przyjść i zginąć w czas odpłata. nie polegać na bogactwo niesprawiedliwie nabyć, nic ten bowiem nie pomóc w dzień klęska. szczęśliwy człowiek, który ufać pan szczęśliwy człowiek, który nie iść za rada występny, nie wchodzić na droga grzesznik i nie zasiadać w grono szyderca, lecz w prawo pański upodobać siebie i rozmyślać nad on dzień i noc.on być jak drzewo zasadzić nad płynąć woda, który wydawać owoc w swój czas. liście on nie więdnąć, a wszystko, CO czynić, być udany.CO inny grzesznik: być jak plewa, który wiatr rozmiatać. albowiem droga sprawiedliwy być pan znana, a droga występny zaginąć. Jezus powiedzieć do swój uczeń: """"kto wy podać kubek woda do pić, dlatego że należycie do Chrystus, zaprawdę, powiadać wy, nie utracić swój nagroda. a kto by się stać powód grzech dla jeden z ten mały, który wierzyć, temu dobrze byćby kamień młyński uwiązać u szyja i wrzucić on w morze. jeśli zatem twój ręka być dla ty powód grzech, odciąć on; dobrze być dla ty ułomny wejść do życie wieczny, niż z dwa ręka pójść do piekło w ogień nieugaszony. i jeśli twój noga być dla ty powód grzech, odciąć on; dobrze być dla ty chromy wejść do życie, niż z dwa noga być wrzucić do piekło. jeśli twój oko być dla ty powód grzech, wyłupać on; dobrze być dla ty jednooki wejść do królestwo boży, niż z dwa oko być wrzucić do piekło, gdzie robak on nie ginąć i ogień nie gasnąć. bo każdy ogień być posolić. dobry być sól; lecz jeśli sól smak swój utracić, coże on przyprawić? mieć sól w siebie i zachowywać pokój między siebie""""."" ",2019-02-28
"""gdy sit się przesiewać, zostawać odpadek, podobnie błąd człowiek przy on ocena. piec poddawać próba naczynie garncarz, a sprawdzian człowiek być on wypowiedź. jak o uprawa drzewo świadczyć on owoc, tak mowa o zamysł serce człowiek. nie chwalić mąż przed wypowiedź, to bowiem być próba dla człowiek. dobrze być śpiewać ty, Pan bóg dobrze być dziękować pan, śpiewać twój imienie, wysoki, rano głosić twój łaskawość, a wierność twój noc.sprawiedliwy zakwitnąć jak palma, rozrosnąć się jak cedr na Liban. zasadzić w dom pański rozkwitnąć na dziedziniec nasz bóg.nawet i w starość wydać owoc, zawsze pełnia życiodajny sok, aby świadczyć, że Pan być sprawiedliwy, on mój opoka i nie mieć w on nieprawość. Jezus opowiedzieć uczeń przypowieść: """"czy móc niewidomy prowadzić niewidomy? czy nie wpaść w dół obydwa? uczenie nie przewyższać nauczyciel. lecz każdy, dopiero w pełnia wykształcony, być jak on nauczyciel. czemu to widzieć drzazga w oko swój brat, a nie dostrzegać belka w własny oko? jak móc mówić swój brat: „brat, pozwolić, że usunąć drzazga, który być w twój oko”, podczas gdy sam Belka w swój oko nie widzieć? obłudnik, usunąć najpierw Belka z swój oko, a wtedy przejrzeć, ażeby usunąć drzazga z oko brat swój. nie mieć drzewo dobry, który by wydawać zły owoc, ani też drzewo zły, który by dobry owoc wydawać. po własny owoc bowiem poznawać się każdy drzewo; nie zrywać się figa z cierń, ani z krzak jeżyna nie zbierać się winogrono. dobry człowiek z dobry skarbiec swój serce wydobywać dobro, a zły człowiek z zły skarbiec wydobywać zło. bo z obfitość serce mówić on usta""""."" ",2019-03-03
"""być jeszcze młody, zanim zacząćbyć podróżować, szukaćbyć jawnie mądrość w modlitwa. u bram świątynia prosićbyć o on i aż do koniec szukać on być. z powód on kwiat, jakby dojrzewać winogrono, serce mój się w on rozradować, noga mój wstąpić na prosty droga, od młodość mój iść on ślad. nakłonićbyć tylko trochę ucho mój, a już on otrzymaćbyć i znaleźćbyć dla siebie rozległy wiedza. postąpićbyć w on, a to, który dać ja mądrość, chcieć oddać cześć. postanowićbyć bowiem wprowadzić on w czyn, zapłonąćbyć gorliwość o dobro i nie doznaćbyć wstyd. dusza mój walczyć o on i z cały staranność usiłowaćbyć zachować prawo. ręka wyciągaćbyć w góra, a błąd przeciwko on opłakiwaćbyć. skierowaćbyć ku on mój dusza i znaleźćbyć on dzięki czystość. z on od początek zyskaćbyć rozum, dlatego nie być opuścić. Pan mój dziedzictwo, mój przeznaczenie zachować ja, bóg, bo chronić się do ty, mówić do Pan: „tyś być Pan mój”. Pan mój dziedzictwo i przeznaczenie, to on mój los zabezpieczać.błogosławić Pan, który dać ja rozsądek, bo serce napominać ja nawet noc. zawsze stawiać siebie Pan przed oko, on być po mój prawica, nic ja nie zachwiać.ty ścieżka życie ja ukazać, pełnić twój radość i wieczny rozkosz po twój prawica. Jezus powiedzieć do swój uczeń:"""" jak ja umiłować ojciec, tak i ja wy umiłowaćbyć. wytrwać w miłość mój! jeśli być zachowywać mój przykazanie, być trwać w miłość mój, tak jak ja zachowaćbyć przykazanie ojciec mój i trwać w on miłość. to wy powiedziećbyć, aby radość mój w wy być i aby radość wasz być pełny. to być mój przykazanie, abybyć się wzajemnie miłować, tak jak ja wy umiłowaćbyć. nikt nie mieć duży miłość od ten, gdy ktoś życie swój oddawać za przyjaciel swój. wy być przyjaciel mój, jeżeli czynić to, CO wy przykazywać.już wy nie nazywać sługa, bo sługa nie wiedzieć, CO czynić Pan on, ale nazwaćbyć wy przyjaciel, albowiem oznajmićbyć wy wszystko, CO usłyszećbyć od ojciec mój. nie wyście ja wybrać, ale ja wy wybraćbyć i przeznaczyćbyć wy na to, abybyć iść i owoc przynosić i by owoc wasz trwać, aby wszystko dać wy ojciec, o cokolwiek on prosić w imię mój. to wy przykazywać, abybyć się wzajemnie miłować""""."" ",2019-03-04
"""kto zachowywać prawo, mnożyć ofiara, a kto zważać na przykazanie, składać ofiara biesiadny. kto świadczyć dobrodziejstwo, jakby przynosić ofiara z przedni mąka, a kto dawać jałmużna, jakby składać ofiara uwielbienie. odejście od zło być miły pan, a odejść od niesprawiedliwość być jak ofiara przebłagalny. nie pokazować się przed Pan z próżny ręka, wszystko ten bowiem czynić się według przykazanie. dar ofiarny sprawiedliwy namaszczać ołtarz tłustość, a przyjemny on zapach unosić się przed najwyższy. ofiara mąż sprawiedliwy być miły, a pamiątka z on nie pójść w zapomnienie. chwalić Pan hojny dar i nie umniejszać pierwocina ręka twój! przy każdy dar twarz rozpogodzić i z wesele poświęcić dziesięcina! dawać najwyższy tak, jak on ty dawać, hojnie, na miara swój możliwość, ponieważ Pan być to, który odpłacać i siedem raz dużo oddać ty. nie starać się przekupić on dar, bo nie być przyjąć, ani nie pokładać Nadzieja w ofiara niesprawiedliwy, ponieważ Pan być sędzia, który nie mieć wzgląd na osoba. to, kto prawy, ukazać zbawienie """"zgromadzić ja mój umiłowany, który przez ofiara zawrzeć z ja przymierze"""". niebiosa zwiastować boży sprawiedliwość, albowiem sam bóg być sędzia.""""posłuchać, mój lud, gdyż być przemawiać i być świadczyć przeciw ty, Izrael: ja być bóg, twój bóg. nie oskarżać ty za twój ofiara, bo twój całopalenie zawsze być przed ja""""""""składać bóg dziękczynny ofiara, spełnić swój ślub wobec najwyższy. kto składać dziękczynny ofiara, ten cześć ja oddawać, a to, który postępować uczciwie, ukazać boży zbawienie"""". Piotr powiedzieć do Jezus: """"oto my opuścićbyć wszystko i pójśćbyć za ty"""". Jezus odpowiedzieć: """"zaprawdę, powiadać wy: nikt nie opuszczać dom, brat, siostra, matka, ojciec, dziecko lub pole z powód ja i z powód Ewangelia, żeby nie otrzymać stokroć więcej teraz, w ten czas, dom, brat, siostra, matka, dziecko i pole, wśród prześladowanie, a życie wieczny w czas przyszły. lecz wiele pierwszy być ostatni, a ostatni pierwszy""""."" ",2019-03-05
"""Mojżesz powiedzieć do lud: """"patrzeć! kłaść dziś przed ty życie i szczęście, śmierć i nieszczęście. ja dziś nakazywać ty miłować Pan, bóg twój, i chodzić on droga, zachowywać on polecenie, prawo i nakaz, abybyć żyć i mnożyć się, a Pan, bóg twój, być ty błogosławić w kraj, który iść posiąść. ale jeśli swój serce odwrócić, nie usłuchać, zbłądzić i być oddawać pokłon cudzy bóg, służyć on – oświadczać wy dzisiaj, że na pewno zginąć, niedługo zabawić na Ziemia, który iść posiąść, po przejść Jordan. brać dziś przeciwko wy na świadek niebo i Ziemia, kłaść przed wy życie i śmierć, błogosławieństwo i przekleństwo. wybierać więc życie, abybyć żyć wy i wasz potomstwo, miłować Pan, bóg swój, słuchać on głos, lgnąć do on; bo tu być twój życie i długi trwanie twój pobyt na Ziemia, który Pan poprzysiąc dać przodek twój: Abraham, Izaak i Jakub"""". szczęśliwy człowiek, który ufać pan szczęśliwy człowiek, który nie iść za rada występny, nie wchodzić na droga grzesznik i nie zasiadać w grono szyderca, lecz w prawo pański upodobać siebie i rozmyślać nad on dzień i noc.on być jak drzewo zasadzić nad płynąć woda, który wydawać owoc w swój czas. liście on nie więdnąć, a wszystko, CO czynić, być udany.CO inny grzesznik: być jak plewa, który wiatr rozmiatać. albowiem droga sprawiedliwy być pan znana, a droga występny zaginąć. Jezus powiedzieć do swój uczeń: """"syn człowieczy musieć wiele wycierpieć: być odrzucić przez starszyzna, arcykapłan i uczyć w pismo; zostać zabić, a trzeci dzień Zmartwychwstanie"""". potem mówić do wszyscy: """"jeśli ktoś chcieć iść za ja, niech się zaprzeć sam siebie, niech CO dzień brać krzyż swój i niech ja naśladować. bo kto chcieć zachować swój życie, stracić on, a kto stracić swój życie z mój powód, ten on zachować. bo cóż za korzyść dla człowiek, jeśli cały Świat zyskać, a siebie zatracić lub szkoda ponieść?"""""" ",2019-03-07
"""Mojżesz powiedzieć do lud: """"kapłan wziąć koszyk z twój ręka i położyć on przed ołtarz Pan, bóg twój. a ty wówczas wypowiedzieć ten słowo wobec Pan, bóg swój: „ojciec mój, tułacz aramejczyk, zstąpić do Egipt, przybyć tam w niewielki liczba człowiek i tam się rozrosnąć w naród ogromny, silny i liczny. Egipcjanin źle się z my obchodzić, gnębić my i nałożyć na my ciężki robota przymusowy. wtedy wołaćbyć do Pan, bóg ojciec nasz. Pan usłyszeć nasz wołanie, wejrzeć na nasz nędza, nasz trud i nasz uciemiężyć. wyprowadzić my Pan z Egipt mocny ręka i wyciągnąć ramię wśród wielki groza, znak i cud. przyprowadzić my na ten miejsce i dać my ten kraj opływać w mleko i miód. teraz oto przynieśćbyć pierwocina płód Ziemia, który daćbyć ja, Pan”. rozłożyć on przed Pan, bóg swój. oddać pokłon pan, bóg swój"""". być z ja, Pan, w mój utrapienie kto się w opieka oddać najwyższy i w cień wszechmocny mieszkać, mówić do Pan: """"ty być mój ucieczka i twierdzić, bóg mój, który ufać"""".nie przystąpić do ty niedola, a cios nie dosięgnąć twój namiot. bo rozkazać swój anioł, aby ty strzec na wszystek twój droga.być ty nosić na ręka, abybyć stopa nie urazić o kamień. być stąpać po wąż i żmija, a Lew i smok podeptać.""""ja on wybawić, bo przylgnąć do ja, osłonić on, bo poznać mój imię. być ja wzywać, a ja on wysłuchać i być z on w utrapienie, wyzwolić on i Sława obdarzyć"""". pełny duch święty, powrócić Jezus znad Jordan, a wieść być przez duch na pustynia czterdzieści dzień, i być kusić przez diabeł. nic przez ow dzień nie jeść, a po on upływ poczuć głód. rzec on wtedy diabeł: """"jeśli być syn boży, powiedzieć ten kamień, żeby stać się chleb"""". odpowiedzieć on Jezus: """"napisać być: „nie sam chleb żyć człowiek”. wówczas powieść on diabeł w góra, pokazać on w jeden chwila wszystek królestwo świat i rzec do on: """"ty dać potęga i wspaniałość ten wszystko, bo ja być poddany i móc on dać, kto zechcieć. jeśli więc upaść i oddać ja pokłon, wszystko być twój"""". lecz Jezus on odrzec: """"napisać być: „pan, bóg swój, być oddawać pokłon i on sam służyć być”. zawieść on też do Jerozolima, postawić na szczyt narożnik świątynia i rzec do on: """"jeśli być syn boży, rzucić się stąd w dół. być bowiem napisać: „anioł swój dać rozkaz CO do ty, żeby ty strzec, i na ręka nosić ty być, bybyć przypadek nie urazić swój noga o kamień”. lecz Jezus on odeprzeć: """"powiedzieć: „nie być wystawiać na próba Pan, bóg swój”. gdy diabeł dopełnić cały kusić, odstąpić od on do czas."" ",2019-03-10
"""Pan powiedzieć do Mojżesz: """"przemowa do cały społeczność izraelita i powiedzieć on: być święty, bo ja być święty, Pan, bóg wasz! nie być kraść, nie być kłamać, nie być oszukiwać jeden drugi. nie być przysięgać fałszywie na mój imię. byćby to zbezcześcić imienie bóg twój. ja być Pan! nie być uciskać bliźni, nie być on wyzyskiwać. zapłata najemnik nie być pozostawać w twój dom przez noc aż do poranek. nie być złorzeczyć głuchy. nie być kładnąć przeszkoda przed niewidomy, ale być się bać bóg twój. ja być Pan! nie być wydawać niesprawiedliwy wyrok. nie być stronniczy na korzyść ubogi, ani nie być mieć wzgląd dla bogaty. sprawiedliwie być sądzić bliźni. nie być szerzyć oszczerstwo między krewny, nie być czyhać na życie bliźni. ja być Pan! nie być żywić w serce nienawiść do brat. być upominać bliźni, aby nie ponieść wina z on powód. nie być szukać pomsta, nie być żywić uraza do syn twój lud, ale być miłować bliźni jak siebie sam. ja być Pan!"""" słowo twój, Pan, być duch i życie prawo pański być doskonały i pokrzepiać dusza, świadectwo Pan być pewien, nierozważny uczyć mądrość. on słuszny nakaz radować serce, jaśnieć przykazanie Pan i olśniewać oko.bojaźń Pan być szczery i trwać na wiek, sąd Pan prawdziwy, wszystek razem słuszny. niech znajść uznanie przed ty słowo usta mój i myśl mój serce, Pan, mój opoka i mój zbawiciel. Jezus powiedzieć do swój uczeń: """"gdy syn człowieczy przyjść w swój chwała, a z on wszystek Anioł, wtedy zasiąść na swój tron pełny chwała. i zgromadzić się przed on wszystek naród, a on oddzielić jeden człowiek od drugi, jak pasterz oddzielać owca od Kozłowo. owca postawić po prawy, a kozieł po swój lewy strona. wtedy odezwać się Król do ten po prawy strona: „pójść, błogosławić u ojciec mój, wziąć w posiadanie królestwo, przygotować dla wy od założyć świat! bo byćbyć głodny, a daćbyć ja jeść; byćbyć spragniony, a daćbyć ja pić; byćbyć Przybysz, a przyjąćbyć ja; byćbyć nagi, a przyodziaćbyć ja; byćbyć chory, a odwiedzićbyć ja; byćbyć w więzienie, a przyjśćbyć do ja”. wówczas zapytać sprawiedliwy: „Pan, kiedy widziećbyć ty głodny i nakarmićbyć ty? albo spragniony i daćbyć ty pić? kiedy widziećbyć ty Przybysz i przyjąćbyć ty, lub nagi i przyodziaćbyć ty? kiedy widziećbyć ty chory lub w więzienie i przyjśćbyć do ty?” a Król on odpowiedzieć: „zaprawdę, powiadać wy: wszystko, CO uczynićbyć jeden z ten brat mój mały, ja uczynićbyć”. wtedy odezwać się i do ten po lewy strona: „iść precz od ja, przeklęty, w ogień wieczny, przygotować diabeł i on anioł! bo byćbyć głodny, a nie daćbyć ja jeść; byćbyć spragniony, a nie daćbyć ja pić; byćbyć Przybysz, a nie przyjąćbyć ja; byćbyć nagi, a nie przyodziaćbyć ja; byćbyć chory i w więzienie, a nie odwiedzićbyć ja”. wówczas zapytać i ty: „Pan, kiedy widziećbyć ty głodny albo spragniony, albo Przybysz, albo nagi, kiedy chory albo w więzienie, a nie usłużyćbyć ty?” wtedy odpowiedzieć on: „zaprawdę, powiadać wy: wszystko, co nie uczynićbyć jeden z ten mały, to i ja nie uczynićbyć”. i pójść ty na wieczny kara, sprawiedliwy zaś do życie wieczny""""."" ",2019-03-11
"""tak mówić Pan bóg: """"podobnie jak ulewać i śnieg spadać z niebo i tam nie powracać, dopóki nie nawodnić Ziemia, nie użyźnić on i nie zapewnić urodzaj, tak iż wydawać nasienie dla siewca i chleb dla jeść, tak słowo, który wychodzić z usta mój, nie wracać do ja bezowocny, zanim wpierw nie dokonać to, CO chciećbyć, i nie spełnić pomyślnie swój posłannictwo"""". bóg sprawiedliwy wyzwalać z niedola wysławiać razem z ja Pan, wspólnie wywyższać on imię. szukaćbyć pomoc u Pan, a on ja wysłuchać i wyzwolić od wszelki trwoga.spojrzeć na on, a rozpromienić się radość, obliczać wasz nie zapłonąć wstyd. oto zawołać biedak i Pan on usłyszeć, i uwolnić od wszelki ucisk.oko Pan zwrócić na sprawiedliwy, ucho on otworzyć na on wołać. Pan zwracać swój oblicze przeciw zło czynić, by pamięć o on wymazać z Ziemia.Pan słyszeć wołać o pomoc i ratować on od wszelki udręka. Pan być blisko człowiek skruszyć w serce, ocalać upadły na duch. Jezus powiedzieć do swój uczeń: """"modlić się, nie być gadatliwy jak poganin. on myśleć, że przez wzgląd na swój wielomówstwo być wysłuchać. nie być podobny do on! albowiem wiedzieć ojciec wasz, co wy potrzeba, zanim jeszcze on poprosić. wy zatem tak się modlić: ojciec nasz, który być w niebo, niech się święcić twój imię! niech przyjść twój królestwo; niech twój wola się spełniać na Ziemia, tak jak w niebo. nasz chleb powszedni dać my dzisiaj; i przebaczyć my nasz wina, tak jak i my przebaczać to, który przeciw my zawinić; i nie dopuścić, abybyć ulec pokusa, ale my zachować od zły. jeśli bowiem przebaczyć człowiek on przewinienie, i wy przebaczyć ojciec wasz niebieski. lecz jeśli nie przebaczyć człowiek, ojciec wasz nie przebaczyć wy także wasz przewinienie""""."" ",2019-03-12
"""Pan przemówić do Jonasz po raz drugi ten słowo: """"wstać, iść do niniwy, wielki miasto, i głosić on upomnienie, który ja ty zlecać"""". Jonasz wstać i pójść do niniwy, jak powiedzieć Pan. niniwa być miasto bardzo rozległy – na trzy dzień droga. począć więc Jonasz iść przez miasto jeden dzień droga i wołać, i głosić: """"jeszcze czterdzieści dzień, a niniwa zostać zburzyć"""". i uwierzyć mieszkaniec niniwy bóg, ogłosić posta i przyoblec się w wór od stary do młody. dojść ten sprawa do Król niniwy. powstać więc z tron, zdjąć z siebie płaszcz, przyoblec się w wór i usiąść na popiół. z rozkaz Król i on dostojnik zarządzić i ogłosić w niniwie, CO następować: """"człowiek i zwierzę, bydło i trzoda niech nic nie jeść, niech się nie paść i woda nie pić. człowiek i zwierzę niech przyoblec się w wór. niech żarliwie wołać do bóg! niechaj każdy odwrócić się od swój zły postępowanie i od nieprawość, który popełniać swój ręka. kto wiedzieć, móc się zwrócić i ulitować bóg, odstąpić od zapalczywość swój gniew, i nie zginąć? """" zobaczyć bóg on czyn, że odwrócić się od zły postępowanie. i ulitować się bóg nad niedola, który postanowić na on sprowadzić, i nie zesłać on. serce skruszyć nie pogardzić, Pan zmiłować się nad ja, bóg, w łaskawość swój, w ogrom swój litość zgładzić mój nieprawość. obmyć ja zupełnie z mój wina i oczyścić ja z grzech mój.stworzyć, bóg, w ja serce czysty i odnowa w ja moc duch. nie odrzucać ja od swój oblicze i nie odbierać ja święty duch swój.ofiara bowiem ty się nie radować, a całopalenie, choćbybyć dać, nie przyjąć. boży, mój ofiara być duch skruszony, pokorny i skruszyć serce ty, bóg, nie gardzić. gdy tłum się gromadzić, Jezus zacząć mówić: """"to plemię być plemię przewrotny. żądać znak, ale żaden znak nie być on Dana, prócz znak Jonasz. jak bowiem Jonasz stać się znak dla mieszkaniec niniwy, tak być syn człowieczy dla ten plemię. królowa z południe powstanie na sąd przeciw człowiek ten plemię i potępić on; ponieważ on z kraniec Ziemia przybyć słuchać mądrość Salomon, a oto tu być coś dużo niż Salomon. człowiek z niniwy powstać na sąd przeciw ten plemię i potępić on; ponieważ on dzięki nawoływać Jonasz się nawrócić, a oto tu być coś dużo niż Jonasz""""."" ",2019-03-13
"""królowa Estera zwrócić się do Pan, przejąć niebezpieczeństwo śmierć. i błagać Pan, bóg Izrael, mówić: """"Pan mój, Król nasz, ty być jedyny, wspomóc ja samotny, maić poza ty wspomożyciel, bo niebezpieczeństwo być niejako w mój ręka. słyszećbyć od młodość mój w pokolenie mój ojczysty, że ty, Pan, wybraćbyć Izrael spośród wszystek naród i ojciec nasz z wszystek on przodek na wieczysty dziedzictwo i uczynićbyć on wszystko, CO zapowiedziećbyć. wspomnieć, Pan, dać się rozpoznać w chwila nasz udręczenie i dodać ja odwaga, Król bóg i władca nad wszystek władca. włożyć stosowny mowa w mój usta przed oblicze Lew i zwrócić on serce ku nienawiść do wróg nasz, aby zginąć on sam i ten, który być z on jeden myśl. wybawić my ręka twój i wspomóc ja opuszczony i maić nikt poza ty, Pan, który wiedzieć wszystko"""". Pan ja wysłuchać, kiedy on wzywaćbyć być ty sławić, Pan, z cały serce, bo usłyszećbyć słowo usta mój. być śpiewać ty psalm wobec anioł, pokłon ty oddać w twój święty przybytek.i być sławić twój imię za łaska i wierność twój, bo ponad wszystko wywyższyćbyć twój imię i obietnica. wysłuchaćbyć ja, kiedy ty wzywaćbyć, pomnożyćbyć moc mój dusza.wybawiać ja twój prawica. Pan za ja wszystko dokonać. Pan, TWA łaska trwać na wiek, nie porzucać dzieło ręka swój. Jezus powiedzieć do swój uczeń: """"prosić, a być wy dana; szukać, a znajść; kołatać, a otworzyć wy. albowiem każdy, kto prosić, otrzymywać; kto szukać, znajdować; a kołatać otworzyć. gdy któryś z wy syn prosić o chleb, czy być taki, który podać on kamień? albo gdy prosić o Ryba, czy podać on wąż? jeśli więc wy, choć zły być, umieść dawać dobry dar swój dziecko, to o ileż bardzo ojciec wasz, który być w niebo, dać to, CO dobry, ten, który on prosić. wszystko więc, CO chciećbybyć, żeby wy człowiek czynić, i wy on czynić. albowiem to być istota prawo i prorok""""."" ",2019-03-14
"""o Pan, bóg mój, wielki i straszliwy, który dochowywać wiernie przymierze to, co ty kochać i przestrzegać twój przykazanie. zgrzeszyćbyć, zbłądzićbyć, popełnićbyć nieprawość i zbuntowaćbyć się, odstąpićbyć od twój przykazanie. nie byćbyć posłuszny twój sługa, prorok, który przemawiać w twój imienie do nasz Król, do nasz przywódca, do nasz przodek i do cały ludność kraj. u ty, Pan, sprawiedliwość, a u my wstyd na twarz, jak to być dziś u my – mieszkaniec Juda i Jerozolima, i cały Izrael, u bliski i daleki, w wszystek kraj, dokąd on wypędzićbyć z powód niewierność, jaki ty okazać. Pan! wstyd na nasz twarz, nasz Król, nasz przywódca i nasz ojciec, bo zgrzeszyćbyć przeciw ty. ale Pan, bóg nasz, być miłosierny i okazować łaskawość, mimo że zbuntowaćbyć się przeciw on i nie słuchaćbyć głos Pan, bóg nasz, by postępować według wskazanie, który my dać przez swój sługa, prorok. nie czynić my, Pan, według nasz grzech czy wiecznie być się gniewać? nie pamiętać my wino Przodkowo nasz, niech szybko my spotkać twój zmiłowanie, gdyż bardzo być słaby.wspomóc my, boży, nasz zbawca, dla chwała twój imienie; wyzwolić my i odpuścić my grzech przez wzgląd na swój imię.niech jęk pojmany dojść do ty i moc twój ramię ocalić na śmierć skazany. my zaś, lud twój i owca twój trzoda, być wielbić ty na wiek i przez pokolenie głosić twój chwała. Jezus powiedzieć do swój uczeń: """"być miłosierny, jak ojciec wasz być miłosierny. nie sądzić, a nie być sądzić; nie potępiać, a nie być potępiony; odpuszczać, a być wy odpuścić. dawać, a być wy dana; miara dobry, ubić, utrząść i wypełnić ponad brzeg wsypać w zanadrze wasz. odmierzyć wy bowiem taki miara, jaki wy mierzyć""""."" ",2019-03-18
"""Pan skierować do Natan następujący słowo: „iść i powiedzieć mój sługa Dawid: to mówić Pan: """"kiedy wypełnić się twój dzień i spocząć obok swój przodek, wtedy wzbudzić po ty potomek twój, który wyjść z twój wnętrzność, i utwierdzić on królestwo. on zbudować dom imienie mój, a ja utwierdzić tron on królestwo na wiek. ja być on ojciec, a on być ja syn. przed ja dom twój i twój królestwo być trwać na wiek. twój tron być utwierdzić na wiek”. on potomstwo być trwać wiecznie być na wiek śpiewać o łaska Pan, mój usta twój wierność być głosić przez wszystek pokolenie. albowiem powiedziećbyć: """"na wiek ugruntować być łaska"""", utrwalićbyć swój wierność w niebiosa.""""zawrzećbyć przymierze z mój wybraniec, przysiącbyć mój sługa, Dawid: utrwalić twój potomstwo na wiek i tron twój umocnić na wszystek pokolenie"""".""""on być wołać do ja: „tyś być ojciec mój, mój bóg, opoka mój zbawienie”. na wiek zachować dla on łaska i trwały z on być mój przymierze"""". Jakub być ojciec Józef, mąż Maryja, z który narodzić się Jezus, zwać Chrystus. z narodzenie Jezus Chrystus być tak. po zaślubiny matka on, Maryja, z Józef, wpierw on zamieszkać razem, znaleźć się brzemienny za sprawa duch święty. mąż on, Józef, który być człowiek prawy i nie chcieć narazić on na zniesławienie, zamierzać oddalić on potajemnie. gdy powziąć ten myśl, oto anioł pański ukazać on się w sen i rzec: „Józef, syn Dawid, nie bać się wziąć do siebie Maryja, twój małżonka; albowiem z duch święty być to, CO się w on począć. porodzić syn, który nadać imię Jezus, on bowiem zbawić swój lud od on grzech”. zbudzić się z sen, Józef uczynić tak, jak on polecić anioł pański."" ",2019-03-19
"""junior 17, 5-10 tak mówić Pan: """"przeklęty mąż, który pokładać Nadzieja w człowiek i który w ciało upatrywać swój siła, a od Pan odwracać swój serce. być on podobny do dziki krzew na step, nie dostrzegać, gdy przychodzić szczęście; wybierać miejsce spalić na pustynia, Ziemia słony i bezludny. błogosławiony mąż, który pokładać ufność w pan, i Pan być on Nadzieja. być on podobny do drzewo zasadzić nad woda, CO swój korzenie puszczać ku strumień; nie obawiać się, gdy nadejść upał, bo zachować zielony liść; także w rok posucha nie doznawać niepokój i nie przestawać wydawać owoc. serce być zdradliwy niż wszystko inny i niepoprawny – któż on zgłębić? ja, Pan, badać serce i doświadczać nerka, bybyć móc każdy oddać stosownie do on postępować, według owoc on uczynek"""" szczęśliwy człowiek, który ufać pan szczęśliwy człowiek, który nie iść za rada występny, nie wchodzić na droga grzesznik i nie zasiadać w grono szyderca, lecz w prawo pański upodobać siebie i rozmyślać nad on dzień i noc.on być jak drzewo zasadzić nad płynąć woda, który wydawać owoc w swój czas. liście on nie więdnąć, a wszystko, CO czynić, być udany.CO inny grzesznik: być jak plewa, który wiatr rozmiatać. albowiem droga sprawiedliwy być pan znana, a droga występny zaginąć. Jezus powiedzieć do faryzeusz: """"żyła pewien człowiek bogaty, który ubierać się w purpura i bisior i dzień w dzień ucztować wystawnie. u brama on pałac leżeć żebrak pokryć wrzód, imienie Łazarz. pragnąć on nasycić się odpadek z stół bogacz. a także pies przychodzić i lizać on wrzód. umrzeć żebrak i Anioł zanieść on na łono Abraham. umrzeć także bogacz i zostać pogrzebać. gdy cierpieć męka w otchłań, podnieść oko, ujrzeć z daleki Abraham i Łazarz na on łono. i zawołać: „ojciec Abraham, ulitować się nad ja i przysłać Łazarz, aby koniec swój palec umoczyć w woda i ochłodzić mój język, bo strasznie cierpieć w ten płomię”. lecz Abraham odrzec: „wspomnieć, syn, że za życie otrzymaćbyć swój dobra, a Łazarz w podobny sposób – niedola; teraz on tu doznawać pociecha, a ty męka cierpieć. a ponadto między my a wy zionąć ogromny przepaść, tak że nikt, choćby chcieć, stąd do wy przejść nie móc ani stamtąd nie przedostawać się do my”. tamten rzec: „prosić ty więc, ojciec, posłać on do dom mój ojciec. mieć bowiem pięć brat: niech on ostrzec, żeby i on nie przyjść na ten miejsce męka”. lecz Abraham odeprzeć: „maić Mojżesz i prorok, niechże on słuchać!” „nie, ojciec Abraham – odrzec tamten – lecz gdyby ktoś z umarły pójść do on, to się nawrócić”. odpowiedzieć on: „jeśli Mojżesz i prorok nie słuchać, to choćby ktoś z umarły powstać, nie uwierzyć”."" ",2019-03-21
